 TIME                                   	Q_Abwaerme                              	
 HOURS              	NAV                 	
  +5.8100000000000000E+02	  +7.3853381405593765E+01	
  +5.8125000000000000E+02	  +7.4120211015388691E+01	
  +5.8150000000000000E+02	  +7.5888132245973253E+01	
  +5.8175000000000000E+02	  +7.6079275121298323E+01	
  +5.8200000000000000E+02	  +7.3993562976419341E+01	
  +5.8225000000000000E+02	  +7.9696561981172522E+01	
  +5.8250000000000000E+02	  +8.7506020414974188E+01	
  +5.8275000000000000E+02	  +8.7540864875761713E+01	
  +5.8300000000000000E+02	  +8.5910465287292141E+01	
  +5.8325000000000000E+02	  +8.4312110363632812E+01	
  +5.8350000000000000E+02	  +8.4325061973783292E+01	
  +5.8375000000000000E+02	  +8.4277496636425624E+01	
  +5.8400000000000000E+02	  +8.2927750164036937E+01	
  +5.8425000000000000E+02	  +8.1285829580708537E+01	
  +5.8450000000000000E+02	  +8.0328221414689253E+01	
  +5.8475000000000000E+02	  +8.0110497000013481E+01	
  +5.8500000000000000E+02	  +8.0819714219132067E+01	
  +5.8525000000000000E+02	  +7.9669202707238867E+01	
  +5.8550000000000000E+02	  +7.8391498480725346E+01	
  +5.8575000000000000E+02	  +7.7683613889699672E+01	
  +5.8600000000000000E+02	  +7.4465446083765372E+01	
  +5.8625000000000000E+02	  +7.1429203418250495E+01	
  +5.8650000000000000E+02	  +7.0371565535586413E+01	
  +5.8675000000000000E+02	  +6.9205744214504378E+01	
  +5.8700000000000000E+02	  +6.6729355178426772E+01	
  +5.8725000000000000E+02	  +6.5969779422893325E+01	
  +5.8750000000000000E+02	  +6.6828603438125029E+01	
  +5.8775000000000000E+02	  +6.6776928204420670E+01	
  +5.8800000000000000E+02	  +6.5839176355967538E+01	
  +5.8825000000000000E+02	  +6.5865013607106278E+01	
  +5.8850000000000000E+02	  +6.7055871515164711E+01	
  +5.8875000000000000E+02	  +6.7082319055867757E+01	
  +5.8900000000000000E+02	  +6.5732207524439573E+01	
  +5.8925000000000000E+02	  +6.3725779387817312E+01	
  +5.8950000000000000E+02	  +6.2270189882898507E+01	
  +5.8975000000000000E+02	  +6.1746582749918609E+01	
  +5.9000000000000000E+02	  +6.1296455520577240E+01	
  +5.9025000000000000E+02	  +5.9740352309572003E+01	
  +5.9050000000000000E+02	  +5.8486379340405001E+01	
  +5.9075000000000000E+02	  +5.8462068896139684E+01	
  +5.9100000000000000E+02	  +5.8010250094962799E+01	
  +5.9125000000000000E+02	  +5.9296495207863728E+01	
  +5.9150000000000000E+02	  +6.2043967081946271E+01	
  +5.9175000000000000E+02	  +6.3168879846297095E+01	
  +5.9200000000000000E+02	  +6.4033173277214971E+01	
  +5.9225000000000000E+02	  +6.4282098649278439E+01	
  +5.9250000000000000E+02	  +6.2943727330589127E+01	
  +5.9275000000000000E+02	  +6.2167130952908849E+01	
  +5.9300000000000000E+02	  +6.2717356257261216E+01	
  +5.9325000000000000E+02	  +6.4741542741208903E+01	
  +5.9350000000000000E+02	  +6.5972471289255608E+01	
  +5.9375000000000000E+02	  +6.5533191082931438E+01	
  +5.9400000000000000E+02	  +6.5979977455019736E+01	
  +5.9425000000000000E+02	  +6.6302841215646168E+01	
  +5.9450000000000000E+02	  +6.6349693182832908E+01	
  +5.9475000000000000E+02	  +6.6475160691232105E+01	
  +5.9500000000000000E+02	  +4.2244524147367279E+01	
  +5.9525000000000000E+02	  +1.7360186173210842E+01	
  +5.9550000000000000E+02	  +1.6756942223101500E+01	
  +5.9575000000000000E+02	  +1.6765105286679123E+01	
  +5.9600000000000000E+02	  +1.7762107546221440E+01	
  +5.9625000000000000E+02	  +1.7754945246277114E+01	
  +5.9650000000000000E+02	  +1.6756523499691522E+01	
  +5.9675000000000000E+02	  +1.6778898926209017E+01	
  +5.9700000000000000E+02	  +1.7690377275039410E+01	
  +5.9725000000000000E+02	  +1.8599300405604932E+01	
  +5.9750000000000000E+02	  +1.8619949827458584E+01	
  +5.9775000000000000E+02	  +1.8631061052727656E+01	
  +5.9800000000000000E+02	  +1.7865121926453561E+01	
  +5.9825000000000000E+02	  +1.6981251323978142E+01	
  +5.9850000000000000E+02	  +1.6848913556095177E+01	
  +5.9875000000000000E+02	  +1.6852952736688088E+01	
  +5.9900000000000000E+02	  +1.7678291694934881E+01	
  +5.9925000000000000E+02	  +1.8532774457105127E+01	
  +5.9950000000000000E+02	  +1.8627640506621479E+01	
  +5.9975000000000000E+02	  +1.8701032740011218E+01	
  +6.0000000000000000E+02	  +1.9409313488668783E+01	
  +6.0025000000000000E+02	  +2.0078608664029229E+01	
  +6.0050000000000000E+02	  +2.0063397922872173E+01	
  +6.0075000000000000E+02	  +2.0051847914659994E+01	
  +6.0100000000000000E+02	  +2.0636767717788651E+01	
  +6.0125000000000000E+02	  +2.1210069676724920E+01	
  +6.0150000000000000E+02	  +2.1168000744534851E+01	
  +6.0175000000000000E+02	  +2.1136413255532545E+01	
  +6.0200000000000000E+02	  +2.1669165088210018E+01	
  +6.0225000000000000E+02	  +2.2211745681440778E+01	
  +6.0250000000000000E+02	  +2.2210139626397979E+01	
  +6.0275000000000000E+02	  +2.2209944750579993E+01	
  +6.0300000000000000E+02	  +2.2676700187304704E+01	
  +6.0325000000000000E+02	  +2.3142604885379146E+01	
  +6.0350000000000000E+02	  +2.3141604820316971E+01	
  +6.0375000000000000E+02	  +2.3144461043111264E+01	
  +6.0400000000000000E+02	  +2.3567559599823191E+01	
  +6.0425000000000000E+02	  +4.7252973447353504E+01	
  +6.0450000000000000E+02	  +7.1223306350030470E+01	
  +6.0475000000000000E+02	  +7.1959292948631727E+01	
  +6.0500000000000000E+02	  +7.0807823165669177E+01	
  +6.0525000000000000E+02	  +7.1201322036169984E+01	
  +6.0550000000000000E+02	  +7.2980030317468305E+01	
  +6.0575000000000000E+02	  +7.3211988157475375E+01	
  +6.0600000000000000E+02	  +7.1334234829984837E+01	
  +6.0625000000000000E+02	  +7.7156834089733792E+01	
  +6.0650000000000000E+02	  +8.4930099279198714E+01	
  +6.0675000000000000E+02	  +8.4950508778190468E+01	
  +6.0700000000000000E+02	  +8.3413977848001863E+01	
  +6.0725000000000000E+02	  +8.1856829070183622E+01	
  +6.0750000000000000E+02	  +8.1671099122520388E+01	
  +6.0775000000000000E+02	  +8.1281911866268132E+01	
  +6.0800000000000000E+02	  +7.9796168635936155E+01	
  +6.0825000000000000E+02	  +7.8359250637888607E+01	
  +6.0850000000000000E+02	  +7.7929539153725116E+01	
  +6.0875000000000000E+02	  +7.7622262545219215E+01	
  +6.0900000000000000E+02	  +7.7825320554090197E+01	
  +6.0925000000000000E+02	  +7.7348559103034063E+01	
  +6.0950000000000000E+02	  +7.6615762507009222E+01	
  +6.0975000000000000E+02	  +7.6104591342829778E+01	
  +6.1000000000000000E+02	  +7.3792506774086618E+01	
  +6.1025000000000000E+02	  +7.1835357883246488E+01	
  +6.1050000000000000E+02	  +7.1240986334875032E+01	
  +6.1075000000000000E+02	  +7.0563280211259979E+01	
  +6.1100000000000000E+02	  +6.9093836358794206E+01	
  +6.1125000000000000E+02	  +6.7770137573344670E+01	
  +6.1150000000000000E+02	  +6.6652541629252909E+01	
  +6.1175000000000000E+02	  +6.5312264313334538E+01	
  +6.1200000000000000E+02	  +6.4174616366986697E+01	
  +6.1225000000000000E+02	  +6.2916243085013534E+01	
  +6.1250000000000000E+02	  +6.2066374722588002E+01	
  +6.1275000000000000E+02	  +6.2013168551180641E+01	
  +6.1300000000000000E+02	  +6.1768561544619381E+01	
  +6.1325000000000000E+02	  +6.1420083800015995E+01	
  +6.1350000000000000E+02	  +6.1882092998497889E+01	
  +6.1375000000000000E+02	  +6.2575807889989314E+01	
  +6.1400000000000000E+02	  +6.1823365790638825E+01	
  +6.1425000000000000E+02	  +6.0092363523132349E+01	
  +6.1450000000000000E+02	  +5.9680608997159204E+01	
  +6.1475000000000000E+02	  +6.0273993507113282E+01	
  +6.1500000000000000E+02	  +5.9971881557981860E+01	
  +6.1525000000000000E+02	  +5.9860254012343759E+01	
  +6.1550000000000000E+02	  +6.1301429094976193E+01	
  +6.1575000000000000E+02	  +6.2002181234390278E+01	
  +6.1600000000000000E+02	  +6.1983493187402885E+01	
  +6.1625000000000000E+02	  +6.2182318983883590E+01	
  +6.1650000000000000E+02	  +6.2234749125233250E+01	
  +6.1675000000000000E+02	  +6.2822999523536282E+01	
  +6.1700000000000000E+02	  +6.5134838082455147E+01	
  +6.1725000000000000E+02	  +6.8675986738656178E+01	
  +6.1750000000000000E+02	  +6.9900889976823692E+01	
  +6.1775000000000000E+02	  +6.8813020337633944E+01	
  +6.1800000000000000E+02	  +6.9261108830033251E+01	
  +6.1825000000000000E+02	  +7.0303459408615666E+01	
  +6.1850000000000000E+02	  +7.0173076955434098E+01	
  +6.1875000000000000E+02	  +6.9892248467075120E+01	
  +6.1900000000000000E+02	  +4.4576426200247766E+01	
  +6.1925000000000000E+02	  +1.8780111800101370E+01	
  +6.1950000000000000E+02	  +1.8374209558713943E+01	
  +6.1975000000000000E+02	  +1.8396836603812844E+01	
  +6.2000000000000000E+02	  +1.9682333521044566E+01	
  +6.2025000000000000E+02	  +1.9955353293804663E+01	
  +6.2050000000000000E+02	  +1.8958068180711489E+01	
  +6.2075000000000000E+02	  +1.8988389407012413E+01	
  +6.2100000000000000E+02	  +2.0185913906425945E+01	
  +6.2125000000000000E+02	  +2.1382158380468645E+01	
  +6.2150000000000000E+02	  +2.1419176923154595E+01	
  +6.2175000000000000E+02	  +2.1437028658398752E+01	
  +6.2200000000000000E+02	  +2.0827335065627292E+01	
  +6.2225000000000000E+02	  +2.0095327540745224E+01	
  +6.2250000000000000E+02	  +1.9949655899626237E+01	
  +6.2275000000000000E+02	  +1.9904107440745115E+01	
  +6.2300000000000000E+02	  +2.0860802512704343E+01	
  +6.2325000000000000E+02	  +2.1808268331304209E+01	
  +6.2350000000000000E+02	  +2.1741828017923794E+01	
  +6.2375000000000000E+02	  +2.1677396873613858E+01	
  +6.2400000000000000E+02	  +2.2459945988397539E+01	
  +6.2425000000000000E+02	  +2.3219188574393932E+01	
  +6.2450000000000000E+02	  +2.3121116840608199E+01	
  +6.2475000000000000E+02	  +2.3048938740225971E+01	
  +6.2500000000000000E+02	  +2.3736189111260142E+01	
  +6.2525000000000000E+02	  +2.4431675695745891E+01	
  +6.2550000000000000E+02	  +2.4390391758029992E+01	
  +6.2575000000000000E+02	  +2.4360627884230365E+01	
  +6.2600000000000000E+02	  +2.5034667085484809E+01	
  +6.2625000000000000E+02	  +2.5715297140556501E+01	
  +6.2650000000000000E+02	  +2.5708956222641785E+01	
  +6.2675000000000000E+02	  +2.5726286800483948E+01	
  +6.2700000000000000E+02	  +2.6422182870617668E+01	
  +6.2725000000000000E+02	  +2.7139178390238992E+01	
  +6.2750000000000000E+02	  +2.7220412373356297E+01	
  +6.2775000000000000E+02	  +2.7285752779190730E+01	
  +6.2800000000000000E+02	  +2.7891736934661800E+01	
  +6.2825000000000000E+02	  +3.4707504593637303E+01	
  +6.2850000000000000E+02	  +4.0460916313239053E+01	
  +6.2875000000000000E+02	  +4.0010894969513423E+01	
  +6.2900000000000000E+02	  +4.0311916588611517E+01	
  +6.2925000000000000E+02	  +4.0618538839848725E+01	
  +6.2950000000000000E+02	  +4.0694601685316485E+01	
  +6.2975000000000000E+02	  +4.0778406438805646E+01	
  +6.3000000000000000E+02	  +4.0992774468148497E+01	
  +6.3025000000000000E+02	  +4.0600079270083128E+01	
  +6.3050000000000000E+02	  +4.0067406104605347E+01	
  +6.3075000000000000E+02	  +4.0110625271472422E+01	
  +6.3100000000000000E+02	  +4.0336497989459616E+01	
  +6.3125000000000000E+02	  +4.0546811405156987E+01	
  +6.3150000000000000E+02	  +4.0441412428080213E+01	
  +6.3175000000000000E+02	  +4.0141939306608087E+01	
  +6.3200000000000000E+02	  +3.9966011523893222E+01	
  +6.3225000000000000E+02	  +3.9651698870867321E+01	
  +6.3250000000000000E+02	  +3.8545598794618606E+01	
  +6.3275000000000000E+02	  +3.7249677590429421E+01	
  +6.3300000000000000E+02	  +3.7492736488091623E+01	
  +6.3325000000000000E+02	  +3.7666133987772632E+01	
  +6.3350000000000000E+02	  +3.6458909348881384E+01	
  +6.3375000000000000E+02	  +3.5551134026871345E+01	
  +6.3400000000000000E+02	  +3.4928797346640486E+01	
  +6.3425000000000000E+02	  +3.4196031109103110E+01	
  +6.3450000000000000E+02	  +3.3728542283417291E+01	
  +6.3475000000000000E+02	  +3.3303991795207587E+01	
  +6.3500000000000000E+02	  +3.2880778933488394E+01	
  +6.3525000000000000E+02	  +3.2661732635374563E+01	
  +6.3550000000000000E+02	  +3.2039044724028216E+01	
  +6.3575000000000000E+02	  +3.1649677353766460E+01	
  +6.3600000000000000E+02	  +3.1232729910351885E+01	
  +6.3625000000000000E+02	  +3.0964981843525941E+01	
  +6.3650000000000000E+02	  +3.1167049830919442E+01	
  +6.3675000000000000E+02	  +3.1138368280604450E+01	
  +6.3700000000000000E+02	  +3.0994314739263402E+01	
  +6.3725000000000000E+02	  +3.0770332231209139E+01	
  +6.3750000000000000E+02	  +3.0636698349506805E+01	
  +6.3775000000000000E+02	  +3.0588872739542293E+01	
  +6.3800000000000000E+02	  +3.0553722167154127E+01	
  +6.3825000000000000E+02	  +3.0518384378618915E+01	
  +6.3850000000000000E+02	  +3.0291983155073900E+01	
  +6.3875000000000000E+02	  +3.0361810201014350E+01	
  +6.3900000000000000E+02	  +3.0634827559181922E+01	
  +6.3925000000000000E+02	  +3.0477303692485386E+01	
  +6.3950000000000000E+02	  +3.0498074213865593E+01	
  +6.3975000000000000E+02	  +3.0552276040311884E+01	
  +6.4000000000000000E+02	  +3.1661790616531860E+01	
  +6.4025000000000000E+02	  +3.1132094749787623E+01	
  +6.4050000000000000E+02	  +2.9447524420821498E+01	
  +6.4075000000000000E+02	  +2.9706377949550276E+01	
  +6.4100000000000000E+02	  +3.0592619301828964E+01	
  +6.4125000000000000E+02	  +3.2053169433231325E+01	
  +6.4150000000000000E+02	  +3.2785751408819088E+01	
  +6.4175000000000000E+02	  +3.2863672929803343E+01	
  +6.4200000000000000E+02	  +3.3349705321957103E+01	
  +6.4225000000000000E+02	  +3.3586188127716362E+01	
  +6.4250000000000000E+02	  +3.3469290838560497E+01	
  +6.4275000000000000E+02	  +3.3478374924972663E+01	
  +6.4300000000000000E+02	  +3.0093709178317031E+01	
  +6.4325000000000000E+02	  +2.6604938737011022E+01	
  +6.4350000000000000E+02	  +2.6491787235848758E+01	
  +6.4375000000000000E+02	  +2.6491512980556802E+01	
  +6.4400000000000000E+02	  +2.6822764226030284E+01	
  +6.4425000000000000E+02	  +2.6166516896166875E+01	
  +6.4450000000000000E+02	  +2.5210980412484073E+01	
  +6.4475000000000000E+02	  +2.5255773516380806E+01	
  +6.4500000000000000E+02	  +2.5623584895646186E+01	
  +6.4525000000000000E+02	  +2.6016420370952275E+01	
  +6.4550000000000000E+02	  +2.6137591919603985E+01	
  +6.4575000000000000E+02	  +2.6290607693012362E+01	
  +6.4600000000000000E+02	  +2.6730127109634136E+01	
  +6.4625000000000000E+02	  +2.7173722432502714E+01	
  +6.4650000000000000E+02	  +2.7340023282231467E+01	
  +6.4675000000000000E+02	  +2.7500236612385279E+01	
  +6.4700000000000000E+02	  +2.7980880222986933E+01	
  +6.4725000000000000E+02	  +2.8458323408803032E+01	
  +6.4750000000000000E+02	  +2.8606913115727949E+01	
  +6.4775000000000000E+02	  +2.8762144216401772E+01	
  +6.4800000000000000E+02	  +2.9440631143241482E+01	
  +6.4825000000000000E+02	  +3.0101364239677938E+01	
  +6.4850000000000000E+02	  +3.0203904489700861E+01	
  +6.4875000000000000E+02	  +3.0285777627560062E+01	
  +6.4900000000000000E+02	  +3.0941531663674407E+01	
  +6.4925000000000000E+02	  +3.1595842260904327E+01	
  +6.4950000000000000E+02	  +3.1673992399968835E+01	
  +6.4975000000000000E+02	  +3.1757179993843273E+01	
  +6.5000000000000000E+02	  +3.2416035820461460E+01	
  +6.5025000000000000E+02	  +3.3081107114513657E+01	
  +6.5050000000000000E+02	  +3.3184902405151753E+01	
  +6.5075000000000000E+02	  +3.3302854834449398E+01	
  +6.5100000000000000E+02	  +3.4003536978939373E+01	
  +6.5125000000000000E+02	  +3.4711703354150359E+01	
  +6.5150000000000000E+02	  +3.4852405776489569E+01	
  +6.5175000000000000E+02	  +3.4974030722310566E+01	
  +6.5200000000000000E+02	  +3.5625855714316145E+01	
  +6.5225000000000000E+02	  +4.2616230736575744E+01	
  +6.5250000000000000E+02	  +4.8539472655405262E+01	
  +6.5275000000000000E+02	  +4.8111709298323618E+01	
  +6.5300000000000000E+02	  +4.8357294820977330E+01	
  +6.5325000000000000E+02	  +4.8589013266292696E+01	
  +6.5350000000000000E+02	  +4.8643365633104288E+01	
  +6.5375000000000000E+02	  +4.8688192150057162E+01	
  +6.5400000000000000E+02	  +4.8768484965421955E+01	
  +6.5425000000000000E+02	  +4.8220547728239666E+01	
  +6.5450000000000000E+02	  +4.7595794688616060E+01	
  +6.5475000000000000E+02	  +4.7566491938865546E+01	
  +6.5500000000000000E+02	  +4.7708522611588670E+01	
  +6.5525000000000000E+02	  +4.7870874997277411E+01	
  +6.5550000000000000E+02	  +4.7674376962168033E+01	
  +6.5575000000000000E+02	  +4.7054851014640967E+01	
  +6.5600000000000000E+02	  +4.6309770394585648E+01	
  +6.5625000000000000E+02	  +4.5288655484478028E+01	
  +6.5650000000000000E+02	  +4.3638197247406481E+01	
  +6.5675000000000000E+02	  +4.2037199839902250E+01	
  +6.5700000000000000E+02	  +4.1789130523997727E+01	
  +6.5725000000000000E+02	  +4.1379511223641266E+01	
  +6.5750000000000000E+02	  +4.0305825433399228E+01	
  +6.5775000000000000E+02	  +4.0147402674137645E+01	
  +6.5800000000000000E+02	  +3.9299565652668534E+01	
  +6.5825000000000000E+02	  +3.8427962465103533E+01	
  +6.5850000000000000E+02	  +3.8378190446808226E+01	
  +6.5875000000000000E+02	  +3.7977374015298246E+01	
  +6.5900000000000000E+02	  +3.7470900950373860E+01	
  +6.5925000000000000E+02	  +3.7230658347538316E+01	
  +6.5950000000000000E+02	  +3.7268423263277697E+01	
  +6.5975000000000000E+02	  +3.7530458424472286E+01	
  +6.6000000000000000E+02	  +3.7302321738290637E+01	
  +6.6025000000000000E+02	  +3.6909124913574011E+01	
  +6.6050000000000000E+02	  +3.7178229817971250E+01	
  +6.6075000000000000E+02	  +3.8067648600768578E+01	
  +6.6100000000000000E+02	  +3.7741537033034689E+01	
  +6.6125000000000000E+02	  +3.7027933679764530E+01	
  +6.6150000000000000E+02	  +3.7161625347685280E+01	
  +6.6175000000000000E+02	  +3.7010063053782694E+01	
  +6.6200000000000000E+02	  +3.6835091686710783E+01	
  +6.6225000000000000E+02	  +3.6345121387904669E+01	
  +6.6250000000000000E+02	  +3.6058906420496335E+01	
  +6.6275000000000000E+02	  +3.6131259362535744E+01	
  +6.6300000000000000E+02	  +3.6065420643178619E+01	
  +6.6325000000000000E+02	  +3.6216686222902680E+01	
  +6.6350000000000000E+02	  +3.6468138624964887E+01	
  +6.6375000000000000E+02	  +3.6596863943605271E+01	
  +6.6400000000000000E+02	  +3.7001025547445039E+01	
  +6.6425000000000000E+02	  +3.7602001420937022E+01	
  +6.6450000000000000E+02	  +3.8366028311025438E+01	
  +6.6475000000000000E+02	  +3.8765166418966061E+01	
  +6.6500000000000000E+02	  +3.9228702484742250E+01	
  +6.6525000000000000E+02	  +3.9958392815429356E+01	
  +6.6550000000000000E+02	  +4.0161191916777447E+01	
  +6.6575000000000000E+02	  +4.0131611481857377E+01	
  +6.6600000000000000E+02	  +4.0966936193733360E+01	
  +6.6625000000000000E+02	  +4.1825949429634555E+01	
  +6.6650000000000000E+02	  +4.1895949670241826E+01	
  +6.6675000000000000E+02	  +4.1966749066086713E+01	
  +6.6700000000000000E+02	  +3.8608094334141377E+01	
  +6.6725000000000000E+02	  +3.5138501743941674E+01	
  +6.6750000000000000E+02	  +3.5067484111542562E+01	
  +6.6775000000000000E+02	  +3.5085197226564581E+01	
  +6.6800000000000000E+02	  +3.5767597413685152E+01	
  +6.6825000000000000E+02	  +3.5440145231099073E+01	
  +6.6850000000000000E+02	  +3.4457192424169662E+01	
  +6.6875000000000000E+02	  +3.4500522962336689E+01	
  +6.6900000000000000E+02	  +3.5193599976784498E+01	
  +6.6925000000000000E+02	  +3.5907502188980018E+01	
  +6.6950000000000000E+02	  +3.6005462194552564E+01	
  +6.6975000000000000E+02	  +3.6083765731731724E+01	
  +6.7000000000000000E+02	  +3.6701036098642923E+01	
  +6.7025000000000000E+02	  +3.7299325985399044E+01	
  +6.7050000000000000E+02	  +3.7323391741559973E+01	
  +6.7075000000000000E+02	  +3.7361629171442161E+01	
  +6.7100000000000000E+02	  +3.8001794934171393E+01	
  +6.7125000000000000E+02	  +3.8667024844069594E+01	
  +6.7150000000000000E+02	  +3.8762925285616923E+01	
  +6.7175000000000000E+02	  +3.8852544960901767E+01	
  +6.7200000000000000E+02	  +3.9506197185325611E+01	
  +6.7225000000000000E+02	  +4.0161014363614036E+01	
  +6.7250000000000000E+02	  +4.0250658566626683E+01	
  +6.7275000000000000E+02	  +4.0331966550851455E+01	
  +6.7300000000000000E+02	  +4.0932665208296342E+01	
  +6.7325000000000000E+02	  +4.1527247132942918E+01	
  +6.7350000000000000E+02	  +4.1593402819481092E+01	
  +6.7375000000000000E+02	  +4.1656635076900685E+01	
  +6.7400000000000000E+02	  +4.2203902626956221E+01	
  +6.7425000000000000E+02	  +4.2742766308766861E+01	
  +6.7450000000000000E+02	  +4.2782980092691126E+01	
  +6.7475000000000000E+02	  +4.2823021645870014E+01	
  +6.7500000000000000E+02	  +4.3326351003426112E+01	
  +6.7525000000000000E+02	  +4.3824647573088662E+01	
  +6.7550000000000000E+02	  +4.3851592768320700E+01	
  +6.7575000000000000E+02	  +4.3911699127004304E+01	
  +6.7600000000000000E+02	  +4.4476878806174966E+01	
  +6.7625000000000000E+02	  +7.0804974304691740E+01	
  +6.7650000000000000E+02	  +9.7754995804354436E+01	
  +6.7675000000000000E+02	  +9.9013715771097822E+01	
  +6.7700000000000000E+02	  +9.7564338886484009E+01	
  +6.7725000000000000E+02	  +9.7656529652600568E+01	
  +6.7750000000000000E+02	  +9.9605261302064562E+01	
  +6.7775000000000000E+02	  +1.0000457453117959E+02	
  +6.7800000000000000E+02	  +9.7716578463793908E+01	
  +6.7825000000000000E+02	  +1.0752252916330453E+02	
  +6.7850000000000000E+02	  +1.1982160726778994E+02	
  +6.7875000000000000E+02	  +1.1993337408518255E+02	
  +6.7900000000000000E+02	  +1.1853577267055456E+02	
  +6.7925000000000000E+02	  +1.1675339755136645E+02	
  +6.7950000000000000E+02	  +1.1622341197343165E+02	
  +6.7975000000000000E+02	  +1.1575475424501423E+02	
  +6.8000000000000000E+02	  +1.1328775961144409E+02	
  +6.8025000000000000E+02	  +1.1117970036812089E+02	
  +6.8050000000000000E+02	  +1.0920397732737405E+02	
  +6.8075000000000000E+02	  +1.0669930515288046E+02	
  +6.8100000000000000E+02	  +1.0521994752964355E+02	
  +6.8125000000000000E+02	  +1.0217298690936330E+02	
  +6.8150000000000000E+02	  +9.9705365479343627E+01	
  +6.8175000000000000E+02	  +9.8039424942161943E+01	
  +6.8200000000000000E+02	  +9.4010681496994167E+01	
  +6.8225000000000000E+02	  +9.1259579859323509E+01	
  +6.8250000000000000E+02	  +9.0787684144127269E+01	
  +6.8275000000000000E+02	  +9.0049566448236732E+01	
  +6.8300000000000000E+02	  +8.7058995868334591E+01	
  +6.8325000000000000E+02	  +8.4313879234474243E+01	
  +6.8350000000000000E+02	  +8.4024997040622381E+01	
  +6.8375000000000000E+02	  +8.3435000762573310E+01	
  +6.8400000000000000E+02	  +8.1625052245397882E+01	
  +6.8425000000000000E+02	  +7.9316434062193238E+01	
  +6.8450000000000000E+02	  +7.8450195317120674E+01	
  +6.8475000000000000E+02	  +7.8258873121399162E+01	
  +6.8500000000000000E+02	  +7.6780334498890156E+01	
  +6.8525000000000000E+02	  +7.6945435530844733E+01	
  +6.8550000000000000E+02	  +7.8442516685076228E+01	
  +6.8575000000000000E+02	  +7.8260914955546610E+01	
  +6.8600000000000000E+02	  +7.7471819730956753E+01	
  +6.8625000000000000E+02	  +7.5768164921212545E+01	
  +6.8650000000000000E+02	  +7.5221039019915978E+01	
  +6.8675000000000000E+02	  +7.5620556488961029E+01	
  +6.8700000000000000E+02	  +7.4762646361114847E+01	
  +6.8725000000000000E+02	  +7.3122385888843127E+01	
  +6.8750000000000000E+02	  +7.2347435515369256E+01	
  +6.8775000000000000E+02	  +7.3569134364855643E+01	
  +6.8800000000000000E+02	  +7.4582649855829487E+01	
  +6.8825000000000000E+02	  +7.6865855038169670E+01	
  +6.8850000000000000E+02	  +7.9461669659103833E+01	
  +6.8875000000000000E+02	  +7.9718665500631616E+01	
  +6.8900000000000000E+02	  +8.2662611776225361E+01	
  +6.8925000000000000E+02	  +8.5990770940906330E+01	
  +6.8950000000000000E+02	  +8.5924438088541976E+01	
  +6.8975000000000000E+02	  +8.5498785256454951E+01	
  +6.9000000000000000E+02	  +8.6492857145862814E+01	
  +6.9025000000000000E+02	  +8.7595907737675404E+01	
  +6.9050000000000000E+02	  +8.7896089960974749E+01	
  +6.9075000000000000E+02	  +8.8194706833614575E+01	
  +6.9100000000000000E+02	  +5.7990887826025805E+01	
  +6.9125000000000000E+02	  +2.7034495142644566E+01	
  +6.9150000000000000E+02	  +2.6887789875867899E+01	
  +6.9175000000000000E+02	  +2.7016477113126513E+01	
  +6.9200000000000000E+02	  +2.8268189999773782E+01	
  +6.9225000000000000E+02	  +2.8834355973836175E+01	
  +6.9250000000000000E+02	  +2.7871643991928206E+01	
  +6.9275000000000000E+02	  +2.7940282475675378E+01	
  +6.9300000000000000E+02	  +2.9618584400968871E+01	
  +6.9325000000000000E+02	  +3.1279463404993642E+01	
  +6.9350000000000000E+02	  +3.1300075251416587E+01	
  +6.9375000000000000E+02	  +3.1322076898382097E+01	
  +6.9400000000000000E+02	  +3.1111896093366763E+01	
  +6.9425000000000000E+02	  +3.0789852212085364E+01	
  +6.9450000000000000E+02	  +3.0729196062355040E+01	
  +6.9475000000000000E+02	  +3.0793088473749119E+01	
  +6.9500000000000000E+02	  +3.2243506174483770E+01	
  +6.9525000000000000E+02	  +3.3681959294574554E+01	
  +6.9550000000000000E+02	  +3.3727809721810665E+01	
  +6.9575000000000000E+02	  +3.3760425245684608E+01	
  +6.9600000000000000E+02	  +3.5047436135884574E+01	
  +6.9625000000000000E+02	  +3.6313834252565343E+01	
  +6.9650000000000000E+02	  +3.6287729270243638E+01	
  +6.9675000000000000E+02	  +3.6298507863262330E+01	
  +6.9700000000000000E+02	  +3.7464491504096443E+01	
  +6.9725000000000000E+02	  +3.8674309724033698E+01	
  +6.9750000000000000E+02	  +3.8804268578450305E+01	
  +6.9775000000000000E+02	  +3.8909149381544800E+01	
  +6.9800000000000000E+02	  +3.9933666878887230E+01	
  +6.9825000000000000E+02	  +4.0925250610207748E+01	
  +6.9850000000000000E+02	  +4.0948454683792235E+01	
  +6.9875000000000000E+02	  +4.0972257345761932E+01	
  +6.9900000000000000E+02	  +4.1857879397624750E+01	
  +6.9925000000000000E+02	  +4.2742996178190772E+01	
  +6.9950000000000000E+02	  +4.2771329706902357E+01	
  +6.9975000000000000E+02	  +4.2815464464468974E+01	
  +7.0000000000000000E+02	  +4.3663656197637593E+01	
  +7.0025000000000000E+02	  +6.9744615263066905E+01	
  +7.0050000000000000E+02	  +9.5915527489451819E+01	
  +7.0075000000000000E+02	  +9.6874515787441041E+01	
  +7.0100000000000000E+02	  +9.5747089001559729E+01	
