  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\9_k
 altes_Nahwaermenetz\V1_2_5\III_kaltes_Nahwaermenetz.dck                       
                                                                               
                                                                   
 Initiated at time: 2025-01-11 AT  10:15:26
 TIME                                   ,Q_th_SW_WP                              ,Q_el_SW_WP                              ,
  +7.6890000000000000E+03,  +1.7218228178280768E+01,  +1.1264652261480659E+00,
  +7.6892500000000000E+03,  +1.5521595556260451E+01,  +1.0154667174475536E+00,
  +7.6895000000000000E+03,  +1.3216822656441257E+01,  +8.6468195034302131E-01,
  +7.6897500000000000E+03,  +1.2577265975921812E+01,  +8.2284034194427724E-01,
  +7.6900000000000000E+03,  +1.1489594993630163E+01,  +7.5168182747021783E-01,
  +7.6902500000000000E+03,  +1.1082513535269939E+01,  +7.2504940616040670E-01,
  +7.6905000000000000E+03,  +1.1718881901275655E+01,  +7.6668242599866976E-01,
  +7.6907500000000000E+03,  +1.1456104580581389E+01,  +7.4949078984903172E-01,
  +7.6910000000000000E+03,  +1.0763553559127329E+01,  +7.0418214165807613E-01,
  +7.6912500000000000E+03,  +1.0494525344834543E+01,  +6.8658155435514989E-01,
  +7.6915000000000000E+03,  +9.7002708345196105E+00,  +6.3461917603624640E-01,
  +7.6917500000000000E+03,  +8.8889785103415786E+00,  +5.8154213570638302E-01,
  +7.6920000000000000E+03,  +8.3040578868049071E+00,  +5.4327497281083981E-01,
  +7.6922500000000000E+03,  +9.3734923816479103E+00,  +6.1324040465495144E-01,
  +7.6925000000000000E+03,  +1.0837627502179826E+01,  +7.0902826868975088E-01,
  +7.6927500000000000E+03,  +1.0570388768415945E+01,  +6.9154475426841322E-01,
  +7.6930000000000000E+03,  +1.1630818746867245E+01,  +7.6092108516157286E-01,
  +7.6932500000000000E+03,  +1.2368401620793238E+01,  +8.0917584461051784E-01,
  +7.6935000000000000E+03,  +1.2092955760224438E+01,  +7.9115539672212409E-01,
  +7.6937500000000000E+03,  +1.2104882905118744E+01,  +7.9193570430264582E-01,
  +7.6940000000000000E+03,  +1.2503856185209742E+01,  +8.1803766563869407E-01,
  +7.6942500000000000E+03,  +1.1139682184314015E+01,  +7.2878954100513171E-01,
  +7.6945000000000000E+03,  +9.4648022206466962E+00,  +6.1921415278816849E-01,
  +7.6947500000000000E+03,  +9.9066822142154471E+00,  +6.4812319277368868E-01,
  +7.6950000000000000E+03,  +1.0326202659215809E+01,  +6.7556940779987706E-01,
  +7.6952500000000000E+03,  +1.0697712083062669E+01,  +6.9987460591995321E-01,
  +7.6955000000000000E+03,  +1.1218110570558858E+01,  +7.3392054803634110E-01,
  +7.6957500000000000E+03,  +1.3024406532507232E+01,  +8.5209354285314454E-01,
  +7.6960000000000000E+03,  +1.3887194893070316E+01,  +9.0853959965041586E-01,
  +7.6962500000000000E+03,  +1.4381571340765930E+01,  +9.4088310626384275E-01,
  +7.6965000000000000E+03,  +1.4799619461590400E+01,  +9.6823299767481430E-01,
  +7.6967500000000000E+03,  +1.5118875508819734E+01,  +9.8911963198571118E-01,
  +7.6970000000000000E+03,  +1.6841534070721337E+01,  +1.1018208313435043E+00,
  +7.6972500000000000E+03,  +1.7415511310713125E+01,  +1.1393720471106861E+00,
  +7.6975000000000000E+03,  +1.7500647591311647E+01,  +1.1449419035781938E+00,
  +7.6977500000000000E+03,  +1.7647717464777521E+01,  +1.1545636310032188E+00,
  +7.6980000000000000E+03,  +1.8028430865628238E+01,  +1.1794709793520965E+00,
  +7.6982500000000000E+03,  +1.8621154802367730E+01,  +1.2182486570857931E+00,
  +7.6985000000000000E+03,  +1.8656250812297035E+01,  +1.2205447373997813E+00,
  +7.6987500000000000E+03,  +1.8684719028678252E+01,  +1.2224072086989102E+00,
  +7.6990000000000000E+03,  +1.4427002961975411E+01,  +9.4385537152424670E-01,
  +7.6992500000000000E+03,  +1.0177205252524830E+01,  +6.6582157569509970E-01,
  +7.6995000000000000E+03,  +1.0206630171156890E+01,  +6.6774663716356497E-01,
  +7.6997500000000000E+03,  +1.0225199986033971E+01,  +6.6896152701741329E-01,
  +7.7000000000000000E+03,  +1.0385769840153507E+01,  +6.7946646139047984E-01,
  +7.7002500000000000E+03,  +8.0095049702222560E+00,  +5.2400448723269022E-01,
  +7.7005000000000000E+03,  +5.4828636055985989E+00,  +3.5870445712935844E-01,
  +7.7007500000000000E+03,  +5.4951654414337936E+00,  +3.5950927805185084E-01,
  +7.7010000000000000E+03,  +5.5137769526494136E+00,  +3.6072689579819400E-01,
  +7.7012500000000000E+03,  +5.5268937008029777E+00,  +3.6158503059128322E-01,
  +7.7015000000000000E+03,  +5.5225865969502355E+00,  +3.6130324766534649E-01,
  +7.7017500000000000E+03,  +5.5310958670352584E+00,  +3.6185994820104805E-01,
  +7.7020000000000000E+03,  +5.5691205220636668E+00,  +3.6434762876737997E-01,
  +7.7022500000000000E+03,  +5.6249115736398974E+00,  +3.6799763728626650E-01,
  +7.7025000000000000E+03,  +5.6866742922687816E+00,  +3.7203832916741875E-01,
  +7.7027500000000000E+03,  +5.7272512649794187E+00,  +3.7469298958123232E-01,
  +7.7030000000000000E+03,  +5.7949100872655848E+00,  +3.7911942125343173E-01,
  +7.7032500000000000E+03,  +5.8477859601222963E+00,  +3.8257871052864562E-01,
  +7.7035000000000000E+03,  +5.8392171001895576E+00,  +3.8201811145642867E-01,
  +7.7037500000000000E+03,  +5.8428931632327430E+00,  +3.8225860990635047E-01,
  +7.7040000000000000E+03,  +6.0386399993529416E+00,  +3.9506492201551691E-01,
  +7.7042500000000000E+03,  +6.2406287684650987E+00,  +4.0827959904972583E-01,
  +7.7045000000000000E+03,  +6.2611188469036723E+00,  +4.0962011798135517E-01,
  +7.7047500000000000E+03,  +6.2751382406459193E+00,  +4.1053730640392699E-01,
  +7.7050000000000000E+03,  +6.5094295752376379E+00,  +4.2586530870896699E-01,
  +7.7052500000000000E+03,  +6.7530391720664440E+00,  +4.4180293810626775E-01,
  +7.7055000000000000E+03,  +6.7951070192671335E+00,  +4.4455513574935990E-01,
  +7.7057500000000000E+03,  +6.8460028903348071E+00,  +4.4788488770284890E-01,
  +7.7060000000000000E+03,  +7.1477638974613811E+00,  +4.6762694696794138E-01,
  +7.7062500000000000E+03,  +7.4543295051561707E+00,  +4.8768333680233444E-01,
  +7.7065000000000000E+03,  +7.4911506727768185E+00,  +4.9009228181580272E-01,
  +7.7067500000000000E+03,  +7.5216766642672859E+00,  +4.9208937858741358E-01,
  +7.7070000000000000E+03,  +7.8832992729194196E+00,  +5.1574775327136746E-01,
  +7.7072500000000000E+03,  +8.2605706425243284E+00,  +5.4042991419296926E-01,
  +7.7075000000000000E+03,  +8.3420077880791332E+00,  +5.4575776277497157E-01,
  +7.7077500000000000E+03,  +8.3932566866546381E+00,  +5.4911061078731915E-01,
  +7.7080000000000000E+03,  +8.7208744727592116E+00,  +5.7054429372456472E-01,
  +7.7082500000000000E+03,  +2.0180639441821700E+01,  +1.3202745565492975E+00,
  +7.7085000000000000E+03,  +3.0247223619788841E+01,  +1.9788589884176266E+00,
  +7.7087500000000000E+03,  +2.9167421771139537E+01,  +1.9082152949411884E+00,
  +7.7090000000000000E+03,  +2.9035360430953858E+01,  +1.8995754682472126E+00,
  +7.7092500000000000E+03,  +2.8905895757201112E+01,  +1.8911055228215250E+00,
  +7.7095000000000000E+03,  +2.8913711684628787E+01,  +1.8916168629179746E+00,
  +7.7097500000000000E+03,  +2.8964436534892293E+01,  +1.8949354262063556E+00,
  +7.7100000000000000E+03,  +2.8760693929247097E+01,  +1.8816060082216630E+00,
  +7.7102500000000000E+03,  +2.7388505023475954E+01,  +1.7918335258237852E+00,
  +7.7105000000000000E+03,  +2.6308122786705820E+01,  +1.7211518617136083E+00,
  +7.7107500000000000E+03,  +2.6371169984754925E+01,  +1.7252765878743390E+00,
  +7.7110000000000000E+03,  +2.6177984763087025E+01,  +1.7126378638336681E+00,
  +7.7112500000000000E+03,  +2.5287281826770514E+01,  +1.6543655564742992E+00,
  +7.7115000000000000E+03,  +2.3965699893437193E+01,  +1.5679039254637752E+00,
  +7.7117500000000000E+03,  +2.3077456007596613E+01,  +1.5097924961472453E+00,
  +7.7120000000000000E+03,  +2.2323391944487192E+01,  +1.4604594906494928E+00,
  +7.7122500000000000E+03,  +2.1303910651017404E+01,  +1.3937621386390935E+00,
  +7.7125000000000000E+03,  +2.0187265340297145E+01,  +1.3207080415831403E+00,
  +7.7127500000000000E+03,  +1.8961923658189292E+01,  +1.2405427202299593E+00,
  +7.7130000000000000E+03,  +2.0270080696344596E+01,  +1.3261260565967989E+00,
  +7.7132500000000000E+03,  +2.1992365490862344E+01,  +1.4388028030343367E+00,
  +7.7135000000000000E+03,  +2.1688286431742906E+01,  +1.4189090902462842E+00,
  +7.7137500000000000E+03,  +2.1462515249884987E+01,  +1.4041385004506337E+00,
  +7.7140000000000000E+03,  +2.1136385727921922E+01,  +1.3828021839662759E+00,
  +7.7142500000000000E+03,  +2.0925432932097522E+01,  +1.3690010549305573E+00,
  +7.7145000000000000E+03,  +2.0802198609894550E+01,  +1.3609387167391815E+00,
  +7.7147500000000000E+03,  +2.0586143805854803E+01,  +1.3468037998840310E+00,
  +7.7150000000000000E+03,  +2.0267650671909362E+01,  +1.3259670775197046E+00,
  +7.7152500000000000E+03,  +1.9994585786212461E+01,  +1.3081023997471297E+00,
  +7.7155000000000000E+03,  +2.0127434541570526E+01,  +1.3167937413705775E+00,
  +7.7157500000000000E+03,  +2.1075357297521631E+01,  +1.3788095312995490E+00,
  +7.7160000000000000E+03,  +2.1126899421596178E+01,  +1.3821815629540617E+00,
  +7.7162500000000000E+03,  +2.0394462689376365E+01,  +1.3342634786624454E+00,
  +7.7165000000000000E+03,  +2.0022184022411352E+01,  +1.3099079544801240E+00,
  +7.7167500000000000E+03,  +1.9344849701855182E+01,  +1.2655948259350163E+00,
  +7.7170000000000000E+03,  +1.8842766444334664E+01,  +1.2327471180075866E+00,
  +7.7172500000000000E+03,  +1.8856758436834507E+01,  +1.2336625137633170E+00,
  +7.7175000000000000E+03,  +1.9277934933723877E+01,  +1.2612170723917826E+00,
  +7.7177500000000000E+03,  +1.9197030617138864E+01,  +1.2559240829892346E+00,
  +7.7180000000000000E+03,  +1.9136500201184720E+01,  +1.2519640118372777E+00,
  +7.7182500000000000E+03,  +1.7260818398830608E+01,  +1.1292515989343139E+00,
  +7.7185000000000000E+03,  +1.4769307448375738E+01,  +9.6624989996770361E-01,
  +7.7187500000000000E+03,  +1.4493510236568948E+01,  +9.4820646568676925E-01,
  +7.7190000000000000E+03,  +1.4409844405664106E+01,  +9.4273281020054611E-01,
  +7.7192500000000000E+03,  +1.2477592267017545E+01,  +8.1631940576668083E-01,
  +7.7195000000000000E+03,  +1.0942218129322960E+01,  +7.1587088357659356E-01,
  +7.7197500000000000E+03,  +1.2689996326129314E+01,  +8.3021548055467320E-01,
  +7.7200000000000000E+03,  +1.2204691190496852E+01,  +7.9846544485409943E-01,
  +7.7202500000000000E+03,  +1.2486737208122063E+01,  +8.1691769369983802E-01,
  +7.7205000000000000E+03,  +1.5207251745442015E+01,  +9.9490145554746467E-01,
  +7.7207500000000000E+03,  +1.6986566685168103E+01,  +1.1113092755167382E+00,
  +7.7210000000000000E+03,  +1.9048799166538537E+01,  +1.2462263619000589E+00,
  +7.7212500000000000E+03,  +1.9961229473758497E+01,  +1.3059201353664476E+00,
  +7.7215000000000000E+03,  +2.0258727992547545E+01,  +1.3253833305788996E+00,
  +7.7217500000000000E+03,  +2.0428395809830914E+01,  +1.3364834794552656E+00,
  +7.7220000000000000E+03,  +2.1582481612344150E+01,  +1.4119870394651290E+00,
  +7.7222500000000000E+03,  +2.2518295246586273E+01,  +1.4732106163752507E+00,
  +7.7225000000000000E+03,  +2.2516137148115050E+01,  +1.4730694274644485E+00,
  +7.7227500000000000E+03,  +2.2742577499672727E+01,  +1.4878837962360405E+00,
  +7.7230000000000000E+03,  +1.8509607592837085E+01,  +1.2109509228875308E+00,
  +7.7232500000000000E+03,  +1.4261682698134596E+01,  +9.3303965190048122E-01,
  +7.7235000000000000E+03,  +1.4398015519772937E+01,  +9.4195893100214612E-01,
  +7.7237500000000000E+03,  +1.4509261378828437E+01,  +9.4923694999930774E-01,
  +7.7240000000000000E+03,  +1.4763872684362159E+01,  +9.6589434232203719E-01,
  +7.7242500000000000E+03,  +1.2468201631067416E+01,  +8.1570504378124842E-01,
  +7.7245000000000000E+03,  +1.0009269380412169E+01,  +6.5483473557432648E-01,
  +7.7247500000000000E+03,  +1.0095288299102840E+01,  +6.6046233672425936E-01,
  +7.7250000000000000E+03,  +1.0367331888334769E+01,  +6.7826019839116614E-01,
  +7.7252500000000000E+03,  +1.0616544106699903E+01,  +6.9456436714841696E-01,
  +7.7255000000000000E+03,  +1.0629640995536057E+01,  +6.9542120268874652E-01,
  +7.7257500000000000E+03,  +1.0619315763510965E+01,  +6.9474569678257847E-01,
  +7.7260000000000000E+03,  +1.0770393504120188E+01,  +7.0462963022097824E-01,
  +7.7262500000000000E+03,  +1.0924674982894206E+01,  +7.1472316127877067E-01,
  +7.7265000000000000E+03,  +1.0929576773109215E+01,  +7.1504385026987405E-01,
  +7.7267500000000000E+03,  +1.0973014781578557E+01,  +7.1788568774160422E-01,
  +7.7270000000000000E+03,  +1.1376085343313440E+01,  +7.4425570484075321E-01,
  +7.7272500000000000E+03,  +1.1798567194237332E+01,  +7.7189566342515359E-01,
  +7.7275000000000000E+03,  +1.1904532013541720E+01,  +7.7882818185303837E-01,
  +7.7277500000000000E+03,  +1.1984122587077016E+01,  +7.8403522246653090E-01,
  +7.7280000000000000E+03,  +1.2321226966531293E+01,  +8.0608954519391063E-01,
  +7.7282500000000000E+03,  +1.2635766000026827E+01,  +8.2666757911414168E-01,
  +7.7285000000000000E+03,  +1.2652236585336381E+01,  +8.2774513142750461E-01,
  +7.7287500000000000E+03,  +1.2700661187127732E+01,  +8.3091320594964579E-01,
  +7.7290000000000000E+03,  +1.3079320611915861E+01,  +8.5568617737042807E-01,
  +7.7292500000000000E+03,  +1.3486689373443514E+01,  +8.8233739486670615E-01,
  +7.7295000000000000E+03,  +1.3623161136693518E+01,  +8.9126576392190071E-01,
  +7.7297500000000000E+03,  +1.3707409581923216E+01,  +8.9677753568643137E-01,
  +7.7300000000000000E+03,  +1.3940019308611188E+01,  +9.1199552244237003E-01,
  +7.7302500000000000E+03,  +1.4110321790989936E+01,  +9.2313719290578866E-01,
  +7.7305000000000000E+03,  +1.4009227109181815E+01,  +9.1652329265854948E-01,
  +7.7307500000000000E+03,  +1.3909201639383660E+01,  +9.0997934328756402E-01,
  +7.7310000000000000E+03,  +1.4075527459362405E+01,  +9.2086084924024714E-01,
  +7.7312500000000000E+03,  +1.4235669891202171E+01,  +9.3133782043788960E-01,
  +7.7315000000000000E+03,  +1.4121995187807940E+01,  +9.2390089956888743E-01,
  +7.7317500000000000E+03,  +1.4012976621197218E+01,  +9.1676859634814190E-01,
  +7.7320000000000000E+03,  +1.4245358593722870E+01,  +9.3197168278208986E-01,
  +7.7322500000000000E+03,  +5.9842755425292914E+01,  +3.9150824536353026E+00,
  +7.7325000000000000E+03,  +1.0644783086917631E+02,  +6.9641184116884371E+00,
  +7.7327500000000000E+03,  +1.0769380196878767E+02,  +7.0456333679292946E+00,
  +7.7330000000000000E+03,  +1.0476779044772056E+02,  +6.8542054117155207E+00,
  +7.7332500000000000E+03,  +1.0459342697030871E+02,  +6.8427980594617930E+00,
  +7.7335000000000000E+03,  +1.0766560276782735E+02,  +7.0437884963804889E+00,
  +7.7337500000000000E+03,  +1.0804291741368715E+02,  +7.0684734885571858E+00,
  +7.7340000000000000E+03,  +1.0388777962390441E+02,  +6.7966326126215204E+00,
  +7.7342500000000000E+03,  +1.1186780486204725E+02,  +7.3187084523348620E+00,
  +7.7345000000000000E+03,  +1.2391757661744376E+02,  +8.1070386292224725E+00,
  +7.7347500000000000E+03,  +1.2352274964123720E+02,  +8.0812079308232665E+00,
  +7.7350000000000000E+03,  +1.1988492924502376E+02,  +7.8432114231178023E+00,
  +7.7352500000000000E+03,  +1.1621332017317518E+02,  +7.6030043646084779E+00,
  +7.7355000000000000E+03,  +1.1594558529907880E+02,  +7.5854883912821895E+00,
  +7.7357500000000000E+03,  +1.1647423680136198E+02,  +7.6200742689873140E+00,
  +7.7360000000000000E+03,  +1.1306354775184539E+02,  +7.3969373369114111E+00,
  +7.7362500000000000E+03,  +1.1091383548258932E+02,  +7.2562970751802176E+00,
  +7.7365000000000000E+03,  +1.0985932421513829E+02,  +7.1873079631144767E+00,
  +7.7367500000000000E+03,  +1.0700514231250752E+02,  +7.0005793038630975E+00,
  +7.7370000000000000E+03,  +1.0695219513253160E+02,  +6.9971153494743001E+00,
  +7.7372500000000000E+03,  +1.0428150418520389E+02,  +6.8223911879169581E+00,
  +7.7375000000000000E+03,  +1.0101412017557533E+02,  +6.6086296771965030E+00,
  +7.7377500000000000E+03,  +1.0007894937589717E+02,  +6.5474481563431928E+00,
  +7.7380000000000000E+03,  +9.6708455813741324E+01,  +6.3269409268296632E+00,
  +7.7382500000000000E+03,  +9.1593123185227711E+01,  +5.9922813865716416E+00,
  +7.7385000000000000E+03,  +8.8645148124891790E+01,  +5.7994165134478761E+00,
  +7.7387500000000000E+03,  +8.7307812034314182E+01,  +5.7119242008759734E+00,
  +7.7390000000000000E+03,  +8.3913489344231067E+01,  +5.4898580023615935E+00,
  +7.7392500000000000E+03,  +8.0334024775202067E+01,  +5.2556792980552807E+00,
  +7.7395000000000000E+03,  +8.0675158502084926E+01,  +5.2779972320970980E+00,
  +7.7397500000000000E+03,  +8.0190611798276478E+01,  +5.2462968151533040E+00,
  +7.7400000000000000E+03,  +7.6308539587141752E+01,  +4.9923206623250378E+00,
  +7.7402500000000000E+03,  +7.1936927735968368E+01,  +4.7063174405315564E+00,
  +7.7405000000000000E+03,  +7.0381682053713888E+01,  +4.6045688656470345E+00,
  +7.7407500000000000E+03,  +7.2159014635833671E+01,  +4.7208469941703486E+00,
  +7.7410000000000000E+03,  +6.9602337888855757E+01,  +4.5535819643338389E+00,
  +7.7412500000000000E+03,  +6.5031256702962622E+01,  +4.2545288940357295E+00,
  +7.7415000000000000E+03,  +6.4164447875143665E+01,  +4.1978198068900561E+00,
  +7.7417500000000000E+03,  +6.3532919978938367E+01,  +4.1565034642877974E+00,
  +7.7420000000000000E+03,  +6.1733066150060353E+01,  +4.0387519320518610E+00,
  +7.7422500000000000E+03,  +6.0525302813186187E+01,  +3.9597366358019568E+00,
  +7.7425000000000000E+03,  +6.0960532073565538E+01,  +3.9882105659963489E+00,
  +7.7427500000000000E+03,  +6.1751063928484314E+01,  +4.0399293976617123E+00,
  +7.7430000000000000E+03,  +6.1255305085111715E+01,  +4.0074954508100236E+00,
  +7.7432500000000000E+03,  +6.0192682363964167E+01,  +3.9379756644827948E+00,
  +7.7435000000000000E+03,  +5.9279595224294255E+01,  +3.8782389191782696E+00,
  +7.7437500000000000E+03,  +5.8521650201898723E+01,  +3.8286520103383941E+00,
  +7.7440000000000000E+03,  +5.9310883746626430E+01,  +3.8802859028760004E+00,
  +7.7442500000000000E+03,  +6.3821292577789549E+01,  +4.1753696159856561E+00,
  +7.7445000000000000E+03,  +6.8428873492269076E+01,  +4.4768106018457319E+00,
  +7.7447500000000000E+03,  +7.0999378735060560E+01,  +4.6449803310219560E+00,
  +7.7450000000000000E+03,  +7.6127485666447228E+01,  +4.9804756023334749E+00,
  +7.7452500000000000E+03,  +7.7347958695139823E+01,  +5.0603224025987910E+00,
  +7.7455000000000000E+03,  +8.0737262878977987E+01,  +5.2820602762290063E+00,
  +7.7457500000000000E+03,  +8.1210717574026432E+01,  +5.3130350225621603E+00,
  +7.7460000000000000E+03,  +7.7391956643039819E+01,  +5.0632008728930646E+00,
  +7.7462500000000000E+03,  +7.9371968562776232E+01,  +5.1927388573969067E+00,
  +7.7465000000000000E+03,  +8.0177570114447491E+01,  +5.2454435912808091E+00,
  +7.7467500000000000E+03,  +8.0685363547002964E+01,  +5.2786648750225149E+00,
  +7.7470000000000000E+03,  +4.6432424999214994E+01,  +3.0377406772504743E+00,
  +7.7472500000000000E+03,  +1.1679572098561021E+01,  +7.6411066743290557E-01,
  +7.7475000000000000E+03,  +1.1599644259872523E+01,  +7.5888156197841194E-01,
  +7.7477500000000000E+03,  +1.1699265981386649E+01,  +7.6539909699378739E-01,
  +7.7480000000000000E+03,  +1.2170677771488087E+01,  +7.9624019070256546E-01,
  +7.7482500000000000E+03,  +1.0065968292874647E+01,  +6.5854413892222496E-01,
  +7.7485000000000000E+03,  +7.5375091726270025E+00,  +4.9312518610054762E-01,
  +7.7487500000000000E+03,  +7.5495578233613010E+00,  +4.9391344293706180E-01,
  +7.7490000000000000E+03,  +7.7371540987320095E+00,  +5.0618652229063676E-01,
  +7.7492500000000000E+03,  +7.9283195638052497E+00,  +5.1869310813766722E-01,
  +7.7495000000000000E+03,  +7.9523792781823044E+00,  +5.2026716275677110E-01,
  +7.7497500000000000E+03,  +7.9846113189168531E+00,  +5.2237587409915276E-01,
  +7.7500000000000000E+03,  +7.1596933509163243E+00,  +4.6840740558103472E-01,
  +7.7502500000000000E+03,  +6.3298448461067522E+00,  +4.1411636738826013E-01,
  +7.7505000000000000E+03,  +6.3416873794865154E+00,  +4.1489113944399514E-01,
  +7.7507500000000000E+03,  +6.3763239131346836E+00,  +4.1715715951905635E-01,
  +7.7510000000000000E+03,  +6.6512153525838276E+00,  +4.3514133560843177E-01,
  +7.7512500000000000E+03,  +6.9578553142493913E+00,  +4.5520258989006274E-01,
  +7.7515000000000000E+03,  +7.0848983468504798E+00,  +4.6351410469679766E-01,
  +7.7517500000000000E+03,  +7.1926410340796458E+00,  +4.7056293627683782E-01,
  +7.7520000000000000E+03,  +7.5618845882667198E+00,  +4.9471989478989364E-01,
  +7.7522500000000000E+03,  +7.8874444477481802E+00,  +5.1601894234219148E-01,
  +7.7525000000000000E+03,  +7.8662328695569048E+00,  +5.1463122085442925E-01,
  +7.7527500000000000E+03,  +7.7960663329187163E+00,  +5.1004072741086659E-01,
  +7.7530000000000000E+03,  +8.0439584744129800E+00,  +5.2625853300255365E-01,
  +7.7532500000000000E+03,  +8.2826521210208170E+00,  +5.4187454702107918E-01,
  +7.7535000000000000E+03,  +8.1911007781367964E+00,  +5.3588499902007769E-01,
  +7.7537500000000000E+03,  +8.1236678724631393E+00,  +5.3147334745215891E-01,
  +7.7540000000000000E+03,  +8.4004972616000497E+00,  +5.4958430969575933E-01,
  +7.7542500000000000E+03,  +8.6713350279985981E+00,  +5.6730328301964761E-01,
  +7.7545000000000000E+03,  +8.5969132897841600E+00,  +5.6243440224399333E-01,
  +7.7547500000000000E+03,  +8.5279499367039087E+00,  +5.5792262447457885E-01,
  +7.7550000000000000E+03,  +8.7770740926717394E+00,  +5.7422103194052454E-01,
  +7.7552500000000000E+03,  +9.0246333760123907E+00,  +5.9041706100959823E-01,
  +7.7555000000000000E+03,  +8.9543596020105767E+00,  +5.8581955179415612E-01,
  +7.7557500000000000E+03,  +8.8855874556713363E+00,  +5.8132028331097729E-01,
  +7.7560000000000000E+03,  +9.0975227028707408E+00,  +5.9518568709662167E-01,
  +7.7562500000000000E+03,  +4.9313739639229865E+01,  +3.2262444369847216E+00,
  +7.7565000000000000E+03,  +8.9608434494780553E+01,  +5.8624374344896157E+00,
  +7.7567500000000000E+03,  +8.9921923555715438E+01,  +5.8829467762328278E+00,
  +7.7570000000000000E+03,  +8.7992947245420197E+01,  +5.7567476857624191E+00,
  +7.7572500000000000E+03,  +8.8054208336983862E+01,  +5.7607555597810354E+00,
  +7.7575000000000000E+03,  +9.0415307509454721E+01,  +5.9152253510822312E+00,
  +7.7577500000000000E+03,  +9.0964715778142619E+01,  +5.9511691952006291E+00,
  +7.7580000000000000E+03,  +8.8287290194258730E+01,  +5.7760044346564037E+00,
  +7.7582500000000000E+03,  +9.7362474788122285E+01,  +6.3697286994304756E+00,
  +7.7585000000000000E+03,  +1.0922128028739280E+02,  +7.1455653232842744E+00,
  +7.7587500000000000E+03,  +1.0905681758916728E+02,  +7.1348057080305267E+00,
  +7.7590000000000000E+03,  +1.0648608311851933E+02,  +6.9666209821190703E+00,
  +7.7592500000000000E+03,  +1.0317970199623252E+02,  +6.7503081699014542E+00,
  +7.7595000000000000E+03,  +1.0069408072526338E+02,  +6.5876917904384031E+00,
  +7.7597500000000000E+03,  +9.7568172749601388E+01,  +6.3831860423287443E+00,
  +7.7600000000000000E+03,  +9.2118733079621620E+01,  +6.0266682736789310E+00,
  +7.7602500000000000E+03,  +8.7566005037366963E+01,  +5.7288159179889213E+00,
  +7.7605000000000000E+03,  +8.6711003738058793E+01,  +5.6728793127813670E+00,
  +7.7607500000000000E+03,  +8.6825890270492948E+01,  +5.6803955149364214E+00,
  +7.7610000000000000E+03,  +8.5948254541113499E+01,  +5.6229781012435245E+00,
  +7.7612500000000000E+03,  +8.2632088713855183E+01,  +5.4060251459296280E+00,
  +7.7615000000000000E+03,  +7.9724103319448886E+01,  +5.2157765099476041E+00,
  +7.7617500000000000E+03,  +7.8155380671718660E+01,  +5.1131462338331266E+00,
  +7.7620000000000000E+03,  +7.5497525894094608E+01,  +4.9392618508324633E+00,
  +7.7622500000000000E+03,  +7.2935381016752274E+01,  +4.7716390804291660E+00,
  +7.7625000000000000E+03,  +7.1954115301717636E+01,  +4.7074418997348042E+00,
  +7.7627500000000000E+03,  +7.1471218935128945E+01,  +4.6758494525234493E+00,
  +7.7630000000000000E+03,  +7.0040289382683667E+01,  +4.5822339907461167E+00,
  +7.7632500000000000E+03,  +7.1178055334108109E+01,  +4.6566698599020153E+00,
  +7.7635000000000000E+03,  +7.1350500160729595E+01,  +4.6679516885900139E+00,
  +7.7637500000000000E+03,  +6.9315219701226539E+01,  +4.5347978797689157E+00,
  +7.7640000000000000E+03,  +7.0307219103971264E+01,  +4.5996972886965510E+00,
  +7.7642500000000000E+03,  +6.9932480915725137E+01,  +4.5751808556699824E+00,
  +7.7645000000000000E+03,  +6.9759188033361610E+01,  +4.5638435447747936E+00,
  +7.7647500000000000E+03,  +7.0119010602158511E+01,  +4.5873841557561406E+00,
  +7.7650000000000000E+03,  +6.9981753941238338E+01,  +4.5784044364735950E+00,
  +7.7652500000000000E+03,  +7.1253520771839788E+01,  +4.6616070224544321E+00,
  +7.7655000000000000E+03,  +7.2217545072598341E+01,  +4.7246762210224951E+00,
  +7.7657500000000000E+03,  +7.2525319752436133E+01,  +4.7448117117789401E+00,
  +7.7660000000000000E+03,  +7.5419228234255741E+01,  +4.9341393962927729E+00,
  +7.7662500000000000E+03,  +7.5281757436693169E+01,  +4.9251456675849372E+00,
  +7.7665000000000000E+03,  +7.1752896707465737E+01,  +4.6942776097200465E+00,
  +7.7667500000000000E+03,  +7.1516241866894575E+01,  +4.6787949801635804E+00,
  +7.7670000000000000E+03,  +7.2636149594363047E+01,  +4.7520625137579522E+00,
  +7.7672500000000000E+03,  +7.4808637816405394E+01,  +4.8941928427911048E+00,
  +7.7675000000000000E+03,  +7.6606066055366057E+01,  +5.0117856860686585E+00,
  +7.7677500000000000E+03,  +7.8368428006497794E+01,  +5.1270843935361645E+00,
  +7.7680000000000000E+03,  +7.8549567003707025E+01,  +5.1389350194741414E+00,
  +7.7682500000000000E+03,  +7.8472162480268480E+01,  +5.1338709964459142E+00,
  +7.7685000000000000E+03,  +8.3886748326777081E+01,  +5.4881085293053742E+00,
  +7.7687500000000000E+03,  +8.5218778066003850E+01,  +5.5752536853514973E+00,
  +7.7690000000000000E+03,  +8.4117153325009781E+01,  +5.5031822764849618E+00,
