  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\9_k
 altes_Nahwaermenetz\V1_2_5\III_kaltes_Nahwaermenetz.dck                       
                                                                               
                                                                   
 Initiated at time: 2025-01-11 AT  10:15:26
 TIME                                   ,Q_th_SW_WP                              ,Q_el_SW_WP                              ,
  +2.5410000000000000E+03,  +3.2595413228208256E+00,  +2.1324841994961588E-01,
  +2.5412500000000000E+03,  +3.6077668317517597E+00,  +2.3603031844734954E-01,
  +2.5415000000000000E+03,  +3.6781581760754190E+00,  +2.4063551944604689E-01,
  +2.5417500000000000E+03,  +3.7376016870398479E+00,  +2.4452448219693235E-01,
  +2.5420000000000000E+03,  +3.1114290666170774E+00,  +2.0355849689526159E-01,
  +2.5422500000000000E+03,  +2.4768639321635169E+00,  +1.6204344956945238E-01,
  +2.5425000000000000E+03,  +2.5018220860679437E+00,  +1.6367628264560199E-01,
  +2.5427500000000000E+03,  +2.5627119613045828E+00,  +1.6765987064132207E-01,
  +2.5430000000000000E+03,  +2.8598307121809459E+00,  +1.8709822036193730E-01,
  +2.5432500000000000E+03,  +3.1927355667042336E+00,  +2.0887779828095918E-01,
  +2.5435000000000000E+03,  +3.3612540396134936E+00,  +2.1990275379498297E-01,
  +2.5437500000000000E+03,  +3.5103830948844852E+00,  +2.2965919872251550E-01,
  +2.5440000000000000E+03,  +3.7710046549738880E+00,  +2.4670979891118627E-01,
  +2.5442500000000000E+03,  +4.0119435169154078E+00,  +2.6247270127225325E-01,
  +2.5445000000000000E+03,  +4.1023445449586182E+00,  +2.6838699242023367E-01,
  +2.5447500000000000E+03,  +4.1995289963180822E+00,  +2.7474507432303985E-01,
  +2.5450000000000000E+03,  +4.4494531385724443E+00,  +2.9109581915632921E-01,
  +2.5452500000000000E+03,  +4.7059916741404502E+00,  +3.0787929632320932E-01,
  +2.5455000000000000E+03,  +4.8232094135116306E+00,  +3.1554801263490745E-01,
  +2.5457500000000000E+03,  +4.9176858304237907E+00,  +3.2172892725868157E-01,
  +2.5460000000000000E+03,  +5.0968824207724372E+00,  +3.3345247544157047E-01,
  +2.5462500000000000E+03,  +5.2531107879825374E+00,  +3.4367337745180510E-01,
  +2.5465000000000000E+03,  +5.2789267264249355E+00,  +3.4536232922051402E-01,
  +2.5467500000000000E+03,  +5.3080166371766282E+00,  +3.4726547352515663E-01,
  +2.5470000000000000E+03,  +5.4648721253664210E+00,  +3.5752740356504087E-01,
  +2.5472500000000000E+03,  +5.6247774586206560E+00,  +3.6798886310207551E-01,
  +2.5475000000000000E+03,  +5.6633473872394529E+00,  +3.7051221701016768E-01,
  +2.5477500000000000E+03,  +5.7155422493825228E+00,  +3.7392695263679421E-01,
  +2.5480000000000000E+03,  +5.9082757958457162E+00,  +3.8653612680704025E-01,
  +2.5482500000000000E+03,  +2.3950976274720354E+01,  +1.5669406646499533E+00,
  +2.5485000000000000E+03,  +4.2793773187516948E+01,  +2.7996897759905646E+00,
  +2.5487500000000000E+03,  +4.3837238730200070E+01,  +2.8679562454754421E+00,
  +2.5490000000000000E+03,  +4.3305063518836214E+01,  +2.8331398367478839E+00,
  +2.5492500000000000E+03,  +4.4535703232218829E+01,  +2.9136517703039160E+00,
  +2.5495000000000000E+03,  +4.6544947855213977E+01,  +3.0451022410024060E+00,
  +2.5497500000000000E+03,  +4.6665583518855691E+01,  +3.0529945675948196E+00,
  +2.5500000000000000E+03,  +4.5367914927282570E+01,  +2.9680974150924753E+00,
  +2.5502500000000000E+03,  +5.5398749203836815E+01,  +3.6243429872150239E+00,
  +2.5505000000000000E+03,  +6.6814950206627216E+01,  +4.3712231720520291E+00,
  +2.5507500000000000E+03,  +6.6567045068247268E+01,  +4.3550045161672903E+00,
  +2.5510000000000000E+03,  +6.4183234922141381E+01,  +4.1990489086841434E+00,
  +2.5512500000000000E+03,  +6.0693046979159902E+01,  +3.9707109339644675E+00,
  +2.5515000000000000E+03,  +5.7928812175733682E+01,  +3.7898668685515311E+00,
  +2.5517500000000000E+03,  +5.6546827738763461E+01,  +3.6994535347749191E+00,
  +2.5520000000000000E+03,  +5.6796347077661338E+01,  +3.7157777962267717E+00,
  +2.5522500000000000E+03,  +5.2749867216123732E+01,  +3.4510456295291361E+00,
  +2.5525000000000000E+03,  +4.7043448215113337E+01,  +3.0777155456255416E+00,
  +2.5527500000000000E+03,  +4.4800483470614836E+01,  +2.9309744429991547E+00,
  +2.5530000000000000E+03,  +4.2898250689674427E+01,  +2.8065249899206290E+00,
  +2.5532500000000000E+03,  +4.0904016108764253E+01,  +2.6760565186634677E+00,
  +2.5535000000000000E+03,  +3.9211449483780243E+01,  +2.5653240189984725E+00,
  +2.5537500000000000E+03,  +3.7594670837239967E+01,  +2.4595497834122764E+00,
  +2.5540000000000000E+03,  +3.4774912570023048E+01,  +2.2750732158308291E+00,
  +2.5542500000000000E+03,  +3.1549822202185688E+01,  +2.0640786748747222E+00,
  +2.5545000000000000E+03,  +2.9248065643780720E+01,  +1.9134912453637061E+00,
  +2.5547500000000000E+03,  +2.7888645232704590E+01,  +1.8245541140318762E+00,
  +2.5550000000000000E+03,  +2.6694409497061152E+01,  +1.7464238317463494E+00,
  +2.5552500000000000E+03,  +2.5012300435566722E+01,  +1.6363754954865131E+00,
  +2.5555000000000000E+03,  +2.3759198025911473E+01,  +1.5543939887563629E+00,
  +2.5557500000000000E+03,  +2.3078560528568904E+01,  +1.5098647570357615E+00,
  +2.5560000000000000E+03,  +2.2417421387465861E+01,  +1.4666111629733125E+00,
  +2.5562500000000000E+03,  +2.1771562539474061E+01,  +1.4243572489393161E+00,
  +2.5565000000000000E+03,  +2.2278801227566117E+01,  +1.4575422397279396E+00,
  +2.5567500000000000E+03,  +2.2223715011700648E+01,  +1.4539383435563922E+00,
  +2.5570000000000000E+03,  +2.0428419376578308E+01,  +1.3364850212585893E+00,
  +2.5572500000000000E+03,  +2.0088819904484659E+01,  +1.3142674625080155E+00,
  +2.5575000000000000E+03,  +2.0653982344496189E+01,  +1.3512419891089025E+00,
  +2.5577500000000000E+03,  +2.0518189281360762E+01,  +1.3423580225363638E+00,
  +2.5580000000000000E+03,  +2.0133785227243916E+01,  +1.3172092212038795E+00,
  +2.5582500000000000E+03,  +2.0268311368118113E+01,  +1.3260103021358787E+00,
  +2.5585000000000000E+03,  +2.1090105116840334E+01,  +1.3797743753852483E+00,
  +2.5587500000000000E+03,  +2.2848270876728321E+01,  +1.4947985561436519E+00,
  +2.5590000000000000E+03,  +2.3289412343375911E+01,  +1.5236592796074808E+00,
  +2.5592500000000000E+03,  +2.3497869648951056E+01,  +1.5372971466072414E+00,
  +2.5595000000000000E+03,  +2.4817021087814776E+01,  +1.6235997677896923E+00,
  +2.5597500000000000E+03,  +2.4849578376507058E+01,  +1.6257297577741310E+00,
  +2.5600000000000000E+03,  +2.3705696803994535E+01,  +1.5508937873754864E+00,
  +2.5602500000000000E+03,  +2.3679381291782615E+01,  +1.5491721520766586E+00,
  +2.5605000000000000E+03,  +2.5445695264951958E+01,  +1.6647294120126437E+00,
  +2.5607500000000000E+03,  +2.5316124165570479E+01,  +1.6562525039210709E+00,
  +2.5610000000000000E+03,  +2.3381639359388593E+01,  +1.5296930320571513E+00,
  +2.5612500000000000E+03,  +2.2482189702017319E+01,  +1.4708484894475005E+00,
  +2.5615000000000000E+03,  +2.2854934954236608E+01,  +1.4952345389578947E+00,
  +2.5617500000000000E+03,  +2.3344865962080025E+01,  +1.5272872123127201E+00,
  +2.5620000000000000E+03,  +2.3793208543246358E+01,  +1.5566190530721780E+00,
  +2.5622500000000000E+03,  +2.3789362999541943E+01,  +1.5563674667176586E+00,
  +2.5625000000000000E+03,  +2.3898072115605373E+01,  +1.5634795248076552E+00,
  +2.5627500000000000E+03,  +2.4687053212375272E+01,  +1.6150969014852707E+00,
  +2.5630000000000000E+03,  +1.3319581396866820E+01,  +8.7140471801537589E-01,
  +2.5632500000000000E+03,  +1.8645624478638236E+00,  +1.2198495325724239E-01,
  +2.5635000000000000E+03,  +2.4222556705330369E+00,  +1.5847082251687761E-01,
  +2.5637500000000000E+03,  +2.6927585840711759E+00,  +1.7616788881878762E-01,
  +2.5640000000000000E+03,  +3.2518967546181647E+00,  +2.1274829065872419E-01,
  +2.5642500000000000E+03,  +1.9815864741701006E+00,  +1.2964099631190121E-01,
  +2.5645000000000000E+03,  +2.9191248835903494E-01,  +1.9097741289640546E-02,
  +2.5647500000000000E+03,  +3.9017775503445984E-01,  +2.5526533189823453E-02,
  +2.5650000000000000E+03,  +7.1098537677066131E-01,  +4.6514675896919162E-02,
  +2.5652500000000000E+03,  +1.0357849428061918E+00,  +6.7763982899861894E-02,
  +2.5655000000000000E+03,  +1.1579980497553377E+00,  +7.5759510298632468E-02,
  +2.5657500000000000E+03,  +1.2920805601739715E+00,  +8.4531567670467572E-02,
  +2.5660000000000000E+03,  +1.1685652872283985E+00,  +7.6450848886238543E-02,
  +2.5662500000000000E+03,  +1.0407142685308202E+00,  +6.8086473341947881E-02,
  +2.5665000000000000E+03,  +1.1769060340913478E+00,  +7.6996524155722293E-02,
  +2.5667500000000000E+03,  +1.3017966238767591E+00,  +8.5167220060649945E-02,
  +2.5670000000000000E+03,  +1.6192939099767303E+00,  +1.0593879124003203E-01,
  +2.5672500000000000E+03,  +1.9264418215818910E+00,  +1.2603327704453834E-01,
  +2.5675000000000000E+03,  +2.0142534290719647E+00,  +1.3177816097019718E-01,
  +2.5677500000000000E+03,  +2.0712362969249050E+00,  +1.3550614148351714E-01,
  +2.5680000000000000E+03,  +2.2726509872813594E+00,  +1.4868326066051371E-01,
  +2.5682500000000000E+03,  +2.4427930034956713E+00,  +1.5981443297323189E-01,
  +2.5685000000000000E+03,  +2.4058331009463698E+00,  +1.5739641152802145E-01,
  +2.5687500000000000E+03,  +2.3751071758209958E+00,  +1.5538623453207351E-01,
  +2.5690000000000000E+03,  +2.5394954243761996E+00,  +1.6614097907764799E-01,
  +2.5692500000000000E+03,  +2.7098324626599739E+00,  +1.7728491028618901E-01,
  +2.5695000000000000E+03,  +2.6972396294000900E+00,  +1.7646105148846244E-01,
  +2.5697500000000000E+03,  +2.6939438860158225E+00,  +1.7624543462717773E-01,
  +2.5700000000000000E+03,  +2.8714355043352837E+00,  +1.8785743871374350E-01,
  +2.5702500000000000E+03,  +3.0579450912681052E+00,  +2.0005942383368058E-01,
  +2.5705000000000000E+03,  +3.0820080364774496E+00,  +2.0163368982297816E-01,
  +2.5707500000000000E+03,  +3.1154840558004953E+00,  +2.0382378576588353E-01,
  +2.5710000000000000E+03,  +3.3147072929805930E+00,  +2.1685753387285259E-01,
  +2.5712500000000000E+03,  +3.5231045512796744E+00,  +2.3049147240984041E-01,
  +2.5715000000000000E+03,  +3.5843571489611445E+00,  +2.3449879073464050E-01,
  +2.5717500000000000E+03,  +3.6398045881570305E+00,  +2.3812631915895954E-01,
  +2.5720000000000000E+03,  +3.8205877539127098E+00,  +2.4995366559601140E-01,
  +2.5722500000000000E+03,  +1.9434042254515596E+01,  +1.2714300552026869E+00,
  +2.5725000000000000E+03,  +3.5540066698323194E+01,  +2.3251317647854184E+00,
  +2.5727500000000000E+03,  +3.6246393006251438E+01,  +2.3713416312104876E+00,
  +2.5730000000000000E+03,  +3.5951356389829712E+01,  +2.3520395006196821E+00,
  +2.5732500000000000E+03,  +3.7029261079952242E+01,  +2.4225590766151130E+00,
  +2.5735000000000000E+03,  +3.8690605361527247E+01,  +2.5312489221948598E+00,
  +2.5737500000000000E+03,  +3.8886108094599578E+01,  +2.5440392643916652E+00,
  +2.5740000000000000E+03,  +3.7845801548483060E+01,  +2.4759794654041789E+00,
  +2.5742500000000000E+03,  +4.6838668142649063E+01,  +3.0643182536248430E+00,
  +2.5745000000000000E+03,  +5.6749524514464575E+01,  +3.7127145316042944E+00,
  +2.5747500000000000E+03,  +5.6405299969025563E+01,  +3.6901943874635172E+00,
  +2.5750000000000000E+03,  +5.4767978485902297E+01,  +3.5830761813585439E+00,
  +2.5752500000000000E+03,  +5.2010694034817426E+01,  +3.4026868276697724E+00,
  +2.5755000000000000E+03,  +5.0115786677045634E+01,  +3.2787166245106243E+00,
  +2.5757500000000000E+03,  +5.0351500015029337E+01,  +3.2941376583027573E+00,
  +2.5760000000000000E+03,  +4.9343071740934235E+01,  +3.2281634261070455E+00,
  +2.5762500000000000E+03,  +4.3946687568853434E+01,  +2.8751166983111656E+00,
  +2.5765000000000000E+03,  +4.0936129165768442E+01,  +2.6781574457534081E+00,
  +2.5767500000000000E+03,  +4.0184538867769028E+01,  +2.6289862809715081E+00,
  +2.5770000000000000E+03,  +3.7785992333120902E+01,  +2.4720665772364141E+00,
  +2.5772500000000000E+03,  +3.6513497609071216E+01,  +2.3888163704057845E+00,
  +2.5775000000000000E+03,  +3.5479575504590393E+01,  +2.3211742596622060E+00,
  +2.5777500000000000E+03,  +3.4232650867058894E+01,  +2.2395969202714832E+00,
  +2.5780000000000000E+03,  +3.2889878654040047E+01,  +2.1517489611817315E+00,
  +2.5782500000000000E+03,  +3.4025814538442447E+01,  +2.2260651021727740E+00,
  +2.5785000000000000E+03,  +3.6019536545288311E+01,  +2.3565000393837323E+00,
  +2.5787500000000000E+03,  +3.6746592311688623E+01,  +2.4040660856598226E+00,
  +2.5790000000000000E+03,  +3.5955986758206976E+01,  +2.3523424324258611E+00,
  +2.5792500000000000E+03,  +3.2606594038867833E+01,  +2.1332156797784361E+00,
  +2.5795000000000000E+03,  +3.0889484047507899E+01,  +2.0208774836115229E+00,
  +2.5797500000000000E+03,  +3.1337621514888660E+01,  +2.0501959052465240E+00,
  +2.5800000000000000E+03,  +3.1135490625253851E+01,  +2.0369719302854303E+00,
  +2.5802500000000000E+03,  +2.7747048989136232E+01,  +1.8152904869686604E+00,
  +2.5805000000000000E+03,  +2.5562399968822522E+01,  +1.6723645640896689E+00,
  +2.5807500000000000E+03,  +2.5184727891247800E+01,  +1.6476561877184193E+00,
  +2.5810000000000000E+03,  +2.3345634297853508E+01,  +1.5273374790139087E+00,
  +2.5812500000000000E+03,  +2.2908842355016979E+01,  +1.4987613137097657E+00,
  +2.5815000000000000E+03,  +2.3672488523936359E+01,  +1.5487212076931642E+00,
  +2.5817500000000000E+03,  +2.3697393310848323E+01,  +1.5503505493496039E+00,
  +2.5820000000000000E+03,  +2.3936519319864100E+01,  +1.5659948497407221E+00,
  +2.5822500000000000E+03,  +2.2304475676961705E+01,  +1.4592219348827007E+00,
  +2.5825000000000000E+03,  +1.9731745339652136E+01,  +1.2909066337246469E+00,
  +2.5827500000000000E+03,  +1.9801571333886848E+01,  +1.2954748479202189E+00,
  +2.5830000000000000E+03,  +2.0125416304176888E+01,  +1.3166617025673681E+00,
  +2.5832500000000000E+03,  +2.0251768002680521E+01,  +1.3249279883405247E+00,
  +2.5835000000000000E+03,  +2.0220885357192589E+01,  +1.3229075582548382E+00,
  +2.5837500000000000E+03,  +1.9554305735396067E+01,  +1.2792980325453418E+00,
  +2.5840000000000000E+03,  +1.8905109128390571E+01,  +1.2368257528686519E+00,
  +2.5842500000000000E+03,  +1.8447216870176256E+01,  +1.2068691452049509E+00,
  +2.5845000000000000E+03,  +1.8261467432900183E+01,  +1.1947168912272736E+00,
  +2.5847500000000000E+03,  +1.8148500108319070E+01,  +1.1873262490825653E+00,
  +2.5850000000000000E+03,  +1.7941850184921130E+01,  +1.1738066261408984E+00,
  +2.5852500000000000E+03,  +1.8220730180658478E+01,  +1.1920517448728429E+00,
  +2.5855000000000000E+03,  +1.8286517509117616E+01,  +1.1963557381213399E+00,
  +2.5857500000000000E+03,  +1.8271854272555760E+01,  +1.1953964276790174E+00,
  +2.5860000000000000E+03,  +1.8928231539519260E+01,  +1.2383384864560731E+00,
  +2.5862500000000000E+03,  +2.0317756778186745E+01,  +1.3292451608250675E+00,
  +2.5865000000000000E+03,  +2.1354113253282776E+01,  +1.3970465349851369E+00,
  +2.5867500000000000E+03,  +2.1886398110660373E+01,  +1.4318701170652830E+00,
  +2.5870000000000000E+03,  +1.1791279377599437E+01,  +7.7141887383146657E-01,
  +2.5872500000000000E+03,  +1.2970103770943031E+00,  +8.4854090247966862E-02,
  +2.5875000000000000E+03,  +1.8722719191294983E+00,  +1.2248932869023409E-01,
  +2.5877500000000000E+03,  +2.5389837491051601E+00,  +1.6610750383304454E-01,
  +2.5880000000000000E+03,  +3.2938780282688835E+00,  +2.1549482441511811E-01,
  +2.5882500000000000E+03,  +1.9534519852637491E+00,  +1.2780035840884271E-01,
  +2.5885000000000000E+03,  +1.8608789737985187E-01,  +1.2174396995727555E-02,
  +2.5887500000000000E+03,  +3.9545790028683214E-01,  +2.5871975238460659E-02,
  +2.5890000000000000E+03,  +8.0180827883249561E-01,  +5.2456567237374338E-02,
  +2.5892500000000000E+03,  +1.1624996334134612E+00,  +7.6054016643940930E-02,
  +2.5895000000000000E+03,  +1.2557726301460423E+00,  +8.2156200113109354E-02,
  +2.5897500000000000E+03,  +1.3441058819060099E+00,  +8.7935211483495382E-02,
  +2.5900000000000000E+03,  +1.2569883653656935E+00,  +8.2235736952496100E-02,
  +2.5902500000000000E+03,  +1.1499966074751189E+00,  +7.5236033295402432E-02,
  +2.5905000000000000E+03,  +1.1927453197419937E+00,  +7.8032775058413037E-02,
  +2.5907500000000000E+03,  +1.2495410720965880E+00,  +8.1748513946173315E-02,
  +2.5910000000000000E+03,  +1.5661691120534531E+00,  +1.0246321658234445E-01,
  +2.5912500000000000E+03,  +1.8888202000028347E+00,  +1.2357196406730840E-01,
  +2.5915000000000000E+03,  +1.9645939765959533E+00,  +1.2852929902083920E-01,
  +2.5917500000000000E+03,  +2.0314697594892861E+00,  +1.3290450203945137E-01,
  +2.5920000000000000E+03,  +2.2964795893088112E+00,  +1.5024219525550908E-01,
  +2.5922500000000000E+03,  +2.5515242255174462E+00,  +1.6692793729759750E-01,
  +2.5925000000000000E+03,  +2.5894734918733233E+00,  +1.6941068572357373E-01,
  +2.5927500000000000E+03,  +2.6182587396800585E+00,  +1.7129389811596404E-01,
  +2.5930000000000000E+03,  +2.8215420266870783E+00,  +1.8459326617517799E-01,
  +2.5932500000000000E+03,  +3.0147738659231686E+00,  +1.9723504006911782E-01,
  +2.5935000000000000E+03,  +3.0142349909547921E+00,  +1.9719978534332183E-01,
  +2.5937500000000000E+03,  +3.0174098159274925E+00,  +1.9740749137984451E-01,
  +2.5940000000000000E+03,  +3.2014826035631581E+00,  +2.0945005419204316E-01,
  +2.5942500000000000E+03,  +3.3885112454731958E+00,  +2.2168599735785111E-01,
  +2.5945000000000000E+03,  +3.4012408973749322E+00,  +2.2251880721841291E-01,
  +2.5947500000000000E+03,  +3.4046417862465486E+00,  +2.2274130299510975E-01,
  +2.5950000000000000E+03,  +3.5471693291842099E+00,  +2.3206585829924511E-01,
  +2.5952500000000000E+03,  +3.6797539980657010E+00,  +2.4073992263785976E-01,
  +2.5955000000000000E+03,  +3.6539389384687659E+00,  +2.3905102836570877E-01,
  +2.5957500000000000E+03,  +3.6380517737860396E+00,  +2.3801164508121070E-01,
  +2.5960000000000000E+03,  +3.7857411106977388E+00,  +2.4767389955834393E-01,
  +2.5962500000000000E+03,  +1.9783134056249654E+01,  +1.2942686290277701E+00,
  +2.5965000000000000E+03,  +3.6064008722131746E+01,  +2.3594095350778610E+00,
  +2.5967500000000000E+03,  +3.6518366718117747E+01,  +2.3891349213023374E+00,
  +2.5970000000000000E+03,  +3.6180492460562498E+01,  +2.3670302309703390E+00,
  +2.5972500000000000E+03,  +3.6990464499749564E+01,  +2.4200208945188324E+00,
  +2.5975000000000000E+03,  +3.8280188893346704E+01,  +2.5043983151023679E+00,
  +2.5977500000000000E+03,  +3.8255016096674815E+01,  +2.5027514394887933E+00,
  +2.5980000000000000E+03,  +3.7073498775606140E+01,  +2.4254532318860886E+00,
  +2.5982500000000000E+03,  +4.5609816821735969E+01,  +2.9839233217664747E+00,
  +2.5985000000000000E+03,  +5.5087932527141845E+01,  +3.6040084804133636E+00,
  +2.5987500000000000E+03,  +5.4660207774387302E+01,  +3.5760255163503980E+00,
  +2.5990000000000000E+03,  +5.3038159611205693E+01,  +3.4699065340693842E+00,
  +2.5992500000000000E+03,  +5.1173883772442977E+01,  +3.3479403315908258E+00,
  +2.5995000000000000E+03,  +5.0327543231213106E+01,  +3.2925703376923026E+00,
  +2.5997500000000000E+03,  +5.1429821125551619E+01,  +3.3646844776994791E+00,
  +2.6000000000000000E+03,  +5.0764978413012024E+01,  +3.3211885855101477E+00,
  +2.6002500000000000E+03,  +4.7620592976486037E+01,  +3.1154739896075974E+00,
  +2.6005000000000000E+03,  +4.4953626479150273E+01,  +2.9409934921113319E+00,
  +2.6007500000000000E+03,  +4.3992097659244870E+01,  +2.8780875549645066E+00,
  +2.6010000000000000E+03,  +4.4535525033015453E+01,  +2.9136401120076121E+00,
  +2.6012500000000000E+03,  +4.4349772200527582E+01,  +2.9014876359055681E+00,
  +2.6015000000000000E+03,  +4.3962673715970801E+01,  +2.8761625573067220E+00,
  +2.6017500000000000E+03,  +4.3426555951098464E+01,  +2.8410882155686621E+00,
  +2.6020000000000000E+03,  +4.2026052711184299E+01,  +2.7494633292832642E+00,
  +2.6022500000000000E+03,  +3.8354488017419968E+01,  +2.5092591741138293E+00,
  +2.6025000000000000E+03,  +3.5455230506754454E+01,  +2.3195815409916851E+00,
  +2.6027500000000000E+03,  +3.4481200374329724E+01,  +2.2558577325930433E+00,
  +2.6030000000000000E+03,  +3.2866966668897902E+01,  +2.1502499942579920E+00,
  +2.6032500000000000E+03,  +3.0569517094745223E+01,  +1.9999443398483123E+00,
  +2.6035000000000000E+03,  +2.8604834714868048E+01,  +1.8714092572345771E+00,
  +2.6037500000000000E+03,  +2.7785489767048215E+01,  +1.8178053914719328E+00,
  +2.6040000000000000E+03,  +2.6312882565312396E+01,  +1.7214632599033033E+00,
  +2.6042500000000000E+03,  +2.3504148050833695E+01,  +1.5377078974303426E+00,
  +2.6045000000000000E+03,  +2.1676585851814242E+01,  +1.4181436051871401E+00,
  +2.6047500000000000E+03,  +2.1082525132048673E+01,  +1.3792784713239170E+00,
  +2.6050000000000000E+03,  +1.9900700996024728E+01,  +1.3019601910183540E+00,
  +2.6052500000000000E+03,  +1.9202238663135173E+01,  +1.2562648081004526E+00,
  +2.6055000000000000E+03,  +1.8806729969558553E+01,  +1.2303895098211963E+00,
  +2.6057500000000000E+03,  +1.8179322331655843E+01,  +1.1893427261800893E+00,
  +2.6060000000000000E+03,  +1.7461248716895497E+01,  +1.1423643176895859E+00,
  +2.6062500000000000E+03,  +1.6325313361572416E+01,  +1.0680482113124101E+00,
  +2.6065000000000000E+03,  +1.5942862589075894E+01,  +1.0430271991925781E+00,
  +2.6067500000000000E+03,  +1.6561362828593648E+01,  +1.0834912356176412E+00,
  +2.6070000000000000E+03,  +1.8015855953739194E+01,  +1.1786482930211795E+00,
  +2.6072500000000000E+03,  +1.9718861249903313E+01,  +1.2900637201029697E+00,
  +2.6075000000000000E+03,  +2.1437887291630055E+01,  +1.4025272697085414E+00,
  +2.6077500000000000E+03,  +2.3066856509692389E+01,  +1.5090990469909147E+00,
  +2.6080000000000000E+03,  +2.3857083548962891E+01,  +1.5607979367537430E+00,
  +2.6082500000000000E+03,  +2.4526366483540198E+01,  +1.6045843208374826E+00,
  +2.6085000000000000E+03,  +2.6235164504510429E+01,  +1.7163787243732476E+00,
  +2.6087500000000000E+03,  +2.5452021554561231E+01,  +1.6651432957863745E+00,
  +2.6090000000000000E+03,  +2.4125131915433901E+01,  +1.5783344196385654E+00,
  +2.6092500000000000E+03,  +2.3005885092927045E+01,  +1.5051101243175715E+00,
  +2.6095000000000000E+03,  +2.1170205773301412E+01,  +1.3850147870676102E+00,
  +2.6097500000000000E+03,  +2.1340566592078194E+01,  +1.3961602740633179E+00,
  +2.6100000000000000E+03,  +2.2140738977531552E+01,  +1.4485098165251924E+00,
  +2.6102500000000000E+03,  +2.3125725016032270E+01,  +1.5129503913116271E+00,
  +2.6105000000000000E+03,  +2.4071550737556045E+01,  +1.5748289873123988E+00,
  +2.6107500000000000E+03,  +2.5065666662239209E+01,  +1.6398668650963735E+00,
  +2.6110000000000000E+03,  +1.3704742014587879E+01,  +8.9660301588041225E-01,
  +2.6112500000000000E+03,  +1.9574831739185878E+00,  +1.2806409018151410E-01,
  +2.6115000000000000E+03,  +2.4460413464999791E+00,  +1.6002694876748588E-01,
  +2.6117500000000000E+03,  +3.0054712824866012E+00,  +1.9662643872836821E-01,
  +2.6120000000000000E+03,  +3.6341087252476800E+00,  +2.3775367968445291E-01,
  +2.6122500000000000E+03,  +2.0426608513317017E+00,  +1.3363665494581212E-01,
  +2.6125000000000000E+03,  +9.7971776705528146E-02,  +6.4095909555857760E-03,
  +2.6127500000000000E+03,  +2.3910587647209969E-01,  +1.5642983263122790E-02,
  +2.6130000000000000E+03,  +6.3830605582886735E-01,  +4.1759788991409440E-02,
  +2.6132500000000000E+03,  +1.0360105310588126E+00,  +6.7778741521909047E-02,
  +2.6135000000000000E+03,  +1.1828392663125702E+00,  +7.7384693002520308E-02,
  +2.6137500000000000E+03,  +1.3061188622625108E+00,  +8.5449993130576690E-02,
  +2.6140000000000000E+03,  +1.2308261718900821E+00,  +8.0524132199388657E-02,
  +2.6142500000000000E+03,  +1.1257551978477007E+00,  +7.3650091658704703E-02,
  +2.6145000000000000E+03,  +1.1612672157058332E+00,  +7.5973388388968485E-02,
  +2.6147500000000000E+03,  +1.1880451450327838E+00,  +7.7725276324401349E-02,
  +2.6150000000000000E+03,  +1.3973058342053442E+00,  +9.1415702953200118E-02,
  +2.6152500000000000E+03,  +1.5948734327581917E+00,  +1.0434113449464608E-01,
  +2.6155000000000000E+03,  +1.5921770353472242E+00,  +1.0416472854347149E-01,
  +2.6157500000000000E+03,  +1.5796469470660197E+00,  +1.0334497469985902E-01,
  +2.6160000000000000E+03,  +1.7474620226264292E+00,  +1.1432391196825145E-01,
  +2.6162500000000000E+03,  +1.9024848681898821E+00,  +1.2446594533995625E-01,
  +2.6165000000000000E+03,  +1.8518013646392104E+00,  +1.2115008707056699E-01,
  +2.6167500000000000E+03,  +1.8107115945980867E+00,  +1.1846187800384476E-01,
  +2.6170000000000000E+03,  +1.9699216628571268E+00,  +1.2887785133684401E-01,
  +2.6172500000000000E+03,  +2.1386410690196271E+00,  +1.3991595247306587E-01,
  +2.6175000000000000E+03,  +2.1261494027717891E+00,  +1.3909871230763543E-01,
  +2.6177500000000000E+03,  +2.1198554236994243E+00,  +1.3868694238068871E-01,
  +2.6180000000000000E+03,  +2.2880116450679058E+00,  +1.4968819837350855E-01,
  +2.6182500000000000E+03,  +2.4620934037886117E+00,  +1.6107711979301512E-01,
  +2.6185000000000000E+03,  +2.4738995965961728E+00,  +1.6184951434564931E-01,
  +2.6187500000000000E+03,  +2.5047471560172863E+00,  +1.6386764900152831E-01,
  +2.6190000000000000E+03,  +2.7208296141745443E+00,  +1.7800437506732550E-01,
  +2.6192500000000000E+03,  +2.9563673828787183E+00,  +1.9341392262021725E-01,
  +2.6195000000000000E+03,  +3.0451548368395196E+00,  +1.9922264918426791E-01,
  +2.6197500000000000E+03,  +3.1053396113975102E+00,  +2.0316010749769972E-01,
  +2.6200000000000000E+03,  +3.2442254831223529E+00,  +2.1224641436280700E-01,
  +2.6202500000000000E+03,  +1.8849802479822873E+01,  +1.2332074353657576E+00,
  +2.6205000000000000E+03,  +3.4628163098044787E+01,  +2.2654724499780676E+00,
  +2.6207500000000000E+03,  +3.5017525758973733E+01,  +2.2909456574042646E+00,
  +2.6210000000000000E+03,  +3.4855159433746323E+01,  +2.2803231928061454E+00,
