  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\II_
 NT_WN\II_HT_WN.dck                                                            
                                                                               
                                                                   
 Initiated at time: 2024-12-30 AT  15:20:15
 TIME                                   ,Strom_system                            ,Strom_WP_Winter                         ,Strom_el_nacherhitzung_SpS              ,sum_PV_Bestand                          ,COP_WN                                  ,Q_WP_Winter                             ,Q_WP_Sommer                             ,COP_WP_Winter                           ,COP_WP_Sommer                           ,Anteil_TWW_WP_W                         ,Q_TWW_SpS_EL                            ,Strom_WP_Sommer                         ,
  +3.5250000000000000E+01,  +6.3022158308038044E+01,  +5.4787733308038042E+01,  +0.0000000000000000E+00,  +6.8484952518654971E+00,  +2.5512379638303453E+00,  +1.3977654516767896E+02,  +0.0000000000000000E+00,  +2.5512379638303453E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.5500000000000000E+01,  +6.3195767661757728E+01,  +5.4534317661757726E+01,  +0.0000000000000000E+00,  +7.2234402026075921E+00,  +2.5497898727940083E+00,  +1.3905105089368126E+02,  +0.0000000000000000E+00,  +2.5497898727940083E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.5750000000000000E+01,  +6.3550742950998725E+01,  +5.4533717950998721E+01,  +0.0000000000000000E+00,  +7.5367508021617091E+00,  +2.5512383492649504E+00,  +1.3912851256458637E+02,  +0.0000000000000000E+00,  +2.5512383492649504E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.6000000000000000E+01,  +6.2263979079159405E+01,  +5.3014379079159404E+01,  +0.0000000000000000E+00,  +7.7872008017656356E+00,  +2.5585162369052816E+00,  +1.3563814966348102E+02,  +0.0000000000000000E+00,  +2.5585162369052816E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.6250000000000000E+01,  +6.0043537736433429E+01,  +5.0723362736433430E+01,  +0.0000000000000000E+00,  +9.3913643960195259E+00,  +2.5688030452614465E+00,  +1.3029832866325117E+02,  +0.0000000000000000E+00,  +2.5688030452614465E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.6500000000000000E+01,  +5.9121032103805426E+01,  +4.9882357103805425E+01,  +0.0000000000000000E+00,  +9.5138995169482250E+00,  +2.5792090457812962E+00,  +1.2865702666702785E+02,  +0.0000000000000000E+00,  +2.5792090457812962E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.6750000000000000E+01,  +5.8897888759611384E+01,  +4.9835338759611382E+01,  +0.0000000000000000E+00,  +9.5402179849851265E+00,  +2.5844549211112473E+00,  +1.2879718650252372E+02,  +0.0000000000000000E+00,  +2.5844549211112473E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.7000000000000000E+01,  +5.7922006931193884E+01,  +4.9063081931193885E+01,  +0.0000000000000000E+00,  +9.4702105815195381E+00,  +2.5792090457812962E+00,  +1.2654394473084413E+02,  +0.0000000000000000E+00,  +2.5792090457812962E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.7250000000000000E+01,  +5.7100594767303463E+01,  +4.8418144767303467E+01,  +0.0000000000000000E+00,  +9.1479521040395504E+00,  +2.5688030452614465E+00,  +1.2437667772415872E+02,  +0.0000000000000000E+00,  +2.5688030452614465E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.7500000000000000E+01,  +5.7113263736537846E+01,  +4.8571263736537844E+01,  +0.0000000000000000E+00,  +8.9046060698062419E+00,  +2.5585162369052816E+00,  +1.2427036691694077E+02,  +0.0000000000000000E+00,  +2.5585162369052816E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.7750000000000000E+01,  +5.7204124229590704E+01,  +4.8802074229590701E+01,  +0.0000000000000000E+00,  +8.5863772362365829E+00,  +2.5469045565569193E+00,  +1.2429422522477356E+02,  +0.0000000000000000E+00,  +2.5469045565569193E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8000000000000000E+01,  +5.6707178438985338E+01,  +4.8493328438985337E+01,  +0.0000000000000000E+00,  +8.1952423558549530E+00,  +2.5325999297334882E+00,  +1.2281420019711723E+02,  +0.0000000000000000E+00,  +2.5325999297334882E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8250000000000000E+01,  +5.6375125297996632E+01,  +4.8435625297996630E+01,  +0.0000000000000000E+00,  +7.4815568942326252E+00,  +2.5171256425402064E+00,  +1.2191855445005645E+02,  +0.0000000000000000E+00,  +2.5171256425402064E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8500000000000000E+01,  +5.6617811567148252E+01,  +4.9025136567148252E+01,  +0.0000000000000000E+00,  +6.9544668172501698E+00,  +2.5019193166998206E+00,  +1.2265693618119494E+02,  +0.0000000000000000E+00,  +2.5019193166998206E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.8750000000000000E+01,  +5.6933902911311044E+01,  +4.9694552911311042E+01,  +0.0000000000000000E+00,  +6.3630563382245775E+00,  +2.4863012396455608E+00,  +1.2355562850702455E+02,  +0.0000000000000000E+00,  +2.4863012396455608E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.9000000000000000E+01,  +5.6840598242744136E+01,  +4.9884373242744132E+01,  +0.0000000000000000E+00,  +5.7133544270773928E+00,  +2.4696385228594644E+00,  +1.2319636984898081E+02,  +0.0000000000000000E+00,  +2.4696385228594644E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.9250000000000000E+01,  +5.8331083389547672E+01,  +5.1523808389547675E+01,  +0.0000000000000000E+00,  +2.6278045855131165E+00,  +2.4526441737969988E+00,  +1.2636956845845704E+02,  +0.0000000000000000E+00,  +2.4526441737969988E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.9500000000000000E+01,  +6.0737786075859368E+01,  +5.3937561075859371E+01,  +0.0000000000000000E+00,  +2.2556169161613471E+00,  +2.4359817463008255E+00,  +1.3139091422077934E+02,  +0.0000000000000000E+00,  +2.4359817463008255E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.9750000000000000E+01,  +6.1583067591002681E+01,  +5.4703792591002681E+01,  +0.0000000000000000E+00,  +1.8138760038918189E+00,  +2.4215077610983000E+00,  +1.3246565832062467E+02,  +0.0000000000000000E+00,  +2.4215077610983000E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.0000000000000000E+01,  +6.2697672330983515E+01,  +5.5719947330983516E+01,  +0.0000000000000000E+00,  +1.3570340460545283E+00,  +2.4109674127948302E+00,  +1.3433897725764552E+02,  +0.0000000000000000E+00,  +2.4109674127948302E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.0250000000000000E+01,  +6.4227274936171455E+01,  +5.7186649936171463E+01,  +0.0000000000000000E+00,  +2.3452413436556163E-01,  +2.4023871997260606E+00,  +1.3738447580187346E+02,  +0.0000000000000000E+00,  +2.4023871997260606E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.0500000000000000E+01,  +6.5928981319998996E+01,  +5.8863581319999000E+01,  +0.0000000000000000E+00,  +7.1296992370639634E-02,  +2.3938944114063196E+00,  +1.4091319835730704E+02,  +0.0000000000000000E+00,  +2.3938944114063196E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.0750000000000000E+01,  +6.7726908870206572E+01,  +6.0619358870206575E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3845927330408090E+00,  +1.4455248264348751E+02,  +0.0000000000000000E+00,  +2.3845927330408090E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1000000000000000E+01,  +6.9376590014861421E+01,  +6.2145865014861428E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3736260595999674E+00,  +1.4751104469565701E+02,  +0.0000000000000000E+00,  +2.3736260595999674E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1250000000000000E+01,  +7.0581830983945395E+01,  +6.3095855983945398E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3619314776765776E+00,  +1.4902808835942869E+02,  +0.0000000000000000E+00,  +2.3619314776765776E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1500000000000000E+01,  +7.1603444332110811E+01,  +6.3736619332110806E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3504017982245697E+00,  +1.4980666469094811E+02,  +0.0000000000000000E+00,  +2.3504017982245697E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.1750000000000000E+01,  +7.2574527223755609E+01,  +6.4258818057088945E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3415751847717874E+00,  +1.5046685376524471E+02,  +0.0000000000000000E+00,  +2.3415751847717874E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2000000000000000E+01,  +7.4293729197466149E+01,  +6.5552370030799480E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3379021354729708E+00,  +1.5325502588032049E+02,  +0.0000000000000000E+00,  +2.3379021354729708E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2250000000000000E+01,  +7.6157523466407085E+01,  +6.7080773466407081E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3367755937277632E+00,  +1.5675271424468099E+02,  +0.0000000000000000E+00,  +2.3367755937277632E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2500000000000000E+01,  +7.6759437077599515E+01,  +6.7446412077599518E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3356506208763741E+00,  +1.5753125424492910E+02,  +0.0000000000000000E+00,  +2.3356506208763741E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2750000000000000E+01,  +7.7026243124460976E+01,  +6.7556433957794312E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3339661874941755E+00,  +1.5767443260517524E+02,  +0.0000000000000000E+00,  +2.3339661874941755E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3000000000000000E+01,  +5.3779037149054581E+01,  +4.4206915065721248E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3311665919697657E+00,  +1.0305368353525429E+02,  +0.0000000000000000E+00,  +2.3311665919697657E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3250000000000000E+01,  +3.3247070821349020E+01,  +2.3618257904682356E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3278196884623612E+00,  +5.4979045757701378E+01,  +0.0000000000000000E+00,  +2.3278196884623612E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3500000000000000E+01,  +3.1792116894458736E+01,  +2.2123091894458735E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3244866552687733E+00,  +5.1424831881954091E+01,  +0.0000000000000000E+00,  +2.3244866552687733E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.3750000000000000E+01,  +3.0966847544139952E+01,  +2.1260372544139955E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3200645034075729E+00,  +4.9325435668880061E+01,  +0.0000000000000000E+00,  +2.3200645034075729E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.4000000000000000E+01,  +3.1449112550179528E+01,  +2.1717387550179527E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3134767144114901E+00,  +5.0242670395190331E+01,  +0.0000000000000000E+00,  +2.3134767144114901E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.4250000000000000E+01,  +3.1495706885388323E+01,  +2.1752231885388323E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3058582155078247E+00,  +5.0157562598553923E+01,  +0.0000000000000000E+00,  +2.3058582155078247E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.4500000000000000E+01,  +3.0791545848058391E+01,  +2.1059570848058392E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2983119774507452E+00,  +4.8401463920065147E+01,  +0.0000000000000000E+00,  +2.2983119774507452E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.4750000000000000E+01,  +3.0983516539014424E+01,  +2.1305916539014426E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2916339118812621E+00,  +4.8825360864517307E+01,  +0.0000000000000000E+00,  +2.2916339118812621E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5000000000000000E+01,  +3.1805202821542057E+01,  +2.2248202821542058E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2865960654123865E+00,  +5.0872653034234823E+01,  +0.0000000000000000E+00,  +2.2865960654123865E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5250000000000000E+01,  +3.2693872850016511E+01,  +2.3344397850016513E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2823788352342587E+00,  +5.3280759574165820E+01,  +0.0000000000000000E+00,  +2.2823788352342587E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5500000000000000E+01,  +3.2724569009728128E+01,  +2.3674509843061465E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2781841020337334E+00,  +5.3934891947903765E+01,  +0.0000000000000000E+00,  +2.2781841020337334E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.5750000000000000E+01,  +3.2606215623615597E+01,  +2.3951247290282264E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2734919204082189E+00,  +5.4452967198155974E+01,  +0.0000000000000000E+00,  +2.2734919204082189E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6000000000000000E+01,  +3.1361634883011433E+01,  +2.3205450716344767E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2677949684118461E+00,  +5.2625204374255738E+01,  +0.0000000000000000E+00,  +2.2677949684118461E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6250000000000000E+01,  +3.0282272945034702E+01,  +2.2709597945034702E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2616268555696153E+00,  +5.1360636591679032E+01,  +0.0000000000000000E+00,  +2.2616268555696153E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6500000000000000E+01,  +2.9711209836277380E+01,  +2.2770725669610712E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2555072522036475E+00,  +5.1359536885746721E+01,  +0.0000000000000000E+00,  +2.2555072522036475E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.6750000000000000E+01,  +2.9144382718721058E+01,  +2.2864898552054392E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2506959621103881E+00,  +5.1461934845172479E+01,  +0.0000000000000000E+00,  +2.2506959621103881E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.7000000000000000E+01,  +2.9264043247340716E+01,  +2.3632043247340718E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2484273269038484E+00,  +5.3134931827894434E+01,  +0.0000000000000000E+00,  +2.2484273269038484E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.7250000000000000E+01,  +2.9628035272833312E+01,  +2.4577085272833312E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2474213044261968E+00,  +5.5235065042864910E+01,  +0.0000000000000000E+00,  +2.2474213044261968E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.7500000000000000E+01,  +2.9460667459490431E+01,  +2.4917142459490432E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2464165903858420E+00,  +5.5974282206006791E+01,  +0.0000000000000000E+00,  +2.2464165903858420E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.7750000000000000E+01,  +2.9193360601568333E+01,  +2.5100235601568333E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2439108879795855E+00,  +5.6322691957212001E+01,  +0.0000000000000000E+00,  +2.2439108879795855E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8000000000000000E+01,  +3.0288951972501692E+01,  +2.6088239472501691E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2384268450642257E+00,  +5.8396615575711962E+01,  +0.0000000000000000E+00,  +2.2384268450642257E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8250000000000000E+01,  +3.1033219981683704E+01,  +2.7192982481683703E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2315022268847255E+00,  +6.0681200963514513E+01,  +0.0000000000000000E+00,  +2.2315022268847255E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8500000000000000E+01,  +3.0573346182710516E+01,  +2.7445746182710515E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2246396317426935E+00,  +6.1056894680808554E+01,  +0.0000000000000000E+00,  +2.2246396317426935E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.8750000000000000E+01,  +3.0671634752076734E+01,  +2.7596109752076735E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2192897437871300E+00,  +6.1243763341207895E+01,  +0.0000000000000000E+00,  +2.2192897437871300E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.9000000000000000E+01,  +3.1375903046485625E+01,  +2.8360803046485625E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2168703453316363E+00,  +6.2872223243545108E+01,  +0.0000000000000000E+00,  +2.2168703453316363E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.9250000000000000E+01,  +3.2041332629086043E+01,  +2.9146620129086045E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2159048784190767E+00,  +6.4586137733469428E+01,  +0.0000000000000000E+00,  +2.2159048784190767E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.9500000000000000E+01,  +3.1983675723513748E+01,  +2.9279113223513747E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2149406364534041E+00,  +6.4851497678080818E+01,  +0.0000000000000000E+00,  +2.2149406364534041E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.9750000000000000E+01,  +3.1971367145932412E+01,  +2.9490779645932413E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2125357245339963E+00,  +6.5249403510985502E+01,  +0.0000000000000000E+00,  +2.2125357245339963E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0000000000000000E+01,  +3.2646980261780037E+01,  +3.0375880261780036E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2072716086839153E+00,  +6.7047818090609212E+01,  +0.0000000000000000E+00,  +2.2072716086839153E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0250000000000000E+01,  +3.3400409145878747E+01,  +3.1283996645878744E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2006234150113926E+00,  +6.8844295534058631E+01,  +0.0000000000000000E+00,  +2.2006234150113926E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0500000000000000E+01,  +3.3561493947483356E+01,  +3.1535793947483359E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1940333347717913E+00,  +6.9190583159272990E+01,  +0.0000000000000000E+00,  +2.1940333347717913E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.0750000000000000E+01,  +3.3680794010826638E+01,  +3.1698606510826639E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1888949256687846E+00,  +6.9384918942319928E+01,  +0.0000000000000000E+00,  +2.1888949256687846E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.1000000000000000E+01,  +3.4321752800034723E+01,  +3.2360027800034722E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1865708808772042E+00,  +7.0757494491932732E+01,  +0.0000000000000000E+00,  +2.1865708808772042E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.1250000000000000E+01,  +3.5003024277838655E+01,  +3.3059074277838654E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1856434117358852E+00,  +7.2255347893445318E+01,  +0.0000000000000000E+00,  +2.1856434117358852E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.1500000000000000E+01,  +3.5119461681846886E+01,  +3.3197649181846884E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1847170912559282E+00,  +7.2527471557099261E+01,  +0.0000000000000000E+00,  +2.1847170912559282E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.1750000000000000E+01,  +3.5181806564331744E+01,  +3.3286044064331747E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1844856739391250E+00,  +7.2712886400639150E+01,  +0.0000000000000000E+00,  +2.1844856739391250E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.2000000000000000E+01,  +3.5791731392883101E+01,  +3.3922381392883104E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1856434775459324E+00,  +7.4142231634180462E+01,  +0.0000000000000000E+00,  +2.1856434775459324E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.2250000000000000E+01,  +6.1535811132336192E+01,  +5.9685761132336189E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1874995670576021E+00,  +1.3056257663648887E+02,  +0.0000000000000000E+00,  +2.1874995670576021E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.2500000000000000E+01,  +8.7712789147101972E+01,  +8.5876689147101970E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1893602695108894E+00,  +1.8801501129580203E+02,  +0.0000000000000000E+00,  +2.1893602695108894E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.2750000000000000E+01,  +8.7892199539381409E+01,  +8.6067499539381416E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1926281222717692E+00,  +1.8871401990366024E+02,  +0.0000000000000000E+00,  +2.1926281222717692E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.3000000000000000E+01,  +8.6468374948239997E+01,  +8.4653199948240001E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1987349798962916E+00,  +1.8612995188635023E+02,  +0.0000000000000000E+00,  +2.1987349798962916E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.3250000000000000E+01,  +8.6901098559349080E+01,  +8.5098398559349079E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2063186228491212E+00,  +1.8775418151612871E+02,  +0.0000000000000000E+00,  +2.2063186228491212E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +5.3500000000000000E+01,  +8.8543787667706468E+01,  +8.6749300167706465E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2139790925318947E+00,  +1.9206113686307569E+02,  +0.0000000000000000E+00,  +2.2139790925318947E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
