  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\II_
 NT_WN\II_HT_WN.dck                                                            
                                                                               
                                                                   
 Initiated at time: 2024-12-30 AT  15:20:15
 TIME                                   ,Strom_system                            ,Strom_WP_Winter                         ,Strom_el_nacherhitzung_SpS              ,sum_PV_Bestand                          ,COP_WN                                  ,Q_WP_Winter                             ,Q_WP_Sommer                             ,COP_WP_Winter                           ,COP_WP_Sommer                           ,Anteil_TWW_WP_W                         ,Q_TWW_SpS_EL                            ,Strom_WP_Sommer                         ,
  +7.1500000000000000E+01,  +3.2355848768980238E+01,  +2.6729098768980236E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3200645034075729E+00,  +6.2013233261986102E+01,  +0.0000000000000000E+00,  +2.3200645034075729E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.1750000000000000E+01,  +3.1960379145894535E+01,  +2.6799779145894536E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3239323419298228E+00,  +6.2280873513720714E+01,  +0.0000000000000000E+00,  +2.3239323419298228E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.2000000000000000E+01,  +3.1549077208789555E+01,  +2.7567789708789554E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3244864152498788E+00,  +6.4080952676546730E+01,  +0.0000000000000000E+00,  +2.3244864152498788E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.2250000000000000E+01,  +3.1923668364679102E+01,  +2.8347518364679104E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3233784711154049E+00,  +6.5862013878043996E+01,  +0.0000000000000000E+00,  +2.3233784711154049E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.2500000000000000E+01,  +3.2367613433088970E+01,  +2.8417913433088970E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3222720544947157E+00,  +6.5994126212712501E+01,  +0.0000000000000000E+00,  +2.3222720544947157E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.2750000000000000E+01,  +3.2055867085012295E+01,  +2.8437004585012293E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3211671620081513E+00,  +6.6007041228605772E+01,  +0.0000000000000000E+00,  +2.3211671620081513E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.3000000000000000E+01,  +3.2379276196052601E+01,  +2.9038763696052602E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3200637902864214E+00,  +6.7371784165895534E+01,  +0.0000000000000000E+00,  +2.3200637902864214E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.3250000000000000E+01,  +3.2802025757585589E+01,  +2.9678363257585591E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3189619359705667E+00,  +6.8822994716248417E+01,  +0.0000000000000000E+00,  +2.3189619359705667E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.3500000000000000E+01,  +3.2714716941456274E+01,  +2.9748041941456272E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3178615957119182E+00,  +6.8951843963728905E+01,  +0.0000000000000000E+00,  +2.3178615957119182E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.3750000000000000E+01,  +3.2650807066769225E+01,  +2.9798832066769226E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3181365760015717E+00,  +6.9077762536106249E+01,  +0.0000000000000000E+00,  +2.3181365760015717E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.4000000000000000E+01,  +3.2937336317050878E+01,  +3.0179236317050876E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3211676087869848E+00,  +7.0051065797066315E+01,  +0.0000000000000000E+00,  +2.3211676087869848E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.4250000000000000E+01,  +3.3244531202752121E+01,  +3.0578756202752121E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3255963414167313E+00,  +7.1113843550194517E+01,  +0.0000000000000000E+00,  +2.3255963414167313E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.4500000000000000E+01,  +3.3065545904918686E+01,  +3.0498645904918686E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3300496231849235E+00,  +7.1063358398406194E+01,  +0.0000000000000000E+00,  +2.3300496231849235E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.4750000000000000E+01,  +3.2991905552901031E+01,  +3.0523368052901031E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3336858437003252E+00,  +7.1231951927109890E+01,  +0.0000000000000000E+00,  +2.3336858437003252E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.5000000000000000E+01,  +3.3317043441411883E+01,  +3.0938705941411886E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3356506208763741E+00,  +7.2262007741170237E+01,  +0.0000000000000000E+00,  +2.3356506208763741E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.5250000000000000E+01,  +3.3667099742305403E+01,  +3.1365537242305404E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3367755937277632E+00,  +7.3294221911978482E+01,  +0.0000000000000000E+00,  +2.3367755937277632E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.5500000000000000E+01,  +3.3584436015139659E+01,  +3.1346023515139660E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3379021354729708E+00,  +7.3283935314630966E+01,  +0.0000000000000000E+00,  +2.3379021354729708E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.5750000000000000E+01,  +3.3441701991165807E+01,  +3.1257064491165806E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3390302496302926E+00,  +7.3111219359481709E+01,  +0.0000000000000000E+00,  +2.3390302496302926E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.6000000000000000E+01,  +3.3783513516208842E+01,  +3.1651413516208841E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3401599397289923E+00,  +7.4069369946428694E+01,  +0.0000000000000000E+00,  +2.3401599397289923E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.6250000000000000E+01,  +5.6785200144883575E+01,  +5.4712825144883574E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3412912093093419E+00,  +1.2809865654819504E+02,  +0.0000000000000000E+00,  +2.3412912093093419E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.6500000000000000E+01,  +8.0968570355446957E+01,  +7.8314460855446953E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3424240619226637E+00,  +1.8344567750429951E+02,  +0.0000000000000000E+00,  +2.3424240619226637E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.6750000000000000E+01,  +8.1222764454262915E+01,  +7.8632754954262921E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3441264107650994E+00,  +1.8432511763950794E+02,  +0.0000000000000000E+00,  +2.3441264107650994E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.7000000000000000E+01,  +7.9160995546310119E+01,  +7.7276470546310122E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3469716261770159E+00,  +1.8136568374329374E+02,  +0.0000000000000000E+00,  +2.3469716261770159E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.7250000000000000E+01,  +7.9389823423254853E+01,  +7.7551048423254855E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3503989097242388E+00,  +1.8227589966198985E+02,  +0.0000000000000000E+00,  +2.3503989097242388E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.7500000000000000E+01,  +8.0987117398481431E+01,  +7.9174092398481434E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3538406999811179E+00,  +1.8636320107161123E+02,  +0.0000000000000000E+00,  +2.3538406999811179E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.7750000000000000E+01,  +8.1135902147329162E+01,  +7.9232042147329167E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3567198505046600E+00,  +1.8672772652463252E+02,  +0.0000000000000000E+00,  +2.3567198505046600E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.8000000000000000E+01,  +7.9215009327678715E+01,  +7.7280240577678711E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3584522324035255E+00,  +1.8226175591110788E+02,  +0.0000000000000000E+00,  +2.3584522324035255E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.8250000000000000E+01,  +8.5801826314832780E+01,  +8.3832126814832776E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3596092643241562E+00,  +1.9781106308027694E+02,  +0.0000000000000000E+00,  +2.3596092643241562E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.8500000000000000E+01,  +9.4211614735276143E+01,  +9.2126362735276146E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3607679376390727E+00,  +2.1748896335674698E+02,  +0.0000000000000000E+00,  +2.3607679376390727E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.8750000000000000E+01,  +9.4082571303115031E+01,  +9.1888890136448367E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3616379976529012E+00,  +2.1700829450838933E+02,  +0.0000000000000000E+00,  +2.3616379976529012E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.9000000000000000E+01,  +9.3305174008146281E+01,  +9.1038642924812947E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3619282235535048E+00,  +2.1502674015812531E+02,  +0.0000000000000000E+00,  +2.3619282235535048E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.9250000000000000E+01,  +9.1853566154261117E+01,  +8.9532387987594447E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3619282235535048E+00,  +2.1146907411004210E+02,  +0.0000000000000000E+00,  +2.3619282235535048E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.9500000000000000E+01,  +9.1193015544219492E+01,  +8.8750242294219490E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3619282235535048E+00,  +2.0962170212192896E+02,  +0.0000000000000000E+00,  +2.3619282235535048E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +7.9750000000000000E+01,  +9.0964557761453733E+01,  +8.8470155261453726E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3622185687806838E+00,  +2.0898584354151612E+02,  +0.0000000000000000E+00,  +2.3622185687806838E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.0000000000000000E+01,  +8.9343637558222071E+01,  +8.6797825058222074E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3630902234484572E+00,  +2.0511109181167410E+02,  +0.0000000000000000E+00,  +2.3630902234484572E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.0250000000000000E+01,  +8.7661754993605001E+01,  +8.5022838993605006E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3642538434710390E+00,  +2.0101557387344997E+02,  +0.0000000000000000E+00,  +2.3642538434710390E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.0500000000000000E+01,  +8.7194419478001507E+01,  +8.4400195228001508E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3654191199442312E+00,  +1.9964183551934062E+02,  +0.0000000000000000E+00,  +2.3654191199442312E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.0750000000000000E+01,  +8.7365806800843814E+01,  +8.3947432550843814E+01,  +0.0000000000000000E+00,  +1.8605405796982173E-02,  +2.3677549210397957E+00,  +1.9876694653091678E+02,  +0.0000000000000000E+00,  +2.3677549210397957E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.1000000000000000E+01,  +8.7269020194880810E+01,  +8.3163727444880806E+01,  +0.0000000000000000E+00,  +1.2877920472859505E-01,  +2.3724465763874059E+00,  +1.9730150045622281E+02,  +0.0000000000000000E+00,  +2.3724465763874059E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.1250000000000000E+01,  +8.6765707696568072E+01,  +8.2240072446568078E+01,  +0.0000000000000000E+00,  +6.6437985137210154E-01,  +2.3783483896700019E+00,  +1.9559554386963950E+02,  +0.0000000000000000E+00,  +2.3783483896700019E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.1500000000000000E+01,  +8.6503105145328675E+01,  +8.1051982145328680E+01,  +0.0000000000000000E+00,  +9.8403889067557537E-01,  +2.3842927734530686E+00,  +1.9325165530315431E+02,  +0.0000000000000000E+00,  +2.3842927734530686E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.1750000000000000E+01,  +8.6327229783238593E+01,  +8.0207380283238592E+01,  +0.0000000000000000E+00,  +1.2915559983259839E+00,  +2.3899796565112861E+00,  +1.9169400717900467E+02,  +0.0000000000000000E+00,  +2.3899796565112861E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.2000000000000000E+01,  +8.5641389951570005E+01,  +7.9150358701569999E+01,  +0.0000000000000000E+00,  +1.5826433778102693E+00,  +2.3951012159069354E+00,  +1.8957312036560040E+02,  +0.0000000000000000E+00,  +2.3951012159069354E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.2250000000000000E+01,  +8.5146826690964403E+01,  +7.7848398190964403E+01,  +0.0000000000000000E+00,  +1.3566507675084765E+00,  +2.3999506660920873E+00,  +1.8683231509260705E+02,  +0.0000000000000000E+00,  +2.3999506660920873E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.2500000000000000E+01,  +8.5473309108519260E+01,  +7.7446628858519261E+01,  +0.0000000000000000E+00,  +1.5406027845484074E+00,  +2.4048285284037090E+00,  +1.8624586250766109E+02,  +0.0000000000000000E+00,  +2.4048285284037090E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.2750000000000000E+01,  +8.5708020511968485E+01,  +7.7115300511968485E+01,  +0.0000000000000000E+00,  +1.7078379914979809E+00,  +2.4097350716293473E+00,  +1.8582744420292701E+02,  +0.0000000000000000E+00,  +2.4097350716293473E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.3000000000000000E+01,  +8.4802919296849893E+01,  +7.5680207296849886E+01,  +0.0000000000000000E+00,  +1.8572167262678159E+00,  +2.4146705681043548E+00,  +1.8274276914773986E+02,  +0.0000000000000000E+00,  +2.4146705681043548E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.3250000000000000E+01,  +8.4518605300097732E+01,  +7.4947890050097740E+01,  +0.0000000000000000E+00,  +1.9675356076287316E+00,  +2.4196352937723891E+00,  +1.8134655995898896E+02,  +0.0000000000000000E+00,  +2.4196352937723891E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.3500000000000000E+01,  +8.5454816307464398E+01,  +7.5546902307464393E+01,  +0.0000000000000000E+00,  +2.0769586086346741E+00,  +2.4246295282471895E+00,  +1.8317325010228390E+02,  +0.0000000000000000E+00,  +2.4246295282471895E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.3750000000000000E+01,  +8.5388330688037811E+01,  +7.5201698438037809E+01,  +0.0000000000000000E+00,  +2.1660625444701616E+00,  +2.4283942898894026E+00,  +1.8261937507691582E+02,  +0.0000000000000000E+00,  +2.4283942898894026E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.4000000000000000E+01,  +8.4219718124345732E+01,  +7.3866517124345734E+01,  +0.0000000000000000E+00,  +2.2343137474719117E+00,  +2.4296529537237554E+00,  +1.7947000151245297E+02,  +0.0000000000000000E+00,  +2.4296529537237554E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.4250000000000000E+01,  +8.3126466872813879E+01,  +7.2701569122813879E+01,  +0.0000000000000000E+00,  +2.4419341296877146E+00,  +2.4296529537237554E+00,  +1.7663958215959653E+02,  +0.0000000000000000E+00,  +2.4296529537237554E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.4500000000000000E+01,  +8.2521177949403267E+01,  +7.2219762949403275E+01,  +0.0000000000000000E+00,  +2.4692260131642927E+00,  +2.4296529537237554E+00,  +1.7546896036724709E+02,  +0.0000000000000000E+00,  +2.4296529537237554E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.4750000000000000E+01,  +8.2218589373702770E+01,  +7.2052687623702766E+01,  +0.0000000000000000E+00,  +2.4742846398230665E+00,  +2.4305983821808561E+00,  +1.7513114596995453E+02,  +0.0000000000000000E+00,  +2.4305983821808561E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.5000000000000000E+01,  +8.1711500610525661E+01,  +7.1498792860525654E+01,  +0.0000000000000000E+00,  +2.4571028222037214E+00,  +2.4334410334418526E+00,  +1.7398809638836249E+02,  +0.0000000000000000E+00,  +2.4334410334418526E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.5250000000000000E+01,  +8.0963740389199046E+01,  +7.0805329139199046E+01,  +0.0000000000000000E+00,  +1.5309151078710470E+00,  +2.4372458170773008E+00,  +1.7256999227129441E+02,  +0.0000000000000000E+00,  +2.4372458170773008E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.5500000000000000E+01,  +8.0240203485732138E+01,  +7.0214905485732146E+01,  +0.0000000000000000E+00,  +1.4908637096480535E+00,  +2.4410677665778393E+00,  +1.7139934251453025E+02,  +0.0000000000000000E+00,  +2.4410677665778393E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.5750000000000000E+01,  +7.9554119854673289E+01,  +6.9595806104673287E+01,  +0.0000000000000000E+00,  +1.4361549430601706E+00,  +2.4458699708202905E+00,  +1.7022229224645184E+02,  +0.0000000000000000E+00,  +2.4458699708202905E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.6000000000000000E+01,  +7.8310171526785822E+01,  +6.8571754026785825E+01,  +0.0000000000000000E+00,  +1.3671878809941680E+00,  +2.4526389314123920E+00,  +1.6818175352132937E+02,  +0.0000000000000000E+00,  +2.4526389314123920E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.6250000000000000E+01,  +7.7701785832721811E+01,  +6.8277505832721815E+01,  +0.0000000000000000E+00,  +1.1560195611715822E+00,  +2.4604405053598244E+00,  +1.6799274095577042E+02,  +0.0000000000000000E+00,  +2.4604405053598244E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.6500000000000000E+01,  +7.7652624527912295E+01,  +6.8564569277912298E+01,  +0.0000000000000000E+00,  +1.0703758177456888E+00,  +2.4683138234211675E+00,  +1.6923887414558922E+02,  +0.0000000000000000E+00,  +2.4683138234211675E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.6750000000000000E+01,  +7.6960227421099333E+01,  +6.8352367421099331E+01,  +0.0000000000000000E+00,  +9.7352471466885193E-01,  +2.4755945148559624E+00,  +1.6921274586509290E+02,  +0.0000000000000000E+00,  +2.4755945148559624E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.7000000000000000E+01,  +7.6112155699441075E+01,  +6.8039247199441078E+01,  +0.0000000000000000E+00,  +8.6626681770866432E-01,  +2.4815975283067750E+00,  +1.6884602767798665E+02,  +0.0000000000000000E+00,  +2.4815975283067750E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.7250000000000000E+01,  +7.5061402355476048E+01,  +6.7546622605476045E+01,  +0.0000000000000000E+00,  +9.8434161837907785E-01,  +2.4869691045222146E+00,  +1.6798636353464073E+02,  +0.0000000000000000E+00,  +2.4869691045222146E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.7500000000000000E+01,  +7.4926101111461051E+01,  +6.7766277111461051E+01,  +0.0000000000000000E+00,  +8.2097694543213140E-01,  +2.4923741891274802E+00,  +1.6889891996586587E+02,  +0.0000000000000000E+00,  +2.4923741891274802E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.7750000000000000E+01,  +7.5612985447711921E+01,  +6.8339021697711928E+01,  +0.0000000000000000E+00,  +6.4854048013283361E-01,  +2.4964496781743408E+00,  +1.7060492872400224E+02,  +0.0000000000000000E+00,  +2.4964496781743408E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.8000000000000000E+01,  +7.5910439767052850E+01,  +6.8395620267052848E+01,  +0.0000000000000000E+00,  +4.6898789624035286E-01,  +2.4978124283395564E+00,  +1.7083943034703745E+02,  +0.0000000000000000E+00,  +2.4978124283395564E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.8250000000000000E+01,  +7.5816473372798313E+01,  +6.7951120872798313E+01,  +0.0000000000000000E+00,  +2.2089626761493092E-01,  +2.4978124283395564E+00,  +1.6972915423567909E+02,  +0.0000000000000000E+00,  +2.4978124283395564E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.8500000000000000E+01,  +7.6087963916834738E+01,  +6.8196170916834745E+01,  +0.0000000000000000E+00,  +7.9498096780987473E-02,  +2.4978124283395564E+00,  +1.7034124328123843E+02,  +0.0000000000000000E+00,  +2.4978124283395564E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.8750000000000000E+01,  +7.6202968163824195E+01,  +6.8714422913824194E+01,  +0.0000000000000000E+00,  +6.5964659481063744E-04,  +2.4981535035033713E+00,  +1.7165917634338223E+02,  +0.0000000000000000E+00,  +2.4981535035033713E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.9000000000000000E+01,  +7.6413281415483524E+01,  +6.8771598165483525E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.4991775312385380E+00,  +1.7187243292254189E+02,  +0.0000000000000000E+00,  +2.4991775312385380E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.9250000000000000E+01,  +7.7476461116588325E+01,  +6.9315236616588322E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.5005447331175650E+00,  +1.7332584984640772E+02,  +0.0000000000000000E+00,  +2.5005447331175650E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.9500000000000000E+01,  +7.7963111009652138E+01,  +6.9210958759652144E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.5019140826564454E+00,  +1.7315987239492819E+02,  +0.0000000000000000E+00,  +2.5019140826564454E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +8.9750000000000000E+01,  +7.7405282816908041E+01,  +6.8542320566908046E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.5043158586542553E+00,  +1.7165162038467153E+02,  +0.0000000000000000E+00,  +2.5043158586542553E+00,  +2.7984600000000004E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
