 TIME                                   	Erdreichtemepratur_100m                 	Erdreichtemperatur_3m                   	Flusswassertemperatur                   	Erdreichtemepratur_15m                  	Aussentemp                              	
  +4.0000000000000000E+01	  +1.0000000000000000E+01	  +1.0070127378436466E+01	  +6.0329613095238095E+00	  +9.9823195327277343E+00	  -9.8749999999999993E-01	
  +4.0250000000000000E+01	  +1.0000000000000000E+01	  +1.0069836935221572E+01	  +6.0337053571428569E+00	  +9.9823200581944462E+00	  -1.3125000000000000E+00	
  +4.0500000000000000E+01	  +1.0000000000000000E+01	  +1.0069546489761160E+01	  +6.0344494047619044E+00	  +9.9823205842296350E+00	  -1.6375000000000002E+00	
  +4.0750000000000000E+01	  +1.0000000000000000E+01	  +1.0069256042064570E+01	  +6.0351934523809527E+00	  +9.9823211108332828E+00	  -1.8875000000000002E+00	
  +4.1000000000000000E+01	  +1.0000000000000000E+01	  +1.0068965592141137E+01	  +6.0359375000000002E+00	  +9.9823216380053736E+00	  -2.0625000000000000E+00	
  +4.1250000000000000E+01	  +1.0000000000000000E+01	  +1.0068675140000201E+01	  +6.0366815476190476E+00	  +9.9823221657458898E+00	  -2.2374999999999998E+00	
  +4.1500000000000000E+01	  +1.0000000000000000E+01	  +1.0068384685651104E+01	  +6.0374255952380951E+00	  +9.9823226940548153E+00	  -2.4125000000000001E+00	
  +4.1750000000000000E+01	  +1.0000000000000000E+01	  +1.0068094229103183E+01	  +6.0381696428571434E+00	  +9.9823232229321324E+00	  -2.6250000000000000E+00	
  +4.2000000000000000E+01	  +1.0000000000000000E+01	  +1.0067803770365776E+01	  +6.0389136904761909E+00	  +9.9823237523778232E+00	  -2.8750000000000000E+00	
  +4.2250000000000000E+01	  +1.0000000000000000E+01	  +1.0067513309448227E+01	  +6.0396577380952383E+00	  +9.9823242823918719E+00	  -3.1250000000000000E+00	
  +4.2500000000000000E+01	  +1.0000000000000000E+01	  +1.0067222846359870E+01	  +6.0404017857142858E+00	  +9.9823248129742606E+00	  -3.3750000000000000E+00	
  +4.2750000000000000E+01	  +1.0000000000000000E+01	  +1.0066932381110048E+01	  +6.0411458333333332E+00	  +9.9823253441249733E+00	  -3.5125000000000002E+00	
  +4.3000000000000000E+01	  +1.0000000000000000E+01	  +1.0066641913708098E+01	  +6.0418898809523807E+00	  +9.9823258758439906E+00	  -3.5374999999999996E+00	
  +4.3250000000000000E+01	  +1.0000000000000000E+01	  +1.0066351444163363E+01	  +6.0426339285714290E+00	  +9.9823264081312999E+00	  -3.5625000000000000E+00	
  +4.3500000000000000E+01	  +1.0000000000000000E+01	  +1.0066060972485179E+01	  +6.0433779761904765E+00	  +9.9823269409868800E+00	  -3.5875000000000004E+00	
  +4.3750000000000000E+01	  +1.0000000000000000E+01	  +1.0065770498682889E+01	  +6.0441220238095239E+00	  +9.9823274744107149E+00	  -3.6375000000000002E+00	
  +4.4000000000000000E+01	  +1.0000000000000000E+01	  +1.0065480022765829E+01	  +6.0448660714285714E+00	  +9.9823280084027868E+00	  -3.7124999999999999E+00	
  +4.4250000000000000E+01	  +1.0000000000000000E+01	  +1.0065189544743344E+01	  +6.0456101190476197E+00	  +9.9823285429630815E+00	  -3.7875000000000001E+00	
  +4.4500000000000000E+01	  +1.0000000000000000E+01	  +1.0064899064624770E+01	  +6.0463541666666671E+00	  +9.9823290780915777E+00	  -3.8624999999999998E+00	
  +4.4750000000000000E+01	  +1.0000000000000000E+01	  +1.0064608582419448E+01	  +6.0470982142857146E+00	  +9.9823296137882611E+00	  -3.9874999999999998E+00	
  +4.5000000000000000E+01	  +1.0000000000000000E+01	  +1.0064318098136717E+01	  +6.0478422619047620E+00	  +9.9823301500531141E+00	  -4.1624999999999996E+00	
  +4.5250000000000000E+01	  +1.0000000000000000E+01	  +1.0064027611785919E+01	  +6.0485863095238095E+00	  +9.9823306868861188E+00	  -4.3375000000000004E+00	
  +4.5500000000000000E+01	  +1.0000000000000000E+01	  +1.0063737123376395E+01	  +6.0493303571428569E+00	  +9.9823312242872575E+00	  -4.5124999999999993E+00	
  +4.5750000000000000E+01	  +1.0000000000000000E+01	  +1.0063446632917483E+01	  +6.0500744047619044E+00	  +9.9823317622565142E+00	  -4.6499999999999995E+00	
  +4.6000000000000000E+01	  +1.0000000000000000E+01	  +1.0063156140418524E+01	  +6.0508184523809527E+00	  +9.9823323007938694E+00	  -4.7500000000000000E+00	
  +4.6250000000000000E+01	  +1.0000000000000000E+01	  +1.0062865645888857E+01	  +6.0515625000000002E+00	  +9.9823328398993088E+00	  -4.8499999999999996E+00	
  +4.6500000000000000E+01	  +1.0000000000000000E+01	  +1.0062575149337828E+01	  +6.0523065476190476E+00	  +9.9823333795728129E+00	  -4.9500000000000002E+00	
  +4.6750000000000000E+01	  +1.0000000000000000E+01	  +1.0062284650774771E+01	  +6.0530505952380951E+00	  +9.9823339198143639E+00	  -5.0750000000000002E+00	
  +4.7000000000000000E+01	  +1.0000000000000000E+01	  +1.0061994150209030E+01	  +6.0537946428571434E+00	  +9.9823344606239477E+00	  -5.2249999999999996E+00	
  +4.7250000000000000E+01	  +1.0000000000000000E+01	  +1.0061703647649946E+01	  +6.0545386904761909E+00	  +9.9823350020015429E+00	  -5.3750000000000000E+00	
  +4.7500000000000000E+01	  +1.0000000000000000E+01	  +1.0061413143106858E+01	  +6.0552827380952383E+00	  +9.9823355439471353E+00	  -5.5249999999999995E+00	
  +4.7750000000000000E+01	  +1.0000000000000000E+01	  +1.0061122636589106E+01	  +6.0560267857142858E+00	  +9.9823360864607054E+00	  -5.6124999999999998E+00	
  +4.8000000000000000E+01	  +1.0000000000000000E+01	  +1.0060832128106034E+01	  +6.0567708333333332E+00	  +9.9823366295422371E+00	  -5.6375000000000002E+00	
  +4.8250000000000000E+01	  +1.0000000000000000E+01	  +1.0060541617666981E+01	  +6.0575148809523807E+00	  +9.9823371731917110E+00	  -5.6624999999999996E+00	
  +4.8500000000000000E+01	  +1.0000000000000000E+01	  +1.0060251105281289E+01	  +6.0582589285714290E+00	  +9.9823377174091110E+00	  -5.6875000000000000E+00	
  +4.8750000000000000E+01	  +1.0000000000000000E+01	  +1.0059960590958298E+01	  +6.0590029761904765E+00	  +9.9823382621944212E+00	  -5.7874999999999996E+00	
  +4.9000000000000000E+01	  +1.0000000000000000E+01	  +1.0059670074707350E+01	  +6.0597470238095239E+00	  +9.9823388075476203E+00	  -5.9625000000000004E+00	
  +4.9250000000000000E+01	  +1.0000000000000000E+01	  +1.0059379556537785E+01	  +6.0604910714285714E+00	  +9.9823393534686939E+00	  -6.1375000000000011E+00	
  +4.9500000000000000E+01	  +1.0000000000000000E+01	  +1.0059089036458944E+01	  +6.0612351190476197E+00	  +9.9823398999576227E+00	  -6.3125000000000000E+00	
  +4.9750000000000000E+01	  +1.0000000000000000E+01	  +1.0058798514480172E+01	  +6.0619791666666671E+00	  +9.9823404470143906E+00	  -6.4125000000000005E+00	
  +5.0000000000000000E+01	  +1.0000000000000000E+01	  +1.0058507990610806E+01	  +6.0627232142857146E+00	  +9.9823409946389798E+00	  -6.4375000000000000E+00	
  +5.0250000000000000E+01	  +1.0000000000000000E+01	  +1.0058217464860189E+01	  +6.0634672619047620E+00	  +9.9823415428313709E+00	  -6.4625000000000004E+00	
  +5.0500000000000000E+01	  +1.0000000000000000E+01	  +1.0057926937237664E+01	  +6.0642113095238095E+00	  +9.9823420915915477E+00	  -6.4874999999999998E+00	
  +5.0750000000000000E+01	  +1.0000000000000000E+01	  +1.0057636407752568E+01	  +6.0649553571428569E+00	  +9.9823426409194926E+00	  -6.5875000000000004E+00	
  +5.1000000000000000E+01	  +1.0000000000000000E+01	  +1.0057345876414248E+01	  +6.0656994047619044E+00	  +9.9823431908151878E+00	  -6.7624999999999993E+00	
  +5.1250000000000000E+01	  +1.0000000000000000E+01	  +1.0057055343232044E+01	  +6.0664434523809527E+00	  +9.9823437412786156E+00	  -6.9375000000000000E+00	
  +5.1500000000000000E+01	  +1.0000000000000000E+01	  +1.0056764808215295E+01	  +6.0671875000000002E+00	  +9.9823442923097581E+00	  -7.1125000000000007E+00	
  +5.1750000000000000E+01	  +1.0000000000000000E+01	  +1.0056474271373347E+01	  +6.0679315476190476E+00	  +9.9823448439085976E+00	  -7.2125000000000004E+00	
  +5.2000000000000000E+01	  +1.0000000000000000E+01	  +1.0056183732715539E+01	  +6.0686755952380951E+00	  +9.9823453960751163E+00	  -7.2374999999999998E+00	
  +5.2250000000000000E+01	  +1.0000000000000000E+01	  +1.0055893192251213E+01	  +6.0694196428571434E+00	  +9.9823459488092965E+00	  -7.2625000000000002E+00	
  +5.2500000000000000E+01	  +1.0000000000000000E+01	  +1.0055602649989712E+01	  +6.0701636904761909E+00	  +9.9823465021111222E+00	  -7.2874999999999996E+00	
  +5.2750000000000000E+01	  +1.0000000000000000E+01	  +1.0055312105940379E+01	  +6.0709077380952383E+00	  +9.9823470559805720E+00	  -7.2750000000000004E+00	
  +5.3000000000000000E+01	  +1.0000000000000000E+01	  +1.0055021560112554E+01	  +6.0716517857142858E+00	  +9.9823476104176301E+00	  -7.2249999999999996E+00	
  +5.3250000000000000E+01	  +1.0000000000000000E+01	  +1.0054731012515578E+01	  +6.0723958333333332E+00	  +9.9823481654222803E+00	  -7.1749999999999989E+00	
  +5.3500000000000000E+01	  +1.0000000000000000E+01	  +1.0054440463158798E+01	  +6.0731398809523807E+00	  +9.9823487209945014E+00	  -7.1250000000000000E+00	
  +5.3750000000000000E+01	  +1.0000000000000000E+01	  +1.0054149912051551E+01	  +6.0738839285714290E+00	  +9.9823492771342774E+00	  -7.0000000000000000E+00	
  +5.4000000000000000E+01	  +1.0000000000000000E+01	  +1.0053859359203182E+01	  +6.0746279761904765E+00	  +9.9823498338415906E+00	  -6.7999999999999989E+00	
  +5.4250000000000000E+01	  +1.0000000000000000E+01	  +1.0053568804623035E+01	  +6.0753720238095239E+00	  +9.9823503911164231E+00	  -6.5999999999999996E+00	
  +5.4500000000000000E+01	  +1.0000000000000000E+01	  +1.0053278248320447E+01	  +6.0761160714285714E+00	  +9.9823509489587554E+00	  -6.4000000000000004E+00	
  +5.4750000000000000E+01	  +1.0000000000000000E+01	  +1.0052987690304766E+01	  +6.0768601190476197E+00	  +9.9823515073685716E+00	  -6.2249999999999996E+00	
  +5.5000000000000000E+01	  +1.0000000000000000E+01	  +1.0052697130585333E+01	  +6.0776041666666671E+00	  +9.9823520663458520E+00	  -6.0750000000000002E+00	
  +5.5250000000000000E+01	  +1.0000000000000000E+01	  +1.0052406569171490E+01	  +6.0783482142857146E+00	  +9.9823526258905808E+00	  -5.9249999999999998E+00	
  +5.5500000000000000E+01	  +1.0000000000000000E+01	  +1.0052116006072579E+01	  +6.0790922619047620E+00	  +9.9823531860027384E+00	  -5.7750000000000004E+00	
  +5.5750000000000000E+01	  +1.0000000000000000E+01	  +1.0051825441297943E+01	  +6.0798363095238095E+00	  +9.9823537466823069E+00	  -5.6375000000000002E+00	
  +5.6000000000000000E+01	  +1.0000000000000000E+01	  +1.0051534874856925E+01	  +6.0805803571428569E+00	  +9.9823543079292687E+00	  -5.5125000000000002E+00	
  +5.6250000000000000E+01	  +1.0000000000000000E+01	  +1.0051244306758868E+01	  +6.0813244047619044E+00	  +9.9823548697436042E+00	  -5.3875000000000002E+00	
  +5.6500000000000000E+01	  +1.0000000000000000E+01	  +1.0050953737013115E+01	  +6.0820684523809527E+00	  +9.9823554321252992E+00	  -5.2625000000000002E+00	
  +5.6750000000000000E+01	  +1.0000000000000000E+01	  +1.0050663165629008E+01	  +6.0828125000000002E+00	  +9.9823559950743306E+00	  -5.1375000000000002E+00	
  +5.7000000000000000E+01	  +1.0000000000000000E+01	  +1.0050372592615890E+01	  +6.0835565476190476E+00	  +9.9823565585906842E+00	  -5.0125000000000002E+00	
  +5.7250000000000000E+01	  +1.0000000000000000E+01	  +1.0050082017983106E+01	  +6.0843005952380951E+00	  +9.9823571226743404E+00	  -4.8875000000000002E+00	
  +5.7500000000000000E+01	  +1.0000000000000000E+01	  +1.0049791441739998E+01	  +6.0850446428571434E+00	  +9.9823576873252815E+00	  -4.7625000000000002E+00	
  +5.7750000000000000E+01	  +1.0000000000000000E+01	  +1.0049500863895908E+01	  +6.0857886904761909E+00	  +9.9823582525434880E+00	  -4.6624999999999996E+00	
  +5.8000000000000000E+01	  +1.0000000000000000E+01	  +1.0049210284460180E+01	  +6.0865327380952383E+00	  +9.9823588183289438E+00	  -4.5875000000000004E+00	
  +5.8250000000000000E+01	  +1.0000000000000000E+01	  +1.0048919703442158E+01	  +6.0872767857142858E+00	  +9.9823593846816294E+00	  -4.5125000000000011E+00	
  +5.8500000000000000E+01	  +1.0000000000000000E+01	  +1.0048629120851182E+01	  +6.0880208333333332E+00	  +9.9823599516015253E+00	  -4.4375000000000000E+00	
  +5.8750000000000000E+01	  +1.0000000000000000E+01	  +1.0048338536696599E+01	  +6.0887648809523807E+00	  +9.9823605190886173E+00	  -4.3125000000000000E+00	
  +5.9000000000000000E+01	  +1.0000000000000000E+01	  +1.0048047950987751E+01	  +6.0895089285714290E+00	  +9.9823610871428823E+00	  -4.1375000000000011E+00	
  +5.9250000000000000E+01	  +1.0000000000000000E+01	  +1.0047757363733982E+01	  +6.0902529761904765E+00	  +9.9823616557643060E+00	  -3.9625000000000004E+00	
  +5.9500000000000000E+01	  +1.0000000000000000E+01	  +1.0047466774944636E+01	  +6.0909970238095239E+00	  +9.9823622249528672E+00	  -3.7875000000000001E+00	
  +5.9750000000000000E+01	  +1.0000000000000000E+01	  +1.0047176184629054E+01	  +6.0917410714285714E+00	  +9.9823627947085498E+00	  -3.6125000000000003E+00	
  +6.0000000000000000E+01	  +1.0000000000000000E+01	  +1.0046885592796581E+01	  +6.0924851190476197E+00	  +9.9823633650313344E+00	  -3.4375000000000000E+00	
  +6.0250000000000000E+01	  +1.0000000000000000E+01	  +1.0046594999456561E+01	  +6.0932291666666671E+00	  +9.9823639359212031E+00	  -3.2625000000000002E+00	
  +6.0500000000000000E+01	  +1.0000000000000000E+01	  +1.0046304404618338E+01	  +6.0939732142857146E+00	  +9.9823645073781364E+00	  -3.0874999999999999E+00	
  +6.0750000000000000E+01	  +1.0000000000000000E+01	  +1.0046013808291253E+01	  +6.0947172619047620E+00	  +9.9823650794021184E+00	  -2.9125000000000001E+00	
  +6.1000000000000000E+01	  +1.0000000000000000E+01	  +1.0045723210484654E+01	  +6.0954613095238095E+00	  +9.9823656519931276E+00	  -2.7374999999999998E+00	
  +6.1250000000000000E+01	  +1.0000000000000000E+01	  +1.0045432611207882E+01	  +6.0962053571428569E+00	  +9.9823662251511465E+00	  -2.5625000000000000E+00	
  +6.1500000000000000E+01	  +1.0000000000000000E+01	  +1.0045142010470281E+01	  +6.0969494047619044E+00	  +9.9823667988761589E+00	  -2.3874999999999997E+00	
  +6.1750000000000000E+01	  +1.0000000000000000E+01	  +1.0044851408281197E+01	  +6.0976934523809527E+00	  +9.9823673731681435E+00	  -2.2624999999999997E+00	
  +6.2000000000000000E+01	  +1.0000000000000000E+01	  +1.0044560804649970E+01	  +6.0984375000000002E+00	  +9.9823679480270844E+00	  -2.1875000000000000E+00	
  +6.2250000000000000E+01	  +1.0000000000000000E+01	  +1.0044270199585949E+01	  +6.0991815476190476E+00	  +9.9823685234529620E+00	  -2.1124999999999998E+00	
  +6.2500000000000000E+01	  +1.0000000000000000E+01	  +1.0043979593098472E+01	  +6.0999255952380951E+00	  +9.9823690994457550E+00	  -2.0375000000000001E+00	
  +6.2750000000000000E+01	  +1.0000000000000000E+01	  +1.0043688985196889E+01	  +6.1006696428571434E+00	  +9.9823696760054492E+00	  -1.9500000000000000E+00	
  +6.3000000000000000E+01	  +1.0000000000000000E+01	  +1.0043398375890540E+01	  +6.1014136904761909E+00	  +9.9823702531320251E+00	  -1.8500000000000001E+00	
  +6.3250000000000000E+01	  +1.0000000000000000E+01	  +1.0043107765188772E+01	  +6.1021577380952383E+00	  +9.9823708308254631E+00	  -1.7500000000000000E+00	
  +6.3500000000000000E+01	  +1.0000000000000000E+01	  +1.0042817153100927E+01	  +6.1029017857142858E+00	  +9.9823714090857436E+00	  -1.6500000000000001E+00	
  +6.3750000000000000E+01	  +1.0000000000000000E+01	  +1.0042526539636352E+01	  +6.1036458333333332E+00	  +9.9823719879128490E+00	  -1.6250000000000000E+00	
  +6.4000000000000000E+01	  +1.0000000000000000E+01	  +1.0042235924804388E+01	  +6.1043898809523807E+00	  +9.9823725673067631E+00	  -1.6750000000000003E+00	
  +6.4250000000000000E+01	  +1.0000000000000000E+01	  +1.0041945308614382E+01	  +6.1051339285714290E+00	  +9.9823731472674631E+00	  -1.7250000000000001E+00	
  +6.4500000000000000E+01	  +1.0000000000000000E+01	  +1.0041654691075676E+01	  +6.1058779761904765E+00	  +9.9823737277949345E+00	  -1.7749999999999999E+00	
  +6.4750000000000000E+01	  +1.0000000000000000E+01	  +1.0041364072197617E+01	  +6.1066220238095239E+00	  +9.9823743088891543E+00	  -1.8125000000000000E+00	
  +6.5000000000000000E+01	  +1.0000000000000000E+01	  +1.0041073451989547E+01	  +6.1073660714285714E+00	  +9.9823748905501066E+00	  -1.8374999999999999E+00	
  +6.5250000000000000E+01	  +1.0000000000000000E+01	  +1.0040782830460811E+01	  +6.1081101190476197E+00	  +9.9823754727777736E+00	  -1.8625000000000000E+00	
  +6.5500000000000000E+01	  +1.0000000000000000E+01	  +1.0040492207620757E+01	  +6.1088541666666671E+00	  +9.9823760555721339E+00	  -1.8875000000000000E+00	
  +6.5750000000000000E+01	  +1.0000000000000000E+01	  +1.0040201583478726E+01	  +6.1095982142857146E+00	  +9.9823766389331698E+00	  -1.8999999999999999E+00	
  +6.6000000000000000E+01	  +1.0000000000000000E+01	  +1.0039910958044063E+01	  +6.1103422619047620E+00	  +9.9823772228608636E+00	  -1.8999999999999999E+00	
  +6.6250000000000000E+01	  +1.0000000000000000E+01	  +1.0039620331326114E+01	  +6.1110863095238095E+00	  +9.9823778073551956E+00	  -1.8999999999999999E+00	
  +6.6500000000000000E+01	  +1.0000000000000000E+01	  +1.0039329703334221E+01	  +6.1118303571428569E+00	  +9.9823783924161464E+00	  -1.8999999999999999E+00	
  +6.6750000000000000E+01	  +1.0000000000000000E+01	  +1.0039039074077733E+01	  +6.1125744047619044E+00	  +9.9823789780436982E+00	  -1.9375000000000000E+00	
  +6.7000000000000000E+01	  +1.0000000000000000E+01	  +1.0038748443565993E+01	  +6.1133184523809527E+00	  +9.9823795642378315E+00	  -2.0125000000000002E+00	
  +6.7250000000000000E+01	  +1.0000000000000000E+01	  +1.0038457811808344E+01	  +6.1140625000000002E+00	  +9.9823801509985284E+00	  -2.0874999999999999E+00	
  +6.7500000000000000E+01	  +1.0000000000000000E+01	  +1.0038167178814133E+01	  +6.1148065476190476E+00	  +9.9823807383257677E+00	  -2.1625000000000001E+00	
  +6.7750000000000000E+01	  +1.0000000000000000E+01	  +1.0037876544592704E+01	  +6.1155505952380951E+00	  +9.9823813262195333E+00	  -2.2125000000000004E+00	
  +6.8000000000000000E+01	  +1.0000000000000000E+01	  +1.0037585909153403E+01	  +6.1162946428571434E+00	  +9.9823819146798058E+00	  -2.2374999999999998E+00	
  +6.8250000000000000E+01	  +1.0000000000000000E+01	  +1.0037295272505574E+01	  +6.1170386904761909E+00	  +9.9823825037065657E+00	  -2.2625000000000002E+00	
  +6.8500000000000000E+01	  +1.0000000000000000E+01	  +1.0037004634658562E+01	  +6.1177827380952383E+00	  +9.9823830932997932E+00	  -2.2874999999999996E+00	
  +6.8750000000000000E+01	  +1.0000000000000000E+01	  +1.0036713995621712E+01	  +6.1185267857142858E+00	  +9.9823836834594708E+00	  -2.3750000000000000E+00	
  +6.9000000000000000E+01	  +1.0000000000000000E+01	  +1.0036423355404370E+01	  +6.1192708333333332E+00	  +9.9823842741855788E+00	  -2.5249999999999995E+00	
  +6.9250000000000000E+01	  +1.0000000000000000E+01	  +1.0036132714015881E+01	  +6.1200148809523807E+00	  +9.9823848654780978E+00	  -2.6749999999999998E+00	
  +6.9500000000000000E+01	  +1.0000000000000000E+01	  +1.0035842071465591E+01	  +6.1207589285714290E+00	  +9.9823854573370099E+00	  -2.8250000000000002E+00	
  +6.9750000000000000E+01	  +1.0000000000000000E+01	  +1.0035551427762844E+01	  +6.1215029761904765E+00	  +9.9823860497622956E+00	  -2.9874999999999998E+00	
  +7.0000000000000000E+01	  +1.0000000000000000E+01	  +1.0035260782916984E+01	  +6.1222470238095239E+00	  +9.9823866427539354E+00	  -3.1625000000000001E+00	
  +7.0250000000000000E+01	  +1.0000000000000000E+01	  +1.0034970136937359E+01	  +6.1229910714285714E+00	  +9.9823872363119115E+00	  -3.3374999999999999E+00	
  +7.0500000000000000E+01	  +1.0000000000000000E+01	  +1.0034679489833312E+01	  +6.1237351190476197E+00	  +9.9823878304362026E+00	  -3.5125000000000002E+00	
  +7.0750000000000000E+01	  +1.0000000000000000E+01	  +1.0034388841614192E+01	  +6.1244791666666671E+00	  +9.9823884251267909E+00	  -3.6875000000000000E+00	
  +7.1000000000000000E+01	  +1.0000000000000000E+01	  +1.0034098192289340E+01	  +6.1252232142857146E+00	  +9.9823890203836587E+00	  -3.8624999999999998E+00	
  +7.1250000000000000E+01	  +1.0000000000000000E+01	  +1.0033807541868104E+01	  +6.1259672619047620E+00	  +9.9823896162067847E+00	  -4.0374999999999996E+00	
  +7.1500000000000000E+01	  +1.0000000000000000E+01	  +1.0033516890359829E+01	  +6.1267113095238095E+00	  +9.9823902125961492E+00	  -4.2125000000000004E+00	
  +7.1750000000000000E+01	  +1.0000000000000000E+01	  +1.0033226237773860E+01	  +6.1274553571428569E+00	  +9.9823908095517364E+00	  -4.2374999999999998E+00	
  +7.2000000000000000E+01	  +1.0000000000000000E+01	  +1.0032935584119544E+01	  +6.1281994047619044E+00	  +9.9823914070735231E+00	  -4.1124999999999998E+00	
  +7.2250000000000000E+01	  +1.0000000000000000E+01	  +1.0032644929406224E+01	  +6.1289434523809527E+00	  +9.9823920051614934E+00	  -3.9874999999999998E+00	
  +7.2500000000000000E+01	  +1.0000000000000000E+01	  +1.0032354273643250E+01	  +6.1296875000000002E+00	  +9.9823926038156259E+00	  -3.8624999999999998E+00	
  +7.2750000000000000E+01	  +1.0000000000000000E+01	  +1.0032063616839963E+01	  +6.1304315476190476E+00	  +9.9823932030359011E+00	  -3.8125000000000000E+00	
  +7.3000000000000000E+01	  +1.0000000000000000E+01	  +1.0031772959005711E+01	  +6.1311755952380951E+00	  +9.9823938028223029E+00	  -3.8374999999999995E+00	
  +7.3250000000000000E+01	  +1.0000000000000000E+01	  +1.0031482300149840E+01	  +6.1319196428571434E+00	  +9.9823944031748084E+00	  -3.8624999999999998E+00	
  +7.3500000000000000E+01	  +1.0000000000000000E+01	  +1.0031191640281694E+01	  +6.1326636904761909E+00	  +9.9823950040933997E+00	  -3.8875000000000002E+00	
  +7.3750000000000000E+01	  +1.0000000000000000E+01	  +1.0030900979410621E+01	  +6.1334077380952383E+00	  +9.9823956055780592E+00	  -3.9124999999999996E+00	
  +7.4000000000000000E+01	  +1.0000000000000000E+01	  +1.0030610317545966E+01	  +6.1341517857142858E+00	  +9.9823962076287636E+00	  -3.9375000000000000E+00	
  +7.4250000000000000E+01	  +1.0000000000000000E+01	  +1.0030319654697074E+01	  +6.1348958333333332E+00	  +9.9823968102454970E+00	  -3.9625000000000004E+00	
  +7.4500000000000000E+01	  +1.0000000000000000E+01	  +1.0030028990873292E+01	  +6.1356398809523807E+00	  +9.9823974134282381E+00	  -3.9874999999999998E+00	
  +7.4750000000000000E+01	  +1.0000000000000000E+01	  +1.0029738326083967E+01	  +6.1363839285714290E+00	  +9.9823980171769691E+00	  -3.9500000000000002E+00	
  +7.5000000000000000E+01	  +1.0000000000000000E+01	  +1.0029447660338441E+01	  +6.1371279761904765E+00	  +9.9823986214916705E+00	  -3.8499999999999996E+00	
  +7.5250000000000000E+01	  +1.0000000000000000E+01	  +1.0029156993646064E+01	  +6.1378720238095239E+00	  +9.9823992263723209E+00	  -3.7500000000000000E+00	
  +7.5500000000000000E+01	  +1.0000000000000000E+01	  +1.0028866326016180E+01	  +6.1386160714285714E+00	  +9.9823998318189027E+00	  -3.6500000000000004E+00	
  +7.5750000000000000E+01	  +1.0000000000000000E+01	  +1.0028575657458136E+01	  +6.1393601190476197E+00	  +9.9824004378313944E+00	  -3.5875000000000004E+00	
  +7.6000000000000000E+01	  +1.0000000000000000E+01	  +1.0028284987981277E+01	  +6.1401041666666671E+00	  +9.9824010444097784E+00	  -3.5625000000000000E+00	
  +7.6250000000000000E+01	  +1.0000000000000000E+01	  +1.0027994317594949E+01	  +6.1408482142857146E+00	  +9.9824016515540350E+00	  -3.5374999999999996E+00	
  +7.6500000000000000E+01	  +1.0000000000000000E+01	  +1.0027703646308501E+01	  +6.1415922619047620E+00	  +9.9824022592641448E+00	  -3.5125000000000002E+00	
  +7.6750000000000000E+01	  +1.0000000000000000E+01	  +1.0027412974131275E+01	  +6.1423363095238095E+00	  +9.9824028675400882E+00	  -3.4874999999999998E+00	
  +7.7000000000000000E+01	  +1.0000000000000000E+01	  +1.0027122301072621E+01	  +6.1430803571428569E+00	  +9.9824034763818439E+00	  -3.4625000000000004E+00	
  +7.7250000000000000E+01	  +1.0000000000000000E+01	  +1.0026831627141881E+01	  +6.1438244047619044E+00	  +9.9824040857893941E+00	  -3.4375000000000000E+00	
  +7.7500000000000000E+01	  +1.0000000000000000E+01	  +1.0026540952348407E+01	  +6.1445684523809527E+00	  +9.9824046957627193E+00	  -3.4124999999999996E+00	
  +7.7750000000000000E+01	  +1.0000000000000000E+01	  +1.0026250276701541E+01	  +6.1453125000000002E+00	  +9.9824053063017999E+00	  -3.3624999999999998E+00	
  +7.8000000000000000E+01	  +1.0000000000000000E+01	  +1.0025959600210628E+01	  +6.1460565476190476E+00	  +9.9824059174066146E+00	  -3.2875000000000001E+00	
  +7.8250000000000000E+01	  +1.0000000000000000E+01	  +1.0025668922885020E+01	  +6.1468005952380951E+00	  +9.9824065290771458E+00	  -3.2124999999999999E+00	
  +7.8500000000000000E+01	  +1.0000000000000000E+01	  +1.0025378244734059E+01	  +6.1475446428571434E+00	  +9.9824071413133719E+00	  -3.1375000000000002E+00	
  +7.8750000000000000E+01	  +1.0000000000000000E+01	  +1.0025087565767091E+01	  +6.1482886904761909E+00	  +9.9824077541152754E+00	  -3.0875000000000004E+00	
  +7.9000000000000000E+01	  +1.0000000000000000E+01	  +1.0024796885993466E+01	  +6.1490327380952383E+00	  +9.9824083674828348E+00	  -3.0625000000000000E+00	
  +7.9250000000000000E+01	  +1.0000000000000000E+01	  +1.0024506205422526E+01	  +6.1497767857142858E+00	  +9.9824089814160324E+00	  -3.0374999999999996E+00	
  +7.9500000000000000E+01	  +1.0000000000000000E+01	  +1.0024215524063621E+01	  +6.1505208333333332E+00	  +9.9824095959148451E+00	  -3.0125000000000002E+00	
  +7.9750000000000000E+01	  +1.0000000000000000E+01	  +1.0023924841926096E+01	  +6.1512648809523807E+00	  +9.9824102109792552E+00	  -3.0000000000000000E+00	
  +8.0000000000000000E+01	  +1.0000000000000000E+01	  +1.0023634159019299E+01	  +6.1520089285714290E+00	  +9.9824108266092448E+00	  -3.0000000000000000E+00	
  +8.0250000000000000E+01	  +1.0000000000000000E+01	  +1.0023343475352574E+01	  +6.1527529761904765E+00	  +9.9824114428047910E+00	  -3.0000000000000000E+00	
  +8.0500000000000000E+01	  +1.0000000000000000E+01	  +1.0023052790935269E+01	  +6.1534970238095239E+00	  +9.9824120595658741E+00	  -3.0000000000000000E+00	
