Koordinatensystem : Lambert konform konisch
Rechtswert        : 3834500 Meter
Hochwert          : 2624500 Meter
Hoehenlage        : 72 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3834500 2624500  7 10 16  27.2 1001 244  4.2 5  8.0  34  214  301 386 -467  2
3834500 2624500  7 10 17  26.8 1001 199  5.2 7  8.0  36   40  237 391 -463  2
3834500 2624500  7 10 18  26.3 1000 246  5.9 6  8.1  37   82  183 392 -457  2
3834500 2624500  7 10 19  25.4 1000 227  4.6 6  8.4  40   42  112 389 -449  2
3834500 2624500  7 10 20  24.3 1000 233  5.2 7  8.9  45   15   52 391 -441  2
3834500 2624500  7 10 21  23.2 1000 246  4.5 7  8.9  48    0    5 392 -433  2
3834500 2624500  7 10 22  22.3 1000 238  4.7 7  8.7  50    0    0 390 -428  2
3834500 2624500  7 10 23  21.8 1001 207  5.5 7  8.9  53    0    0 388 -424  2
3834500 2624500  7 10 24  20.8 1001 227  4.3 8  9.1  57    0    0 389 -421  2
3834500 2624500  7 11  1  20.0 1001 268  3.5 7  9.6  63    0    0 387 -415  2
3834500 2624500  7 11  2  16.5 1001 249  2.1 7 10.2  77    0    0 376 -409  2
3834500 2624500  7 11  3  15.9 1002 244  3.1 8  9.9  85    0    0 372 -407  2
3834500 2624500  7 11  4  15.4 1001 232  2.9 8  9.5  85    0    0 372 -406  2
3834500 2624500  7 11  5  15.2 1002 246  2.5 7  9.7  88    0    0 366 -404  2
3834500 2624500  7 11  6  15.5 1002 222  3.3 7  9.6  87    0    6 361 -402  2
3834500 2624500  7 11  7  15.7 1002 220  2.6 8  9.6  86    0   23 366 -402  2
3834500 2624500  7 11  8  16.2 1003 213  3.3 8  9.6  84    0  107 370 -404  2
3834500 2624500  7 11  9  16.7 1004 225  3.5 8  9.4  80    2  179 372 -407  2
3834500 2624500  7 11 10  18.4 1004 274  5.8 6  8.3  65   77  301 363 -411  2
3834500 2624500  7 11 11  19.1 1004 268  4.7 4  7.0  51  276  312 346 -414  2
3834500 2624500  7 11 12  20.8 1005 257  6.0 4  6.4  43  266  347 340 -421  2
3834500 2624500  7 11 13  20.9 1005 267  5.9 4  6.4  41  378  314 343 -431  2
3834500 2624500  7 11 14  20.3 1005 265  6.5 3  6.4  42  447  268 339 -438  2
3834500 2624500  7 11 15  22.5 1005 263  6.8 6  6.3  39  121  331 347 -439  2
3834500 2624500  7 11 16  20.2 1005 269  7.4 5  6.4  40  230  268 354 -440  2
3834500 2624500  7 11 17  21.7 1005 268  5.9 5  6.8  44   96  233 351 -442  2
3834500 2624500  7 11 18  20.0 1005 227  7.4 5  7.4  48   82  169 352 -439  2
3834500 2624500  7 11 19  18.9 1006 264  5.4 5  7.2  51   31  106 347 -433  2
3834500 2624500  7 11 20  18.3 1006 267  4.6 5  7.0  52   14   47 344 -426  2
3834500 2624500  7 11 21  14.8 1006 260  3.2 6  7.5  64    0    5 342 -418  2
3834500 2624500  7 11 22  14.6 1006 236  2.8 4  8.0  76    0    0 335 -409  2
3834500 2624500  7 11 23  13.6 1007 200  2.4 4  7.9  78    0    0 325 -403  2
3834500 2624500  7 11 24  13.0 1007 216  2.5 3  7.9  83    0    0 318 -400  2
3834500 2624500  7 12  1  13.5 1007 169  2.8 1  8.0  83    0    0 305 -398  2
3834500 2624500  7 12  2  13.6 1007 230  3.7 1  7.8  80    0    0 297 -398  2
3834500 2624500  7 12  3  13.6 1007 196  3.1 2  7.7  79    0    0 300 -396  2
3834500 2624500  7 12  4  13.1 1007 236  3.2 4  7.6  79    0    0 312 -394  2
3834500 2624500  7 12  5  12.8 1007 226  3.8 4  7.4  79    0    1 318 -391  2
3834500 2624500  7 12  6  13.2 1007 236  3.5 3  7.4  78   23   42 312 -389  2
3834500 2624500  7 12  7  14.5 1007 204  4.4 3  7.5  75   72   98 309 -390  2
3834500 2624500  7 12  8  15.9 1007 227  4.2 3  7.5  69  191  135 313 -394  2
3834500 2624500  7 12  9  16.9 1007 225  4.8 2  7.5  64  424   95 313 -403  2
3834500 2624500  7 12 10  18.2 1007 260  4.2 4  7.6  60  430  174 323 -413  2
3834500 2624500  7 12 11  19.6 1007 220  5.2 6  7.2  53  236  318 342 -427  2
3834500 2624500  7 12 12  19.3 1007 255  6.0 7  6.7  47   99  362 354 -440  2
3834500 2624500  7 12 13  20.4 1006 265  5.9 6  6.8  47   93  367 356 -445  2
3834500 2624500  7 12 14  20.6 1006 236  5.5 5  7.0  46  243  342 355 -440  2
3834500 2624500  7 12 15  21.3 1005 257  4.3 4  7.1  46  123  327 351 -438  2
3834500 2624500  7 12 16  20.3 1004 259  3.6 6  7.1  46    0  163 355 -443  2
3834500 2624500  7 12 17  20.2 1004 230  3.3 8  7.0  47    0  109 367 -438  2
3834500 2624500  7 12 18  18.5 1003 260  3.4 8  7.5  53    0   70 373 -431  2
3834500 2624500  7 12 19  17.6 1003 245  4.5 8  7.7  59    0   34 371 -424  2
3834500 2624500  7 12 20  15.9 1003 269  3.0 8  8.0  66    0    9 370 -417  2
3834500 2624500  7 12 21  15.3 1002 194  2.4 7  8.5  76    0    0 364 -411  2
3834500 2624500  7 12 22  14.6 1002  41  0.5 8  9.0  84    0    0 365 -408  2
3834500 2624500  7 12 23  14.4 1001  84  1.9 8  9.2  88    0    0 370 -407  2
3834500 2624500  7 12 24  14.5 1001 233  1.8 8  9.2  88    0    0 372 -406  2
3834500 2624500  7 13  1  14.3 1002 213  1.7 6  9.2  88    0    0 363 -404  2
3834500 2624500  7 13  2  13.4 1002 143  1.4 5  8.9  89    0    0 346 -403  2
3834500 2624500  7 13  3  12.8 1002  23  1.3 4  8.6  90    0    0 332 -401  2
3834500 2624500  7 13  4  13.0 1002 248  1.8 4  8.5  91    0    0 325 -400  2
3834500 2624500  7 13  5  12.6 1002 228  1.5 5  8.4  90    0    0 328 -398  2
3834500 2624500  7 13  6  13.1 1003 192  2.5 6  8.3  88    0   17 337 -397  2
3834500 2624500  7 13  7  13.8 1003 216  2.6 7  8.2  84    0   68 346 -396  2
3834500 2624500  7 13  8  14.7 1003 228  2.9 5  7.8  76   92  176 343 -396  2
3834500 2624500  7 13  9  14.8 1004 242  5.4 5  7.6  72  129  247 334 -404  2
3834500 2624500  7 13 10  17.4 1004 252  4.7 5  7.4  64  208  296 338 -415  2
3834500 2624500  7 13 11  18.2 1005 243  4.7 7  7.0  54   88  347 353 -417  2
3834500 2624500  7 13 12  18.4 1004 253  3.7 6  7.0  53   77  369 362 -412  2
3834500 2624500  7 13 13  19.3 1004 224  5.4 6  7.0  51  131  386 360 -406  2
3834500 2624500  7 13 14  19.5 1004 232  5.0 7  6.9  48   69  361 366 -404  2
3834500 2624500  7 13 15  20.1 1004 224  5.8 7  6.9  48   47  316 370 -405  2
3834500 2624500  7 13 16  20.4 1004 198  4.5 6  7.1  47   69  287 367 -414  2
3834500 2624500  7 13 17  19.6 1003 235  3.6 7  7.2  49    6  191 366 -422  2
3834500 2624500  7 13 18  19.1 1003 232  2.9 8  7.3  52    0   70 372 -421  2
3834500 2624500  7 13 19  18.8 1003 211  3.5 7  7.6  55    0   55 371 -420  2
3834500 2624500  7 13 20  16.3 1002 116  2.0 8  8.5  67    0   26 367 -416  2
3834500 2624500  7 13 21  15.6 1002  83  2.5 8  9.2  80    0    4 369 -409  2
3834500 2624500  7 13 22  15.2 1001 108  3.0 7  9.3  84    0    0 362 -403  2
3834500 2624500  7 13 23  15.3 1001  98  2.3 7  9.3  85    0    0 357 -401  2
3834500 2624500  7 13 24  15.2 1000 114  1.9 8  9.5  86    0    0 360 -398  2
3834500 2624500  7 14  1  15.1  999  91  1.3 8  9.7  89    0    0 363 -394  2
3834500 2624500  7 14  2  15.0  999  64  1.4 8  9.8  90    0    0 361 -391  2
3834500 2624500  7 14  3  15.1  999   0  0.7 8  9.9  91    0    0 361 -388  2
3834500 2624500  7 14  4  14.9  999  94  0.9 8  9.9  91    0    0 363 -385  2
3834500 2624500  7 14  5  14.8  998  13  0.9 8  9.9  92    0    0 363 -384  2
3834500 2624500  7 14  6  15.4  998  21  0.5 8 10.0  91    0   20 366 -385  2
3834500 2624500  7 14  7  16.0  999 112  1.0 8 10.4  91    0   49 370 -389  2
3834500 2624500  7 14  8  16.3  999  15  0.6 8 10.6  91    0   91 372 -396  2
3834500 2624500  7 14  9  17.0  999 171  0.9 8 10.7  89    9  204 375 -405  2
3834500 2624500  7 14 10  17.7  999 218  1.4 8 11.2  89   23  269 380 -414  2
3834500 2624500  7 14 11  19.1  999 221  3.0 7 11.7  87   72  334 379 -418  2
3834500 2624500  7 14 12  19.7  999 162  2.3 7 11.7  82    4  265 380 -420  2
3834500 2624500  7 14 13  19.7  998 109  3.4 7 11.7  80    0  196 381 -420  2
3834500 2624500  7 14 14  20.5  998 153  4.4 6 12.1  80   17  309 378 -421  2
3834500 2624500  7 14 15  20.7  997 167  3.3 8 12.5  81    1  222 386 -422  2
3834500 2624500  7 14 16  18.2  996 135  4.0 7 12.4  86    0  153 385 -421  2
3834500 2624500  7 14 17  19.0  997 115  3.7 8 12.2  89    0   71 382 -417  2
3834500 2624500  7 14 18  20.8  997 142  3.4 6 12.6  85   47  173 380 -412  2
3834500 2624500  7 14 19  20.7  997 135  3.9 4 12.9  82   61  106 365 -408  2
3834500 2624500  7 14 20  20.2  998 232  4.8 7 12.8  83    3   39 367 -405  2
3834500 2624500  7 14 21  16.1  999 326  4.7 7 10.7  81    0    0 371 -403  2
3834500 2624500  7 14 22  15.6 1001 318  2.8 8  9.0  79    0    0 365 -400  2
3834500 2624500  7 14 23  15.4 1002 294  2.4 8  8.8  79    0    0 368 -398  2
3834500 2624500  7 14 24  15.0 1003 333  2.1 7  8.8  80    0    0 360 -395  2
3834500 2624500  7 15  1  14.2 1004   5  1.8 7  8.8  84    0    0 352 -394  2
3834500 2624500  7 15  2  14.0 1004   5  1.8 7  8.7  86    0    0 350 -393  2
3834500 2624500  7 15  3  13.6 1004 230  2.0 7  8.7  87    0    0 349 -392  2
3834500 2624500  7 15  4  13.4 1005 334  2.3 7  8.7  89    0    0 347 -390  2
3834500 2624500  7 15  5  13.4 1005 154  0.9 7  8.6  89    0    0 346 -388  2
3834500 2624500  7 15  6  13.6 1006 204  0.9 6  8.7  89    4   35 339 -387  2
3834500 2624500  7 15  7  14.8 1006 219  1.1 6  8.9  87    3   77 335 -391  2
3834500 2624500  7 15  8  15.3 1007 200  0.9 7  8.8  82    7  136 341 -398  2
3834500 2624500  7 15  9  15.4 1007 239  1.4 7  8.5  77    0  156 347 -408  2
3834500 2624500  7 15 10  15.9 1007 295  1.7 7  8.1  73    0  184 347 -419  2
3834500 2624500  7 15 11  16.5 1007 301  1.3 8  7.7  66    0  215 354 -435  2
3834500 2624500  7 15 12  17.6 1008 306  1.4 8  7.8  64   17  298 363 -449  2
3834500 2624500  7 15 13  18.2 1008 194  1.5 7  8.0  62   69  350 362 -457  2
3834500 2624500  7 15 14  19.3 1008 331  0.9 7  8.1  60  106  346 361 -464  2
3834500 2624500  7 15 15  19.5 1008  56  1.7 8  7.9  56   79  311 366 -455  2
3834500 2624500  7 15 16  19.9 1008  80  2.1 7  7.6  53   76  270 367 -440  2
3834500 2624500  7 15 17  20.7 1008  65  2.1 7  7.8  52  116  218 365 -436  2
3834500 2624500  7 15 18  19.4 1007  61  2.0 7  7.8  53   33  159 364 -433  2
3834500 2624500  7 15 19  19.1 1007  55  1.7 8  7.9  56    0   59 365 -429  2
3834500 2624500  7 15 20  17.6 1007  62  1.8 8  8.3  63    0   18 367 -423  2
3834500 2624500  7 15 21  16.4 1006  47  1.9 8  8.7  71    0    1 365 -416  2
3834500 2624500  7 15 22  15.7 1007  72  2.2 8  8.8  77    0    0 364 -411  2
3834500 2624500  7 15 23  15.3 1007 115  1.4 8  8.7  79    0    0 363 -407  2
3834500 2624500  7 15 24  14.8 1007  25  1.8 8  8.6  80    0    0 363 -402  2
3834500 2624500  7 16  1  14.2 1007 325  0.9 8  8.7  83    0    0 359 -397  2
3834500 2624500  7 16  2  13.9 1007  10  0.8 8  8.8  87    0    0 355 -392  2
3834500 2624500  7 16  3  13.8 1007 334  1.1 8  8.8  88    0    0 350 -386  2
3834500 2624500  7 16  4  13.4 1006  27  1.2 8  8.6  88    0    0 347 -382  2
3834500 2624500  7 16  5  13.4 1006  64  1.9 8  8.6  89    0    0 347 -379  2
3834500 2624500  7 16  6  13.9 1006 350  1.4 8  8.7  89    0    7 347 -378  2
3834500 2624500  7 16  7  14.9 1007   4  1.3 8  8.7  84    0   20 348 -382  2
3834500 2624500  7 16  8  15.5 1007  69  1.6 8  8.6  79    0   64 349 -394  2
3834500 2624500  7 16  9  16.2 1007  33  2.1 8  8.7  77   10  196 352 -411  2
3834500 2624500  7 16 10  17.1 1007 299  1.4 7  8.8  74   66  272 349 -431  2
3834500 2624500  7 16 11  18.4 1008 322  2.5 6  8.8  69  227  292 345 -446  2
3834500 2624500  7 16 12  18.2 1008 332  1.6 5  8.8  66  198  332 339 -450  2
3834500 2624500  7 16 13  19.8 1008 291  1.4 7  8.8  64    8  280 348 -442  2
3834500 2624500  7 16 14  17.9 1008  35  3.8 6  9.0  66   60  330 352 -450  2
3834500 2624500  7 16 15  15.9 1007  99  3.6 8  9.2  76    0  123 351 -466  2
3834500 2624500  7 16 16  17.4 1007  68  2.5 6  9.2  77    0  188 350 -467  2
3834500 2624500  7 16 17  16.6 1007 154  2.9 7  8.9  73    0  110 348 -457  2
3834500 2624500  7 16 18  16.0 1007 271  2.2 7  9.0  77    1  122 351 -443  2
3834500 2624500  7 16 19  15.4 1007   1  1.1 7  9.2  82   32   97 352 -432  2
3834500 2624500  7 16 20  15.3 1007 205  1.2 7  9.2  83   17   40 352 -421  2
3834500 2624500  7 16 21  15.0 1007 233  1.0 7  9.2  85    0    0 353 -415  2
3834500 2624500  7 16 22  14.7 1007 275  1.1 8  9.1  86    0    0 357 -410  2
3834500 2624500  7 16 23  15.3 1007 247  1.2 7  9.4  84    0    0 362 -406  2
3834500 2624500  7 16 24  16.2 1007 214  1.4 6  9.9  83    0    0 355 -402  2
3834500 2624500  7 17  1  17.4 1010 167  1.6 6 10.5  81    0    0 365 -438  2
3834500 2624500  7 17  2  18.4 1010 139  1.7 5 11.1  81    0    0 355 -433  2
3834500 2624500  7 17  3  19.1 1009 118  1.6 5 11.7  82    0    0 354 -430  2
3834500 2624500  7 17  4  19.0 1010 115  1.6 6 11.9  85    0    0 359 -429  2
3834500 2624500  7 17  5  19.0 1010  88  1.5 6 11.8  84    0    0 361 -428  2
3834500 2624500  7 17  6  18.9 1010  14  1.4 8 12.0  88    0   21 364 -429  2
3834500 2624500  7 17  7  18.9 1010 195  2.4 7 12.1  88    0   36 365 -431  2
3834500 2624500  7 17  8  18.2 1011 194  2.1 6 11.9  88    0   52 354 -435  2
3834500 2624500  7 17  9  18.8 1011 169  2.5 8 11.8  88    0   57 357 -443  2
3834500 2624500  7 17 10  19.3 1011 195  2.4 8 12.0  86   20  252 366 -455  2
3834500 2624500  7 17 11  22.4 1012 262  2.1 6 12.1  78  251  342 369 -469  2
3834500 2624500  7 17 12  24.4 1012 179  2.9 4 11.3  62  364  339 368 -482  2
3834500 2624500  7 17 13  25.3 1011 230  3.5 4  9.5  48  238  389 367 -491  2
3834500 2624500  7 17 14  25.6 1011 206  4.7 5  8.8  43  335  349 371 -493  2
3834500 2624500  7 17 15  25.3 1011 200  5.5 5  8.2  40  228  346 373 -492  2
3834500 2624500  7 17 16  23.8 1012 284  5.3 6  8.1  42  183  301 374 -492  2
3834500 2624500  7 17 17  23.9 1012 336  2.9 7  9.0  49   61  227 380 -486  2
3834500 2624500  7 17 18  22.7 1012 346  3.7 8  8.8  49   13  142 388 -476  2
3834500 2624500  7 17 19  22.6 1013 324  4.1 8  8.1  47    7   87 390 -465  2
3834500 2624500  7 17 20  22.1 1013 317  3.8 6  7.3  43    0   14 379 -452  2
3834500 2624500  7 17 21  20.7 1014 322  2.4 6  7.2  45    0    0 366 -439  2
3834500 2624500  7 17 22  19.4 1015 314  2.3 5  7.5  51    0    0 359 -429  2
3834500 2624500  7 17 23  17.9 1015 323  1.6 4  7.3  55    0    0 347 -422  2
3834500 2624500  7 17 24  16.9 1016 319  1.5 4  7.2  58    0    0 337 -415  2
3834500 2624500  7 18  1  15.2 1017 349  1.1 3  7.3  64    0    0 328 -409  2
3834500 2624500  7 18  2  15.0 1018 278  1.2 1  7.4  69    0    0 311 -403  2
3834500 2624500  7 18  3  13.7 1018 322  2.0 0  7.2  71    0    0 296 -398  2
3834500 2624500  7 18  4  12.5 1018  56  0.9 0  7.1  76    0    0 287 -393  2
3834500 2624500  7 18  5  12.2 1018 327  2.3 1  7.1  80    0    3 289 -389  2
3834500 2624500  7 18  6  12.7 1019 220  1.6 0  7.2  80   27   41 288 -387  2
3834500 2624500  7 18  7  14.7 1019   8  0.9 0  7.5  77  127   84 287 -390  2
3834500 2624500  7 18  8  16.9 1019   2  1.0 0  7.9  71  265  108 293 -401  2
3834500 2624500  7 18  9  18.2 1019   5  0.9 0  7.7  62  406  125 298 -418  2
3834500 2624500  7 18 10  20.9 1019 334  1.6 0  7.3  52  524  142 306 -437  2
3834500 2624500  7 18 11  22.9 1020 301  2.3 1  6.3  39  596  166 317 -454  2
3834500 2624500  7 18 12  23.2 1020  35  2.5 2  5.6  32  640  183 328 -468  2
3834500 2624500  7 18 13  25.4 1019 233  2.2 1  5.7  30  706  157 335 -478  2
3834500 2624500  7 18 14  24.3 1019 350  2.1 1  5.4  28  706  144 334 -488  2
3834500 2624500  7 18 15  27.6 1018 315  2.6 2  5.4  26  654  134 343 -494  2
3834500 2624500  7 18 16  27.5 1018 346  2.9 1  5.6  25  573  120 350 -493  2
3834500 2624500  7 18 17  27.3 1018  31  2.1 1  5.6  25  436  116 345 -487  2
3834500 2624500  7 18 18  26.1 1017 326  1.6 1  5.3  25  284  107 341 -480  2
3834500 2624500  7 18 19  25.4 1016  15  1.5 0  5.1  25  147   86 333 -471  2
3834500 2624500  7 18 20  23.6 1016  41  1.6 0  5.6  29   36   44 325 -458  2
3834500 2624500  7 18 21  20.3 1016  81  2.6 1  6.5  40    0    0 323 -444  2
3834500 2624500  7 18 22  19.3 1016 100  1.4 0  6.9  48    0    0 316 -431  2
3834500 2624500  7 18 23  19.6 1017 168  1.4 1  6.8  48    0    0 315 -421  2
3834500 2624500  7 18 24  17.9 1017  94  1.6 1  6.8  51    0    0 317 -413  2
3834500 2624500  7 19  1  16.8 1017 181  2.1 0  7.0  57    0    0 309 -408  2
3834500 2624500  7 19  2  16.1 1016 336  0.9 1  7.2  62    0    0 308 -402  2
3834500 2624500  7 19  3  15.8 1016 315  1.2 1  7.3  65    0    0 310 -395  2
3834500 2624500  7 19  4  14.7 1016 280  0.9 0  7.4  69    0    0 304 -391  2
3834500 2624500  7 19  5  13.7 1016 291  0.6 0  7.5  74    0    3 297 -386  2
3834500 2624500  7 19  6  13.9 1016 276  0.4 0  7.6  78   27   40 295 -384  2
3834500 2624500  7 19  7  16.0 1016  17  1.1 0  8.0  76  126   84 298 -390  2
3834500 2624500  7 19  8  18.3 1016 279  1.0 0  8.2  67  261  109 302 -405  2
3834500 2624500  7 19  9  21.3 1016 309  1.2 0  8.3  57  402  126 310 -424  2
3834500 2624500  7 19 10  24.5 1017 344  1.6 0  8.4  48  529  138 322 -445  2
3834500 2624500  7 19 11  26.3 1016 231  1.6 0  7.4  37  644  136 330 -469  2
3834500 2624500  7 19 12  28.3 1015   7  2.3 0  6.2  28  716  136 337 -493  2
3834500 2624500  7 19 13  28.9 1015  20  2.2 0  5.8  24  739  138 343 -509  2
3834500 2624500  7 19 14  29.0 1014  92  1.8 0  5.5  22  730  131 344 -518  2
3834500 2624500  7 19 15  30.2 1014 128  2.2 1  5.3  21  670  125 349 -523  2
3834500 2624500  7 19 16  30.9 1013  16  2.2 1  5.6  21  572  120 355 -521  2
3834500 2624500  7 19 17  30.1 1012  48  2.3 0  6.1  22  436  115 353 -515  2
3834500 2624500  7 19 18  29.6 1012  78  2.6 0  6.2  24  289  103 347 -506  2
3834500 2624500  7 19 19  29.0 1011  68  2.3 0  6.5  25  144   86 345 -494  2
3834500 2624500  7 19 20  27.3 1011 104  2.4 1  7.0  29   34   44 345 -479  2
3834500 2624500  7 19 21  23.8 1011  82  3.2 2  7.7  38    0    0 342 -463  2
3834500 2624500  7 19 22  22.2 1012 199  3.2 1  8.1  46    0    0 335 -451  2
3834500 2624500  7 19 23  22.0 1012 190  2.6 0  8.1  49    0    0 326 -442  2
3834500 2624500  7 19 24  21.3 1012 151  1.1 1  8.2  50    0    0 323 -435  2
3834500 2624500  7 20  1  19.7 1012 284  1.2 1  8.3  55    0    0 323 -428  2
3834500 2624500  7 20  2  19.4 1011  88  2.1 1  8.4  59    0    0 319 -419  2
3834500 2624500  7 20  3  18.4 1011 151  1.5 1  8.4  62    0    0 317 -414  2
3834500 2624500  7 20  4  17.1 1010 155  0.5 0  8.5  67    0    0 310 -411  2
3834500 2624500  7 20  5  16.8 1009  90  1.2 1  8.8  72    0    2 308 -407  2
3834500 2624500  7 20  6  17.1 1009 110  1.2 3  9.0  74   23   41 316 -404  2
3834500 2624500  7 20  7  18.7 1009  18  1.0 2  9.2  71  116   88 320 -409  2
3834500 2624500  7 20  8  20.8 1010  55  0.7 3  9.3  64  222  131 325 -423  2
3834500 2624500  7 20  9  23.5 1010 353  1.6 4  9.2  55  371  148 338 -445  2
3834500 2624500  7 20 10  27.2 1009  80  2.5 4  9.0  44  513  153 351 -472  2
3834500 2624500  7 20 11  28.3 1008 119  3.4 3  7.8  33  617  159 358 -496  2
3834500 2624500  7 20 12  29.3 1008 141  3.1 3  6.7  27  690  160 360 -516  2
3834500 2624500  7 20 13  30.2 1007  95  3.9 2  6.7  26  711  163 363 -536  2
3834500 2624500  7 20 14  30.9 1006  80  3.7 2  6.9  25  701  156 367 -550  2
3834500 2624500  7 20 15  31.1 1005  84  3.5 3  6.8  24  640  150 370 -553  2
3834500 2624500  7 20 16  31.5 1004 161  3.8 4  6.6  23  527  148 373 -552  2
3834500 2624500  7 20 17  31.7 1004 109  3.1 4  6.6  23  410  132 376 -550  2
3834500 2624500  7 20 18  30.0 1003 117  2.7 5  6.9  25  235  129 375 -541  2
3834500 2624500  7 20 19  29.7 1002 138  2.8 5  7.2  27   72  105 375 -528  2
3834500 2624500  7 20 20  27.5 1002 132  2.1 5  7.3  30   18   42 371 -512  2
3834500 2624500  7 20 21  23.9 1002  96  3.7 6  7.7  37    0    0 364 -495  2
3834500 2624500  7 20 22  23.0 1003 135  3.6 5  8.0  44    0    0 357 -483  2
3834500 2624500  7 20 23  22.4 1003 109  2.4 3  8.0  46    0    0 347 -473  2
3834500 2624500  7 20 24  21.7 1002 133  1.8 2  8.3  50    0    0 340 -462  2
3834500 2624500  7 21  1  20.8 1002  95  1.0 3  8.7  55    0    0 338 -455  2
3834500 2624500  7 21  2  19.6 1002  66  1.5 4  8.9  59    0    0 340 -450  2
3834500 2624500  7 21  3  18.7 1001 357  1.5 4  8.8  63    0    0 338 -444  2
3834500 2624500  7 21  4  18.1 1001 209  1.1 4  9.0  67    0    0 335 -437  2
3834500 2624500  7 21  5  17.4 1000 351  1.7 3  9.2  71    0    2 331 -432  2
3834500 2624500  7 21  6  17.8 1000 209  1.3 3  9.3  73   22   41 328 -429  2
3834500 2624500  7 21  7  19.6 1001 179  1.3 2  9.6  70  107   93 329 -430  2
3834500 2624500  7 21  8  21.9 1000 165  1.2 2  9.8  63  242  123 335 -441  2
3834500 2624500  7 21  9  25.0 1000 185  1.8 3  9.9  54  346  164 347 -458  2
3834500 2624500  7 21 10  28.5 1000 107  1.8 3 10.0  45  435  203 363 -477  2
3834500 2624500  7 21 11  31.3 1000 154  2.4 3  9.5  35  582  185 377 -497  2
3834500 2624500  7 21 12  33.3 1000 220  3.2 2  8.6  28  662  182 386 -518  2
3834500 2624500  7 21 13  32.6  999 180  5.2 3  8.1  26  650  203 390 -530  2
3834500 2624500  7 21 14  33.4  999 267  2.4 4  7.8  24  650  189 395 -534  2
3834500 2624500  7 21 15  33.9  999 257  3.5 5  7.9  24  194  354 404 -538  2
3834500 2624500  7 21 16  32.6  999 236  2.8 6  8.5  26   25  256 408 -541  2
3834500 2624500  7 21 17  30.0  999 277  4.1 6  8.7  30    4  174 403 -537  2
3834500 2624500  7 21 18  28.6 1000 324  3.0 7  8.9  34    0  111 398 -528  2
3834500 2624500  7 21 19  26.4 1000 306  3.4 6  9.5  41    3   79 394 -515  2
3834500 2624500  7 21 20  23.2 1001 271  2.7 7 11.2  56    0   29 388 -502  2
3834500 2624500  7 21 21  22.4 1002 234  2.9 8 12.7  72    0    0 391 -488  2
3834500 2624500  7 21 22  22.6 1003 174  2.4 7 12.5  72    0    0 391 -477  2
3834500 2624500  7 21 23  21.7 1003 130  2.0 6 12.4  73    0    0 384 -469  2
3834500 2624500  7 21 24  21.7 1003 243  3.6 6 12.4  75    0    0 378 -459  2
3834500 2624500  7 22  1  21.6 1003 238  3.2 7 12.2  74    0    0 382 -448  2
3834500 2624500  7 22  2  21.0 1004 239  2.3 7 12.0  75    0    0 384 -439  2
3834500 2624500  7 22  3  20.9 1004 247  2.6 7 11.9  76    0    0 383 -432  2
3834500 2624500  7 22  4  20.1 1004 223  2.0 7 11.6  76    0    0 382 -428  2
3834500 2624500  7 22  5  19.0 1005  21  1.4 7 11.2  78    0    0 378 -426  2
3834500 2624500  7 22  6  19.1 1004 227  2.3 6 11.0  79    0   12 372 -424  2
3834500 2624500  7 22  7  19.8 1005 167  1.4 7 10.9  76    3   66 373 -423  2
3834500 2624500  7 22  8  20.6 1005 244  1.7 6 10.9  73   32  140 375 -424  2
3834500 2624500  7 22  9  21.5 1006 117  2.0 7 10.7  68    0   91 378 -428  2
3834500 2624500  7 22 10  21.3 1006   1  1.7 7 10.8  67    0  156 383 -433  2
3834500 2624500  7 22 11  21.6 1006 208  1.1 7 11.0  68    0  192 383 -436  2
