Koordinatensystem : Lambert konform konisch
Rechtswert        : 3834500 Meter
Hochwert          : 2624500 Meter
Hoehenlage        : 72 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3834500 2624500  3 27  4   8.7  994 332  1.7 8  6.8  94    0    0 326 -338  2
3834500 2624500  3 27  5   7.8  994 351  2.4 8  6.4  93    0    0 323 -337  2
3834500 2624500  3 27  6   7.3  994 358  2.3 7  5.9  90    0    0 315 -338  2
3834500 2624500  3 27  7   7.0  994 359  2.0 8  5.7  89    0   10 314 -339  2
3834500 2624500  3 27  8   7.1  995 323  2.0 5  5.6  87    7   77 301 -340  2
3834500 2624500  3 27  9   7.2  995 312  2.7 6  5.5  86    9  141 290 -343  2
3834500 2624500  3 27 10   7.8  995 304  2.4 7  5.8  88    0  109 302 -348  2
3834500 2624500  3 27 11   7.9  995 307  2.3 7  5.9  87    0   96 308 -357  2
3834500 2624500  3 27 12   8.1  996 308  3.3 8  5.9  87    0   92 312 -367  2
3834500 2624500  3 27 13   9.1  996 320  3.3 8  6.0  85    1  203 317 -376  2
3834500 2624500  3 27 14   9.5  995   5  4.4 8  5.9  80    1  194 320 -384  2
3834500 2624500  3 27 15  10.1  995 350  3.7 8  5.8  76    0  138 321 -385  2
3834500 2624500  3 27 16  10.0  995   2  3.4 8  5.7  74    0   86 322 -382  2
3834500 2624500  3 27 17   9.7  995   8  3.5 7  5.5  72    0   74 316 -377  2
3834500 2624500  3 27 18   9.5  995 359  3.0 7  5.5  73    0   56 310 -370  2
3834500 2624500  3 27 19   9.4  995   9  3.7 8  5.3  71    0    7 314 -361  2
3834500 2624500  3 27 20   8.9  996 353  3.8 8  5.1  69    0    0 317 -353  2
3834500 2624500  3 27 21   8.7  996 288  3.6 8  5.0  70    0    0 315 -348  2
3834500 2624500  3 27 22   8.5  997 284  3.2 8  4.9  70    0    0 314 -344  2
3834500 2624500  3 27 23   8.4  996 333  3.0 8  5.0  71    0    0 313 -341  2
3834500 2624500  3 27 24   8.2  997 283  3.2 8  4.9  70    0    0 313 -339  2
3834500 2624500  3 28  1   7.9  997 322  2.9 8  4.7  69    0    0 311 -336  2
3834500 2624500  3 28  2   7.6  998 329  2.9 8  4.5  68    0    0 310 -335  2
3834500 2624500  3 28  3   7.0  998  17  3.3 8  4.4  68    0    0 309 -333  2
3834500 2624500  3 28  4   5.6  999  52  2.9 8  4.4  73    0    0 308 -331  2
3834500 2624500  3 28  5   3.4 1000 340  3.4 8  4.5  84    0    0 304 -328  2
3834500 2624500  3 28  6   2.4 1000 317  2.7 8  4.4  92    0    0 302 -324  2
3834500 2624500  3 28  7   2.3 1001 336  1.9 8  4.3  94    0    1 302 -320  2
3834500 2624500  3 28  8   2.6 1001 151  1.7 8  4.3  94    0   33 303 -321  2
3834500 2624500  3 28  9   3.5 1002 118  1.2 8  4.4  92    1  101 308 -331  2
3834500 2624500  3 28 10   4.9 1003  94  2.3 7  4.6  89    4  168 311 -348  2
3834500 2624500  3 28 11   5.6 1003 309  2.2 7  4.9  88    2  193 311 -363  2
3834500 2624500  3 28 12   6.3 1004 111  2.2 8  5.1  88    0  142 322 -376  2
3834500 2624500  3 28 13   7.1 1004  49  2.9 8  5.5  89    0  124 330 -387  2
3834500 2624500  3 28 14   8.5 1005   5  2.9 8  5.3  79    0   85 329 -397  2
3834500 2624500  3 28 15   8.5 1005  51  2.3 8  4.7  68    0   74 326 -401  2
3834500 2624500  3 28 16   8.3 1005 280  1.7 8  4.6  67    0   65 322 -399  2
3834500 2624500  3 28 17   8.3 1006 353  2.5 8  4.6  68    0   72 320 -392  2
3834500 2624500  3 28 18   8.2 1006  28  1.3 7  4.7  68    1   57 314 -382  2
3834500 2624500  3 28 19   7.9 1007  10  1.3 6  4.8  71    0   11 307 -370  2
3834500 2624500  3 28 20   7.4 1008  38  1.0 6  4.8  73    0    0 305 -360  2
3834500 2624500  3 28 21   6.7 1009  33  2.2 6  4.9  78    0    0 306 -350  2
3834500 2624500  3 28 22   6.4 1010 124  2.0 6  5.0  83    0    0 308 -342  2
3834500 2624500  3 28 23   6.0 1010 275  1.0 6  5.0  85    0    0 307 -335  2
3834500 2624500  3 28 24   5.1 1010 138  0.9 4  4.9  87    0    0 292 -334  2
3834500 2624500  3 29  1   3.5 1011  96  1.9 4  4.7  91    0    0 276 -335  2
3834500 2624500  3 29  2   2.9 1011  69  2.1 3  4.5  94    0    0 265 -334  2
3834500 2624500  3 29  3   2.1 1011  80  2.6 4  4.4  96    0    0 262 -334  2
3834500 2624500  3 29  4   1.9 1011  80  1.4 4  4.3  98    0    0 264 -334  2
3834500 2624500  3 29  5   1.6 1011  73  1.2 4  4.2  98    0    0 264 -332  2
3834500 2624500  3 29  6   1.6 1011 101  1.1 3  4.2  99    0    0 257 -331  2
3834500 2624500  3 29  7   1.7 1012 129  1.4 5  4.2  99    3   15 263 -330  2
3834500 2624500  3 29  8   2.0 1012 212  1.4 5  4.2  97   41   79 274 -331  2
3834500 2624500  3 29  9   2.3 1012 122  1.4 7  4.3  96   57  168 287 -340  2
3834500 2624500  3 29 10   3.2 1013 139  1.1 7  4.4  96   80  238 301 -355  2
3834500 2624500  3 29 11   4.4 1012 138  1.1 3  4.6  93  213  282 281 -371  2
3834500 2624500  3 29 12   7.8 1012 169  1.8 2  5.2  88  366  265 259 -387  2
3834500 2624500  3 29 13  11.8 1012 221  1.5 1  5.6  74  452  236 258 -400  2
3834500 2624500  3 29 14  13.4 1011 178  2.3 1  5.4  59  449  227 262 -410  2
3834500 2624500  3 29 15  14.2 1011 139  2.0 2  5.4  54  357  220 272 -414  2
3834500 2624500  3 29 16  15.4 1010 155  2.9 1  5.5  52  227  209 276 -412  2
3834500 2624500  3 29 17  15.3 1010 220  1.9 1  5.4  50  157  151 275 -405  2
3834500 2624500  3 29 18  15.2 1010 198  2.2 1  5.3  49   88   87 275 -394  2
3834500 2624500  3 29 19  13.0 1010 154  2.8 2  5.5  54   12   19 278 -381  2
3834500 2624500  3 29 20  10.9 1010 143  4.0 2  5.5  64    0    0 277 -369  2
3834500 2624500  3 29 21  10.3 1011 166  3.5 2  5.5  70    0    0 273 -361  2
3834500 2624500  3 29 22   9.6 1012 134  3.3 1  5.5  72    0    0 268 -355  2
3834500 2624500  3 29 23   8.0 1012 104  2.8 1  5.4  77    0    0 262 -351  2
3834500 2624500  3 29 24   7.6 1012  94  2.1 2  5.4  82    0    0 263 -348  2
3834500 2624500  3 30  1   6.8 1012  89  2.2 2  5.2  83    0    0 264 -345  2
3834500 2624500  3 30  2   5.2 1013 108  2.4 2  5.0  85    0    0 261 -340  2
3834500 2624500  3 30  3   3.1 1013 341  1.2 2  4.7  92    0    0 255 -335  2
3834500 2624500  3 30  4   2.9 1013  34  1.3 1  4.5  96    0    0 249 -331  2
3834500 2624500  3 30  5   2.3 1012  32  1.1 0  4.5  98    0    0 240 -327  2
3834500 2624500  3 30  6   3.7 1013  71  1.8 0  4.5  96    0    0 239 -324  2
3834500 2624500  3 30  7   3.2 1013  69  1.4 1  4.6  95    1   15 243 -322  2
3834500 2624500  3 30  8   6.7 1013  69  1.6 3  5.0  93   59   69 258 -324  2
3834500 2624500  3 30  9   9.1 1013  16  1.7 5  5.6  84  137  139 282 -337  2
3834500 2624500  3 30 10  12.4 1013 134  1.3 1  5.8  72  298  151 282 -356  2
3834500 2624500  3 30 11  14.1 1013 139  1.7 1  6.0  63  446  144 275 -375  2
3834500 2624500  3 30 12  14.9 1012 149  2.5 1  5.9  57  493  162 280 -391  2
3834500 2624500  3 30 13  16.1 1012 116  2.3 3  5.6  51  320  272 290 -406  2
3834500 2624500  3 30 14  16.4 1011  63  2.2 4  5.5  48  186  304 305 -417  2
3834500 2624500  3 30 15  17.2 1011 127  3.3 4  5.5  46  196  262 311 -422  2
3834500 2624500  3 30 16  17.3 1010 151  2.6 4  5.5  44  217  190 314 -421  2
3834500 2624500  3 30 17  17.1 1010 318  2.8 1  5.5  45  242  100 303 -414  2
3834500 2624500  3 30 18  16.5 1010 124  3.1 1  5.7  48  114   70 291 -402  2
3834500 2624500  3 30 19  14.5 1010 139  2.8 2  5.7  52   14   17 289 -388  2
3834500 2624500  3 30 20  12.6 1010 157  2.6 2  5.6  58    0    0 286 -376  2
3834500 2624500  3 30 21  12.7 1011 172  2.6 1  5.7  62    0    0 278 -369  2
3834500 2624500  3 30 22  12.1 1012 128  2.7 1  5.7  63    0    0 273 -364  2
3834500 2624500  3 30 23   9.5 1012 191  2.2 1  5.6  69    0    0 267 -360  2
3834500 2624500  3 30 24  10.7 1013 185  2.4 0  5.5  72    0    0 262 -356  2
3834500 2624500  3 31  1   8.0 1013  90  2.3 0  5.5  76    0    0 256 -353  2
3834500 2624500  3 31  2   7.4 1013 183  2.1 0  5.5  85    0    0 251 -351  2
3834500 2624500  3 31  3   6.6 1013 175  2.2 0  5.4  87    0    0 249 -350  2
3834500 2624500  3 31  4   6.0 1013 175  1.6 0  5.4  90    0    0 248 -348  2
3834500 2624500  3 31  5   5.2 1013 156  1.7 0  5.2  92    0    0 246 -347  2
3834500 2624500  3 31  6   5.3 1013 128  1.7 0  5.1  93    0    0 246 -345  2
3834500 2624500  3 31  7   4.6 1013 124  1.6 2  5.1  94    1   14 251 -344  2
3834500 2624500  3 31  8   5.6 1013 143  1.4 3  5.2  96   46   77 259 -347  2
3834500 2624500  3 31  9   6.9 1014 111  1.1 4  5.6  95  113  158 266 -356  2
3834500 2624500  3 31 10   9.2 1013 152  0.8 4  6.0  90  235  200 274 -371  2
3834500 2624500  3 31 11  11.8 1013  80  1.1 5  6.4  80  299  244 284 -387  2
3834500 2624500  3 31 12  14.4 1013 116  2.1 6  6.6  70  301  290 297 -404  2
3834500 2624500  3 31 13  16.3 1012 115  2.2 6  6.7  61  345  287 307 -419  2
3834500 2624500  3 31 14  17.9 1012 115  2.9 6  6.7  55  402  237 314 -427  2
3834500 2624500  3 31 15  18.9 1011 118  3.0 2  6.4  48  301  243 310 -431  2
3834500 2624500  3 31 16  18.9 1011 121  3.4 3  6.1  45  207  211 304 -430  2
3834500 2624500  3 31 17  18.8 1010  91  2.8 6  6.1  45  127  154 308 -424  2
3834500 2624500  3 31 18  17.9 1010 111  2.8 7  6.2  47   51   80 311 -411  2
3834500 2624500  3 31 19  16.1 1010 104  3.0 7  6.2  51    5   16 307 -395  2
3834500 2624500  3 31 20  13.7 1010 100  2.5 7  6.0  57    0    0 298 -382  2
3834500 2624500  3 31 21  12.0 1011  87  3.5 6  6.1  66    0    0 288 -376  2
3834500 2624500  3 31 22  11.1 1011 103  2.8 5  6.2  73    0    0 282 -372  2
3834500 2624500  3 31 23  10.3 1011  95  2.7 5  6.2  78    0    0 276 -367  2
3834500 2624500  3 31 24  10.4 1011 153  1.5 5  6.1  78    0    0 273 -361  2
3834500 2624500  4  1  1   9.3 1011 106  1.7 2  5.9  80    0    0 263 -355  2
3834500 2624500  4  1  2   8.4 1011 342  1.2 2  5.8  82    0    0 262 -353  2
3834500 2624500  4  1  3   8.0 1010 133  1.7 1  5.8  85    0    0 259 -351  2
3834500 2624500  4  1  4   7.5 1010 168  1.7 0  5.8  88    0    0 254 -349  2
3834500 2624500  4  1  5   6.7 1010 115  2.0 2  5.8  92    0    0 253 -349  2
3834500 2624500  4  1  6   6.1 1010 119  1.8 3  5.6  94    0    0 255 -348  2
3834500 2624500  4  1  7   6.0 1010 147  2.0 4  5.5  94    0   17 256 -348  2
3834500 2624500  4  1  8   6.8 1010 123  1.5 3  5.6  93   28  100 256 -349  2
3834500 2624500  4  1  9   8.5 1010  53  1.4 3  6.0  92  108  170 257 -357  2
3834500 2624500  4  1 10  11.0 1010 113  1.7 5  6.3  84  187  223 264 -371  2
3834500 2624500  4  1 11  13.7 1010  93  2.3 6  6.4  72  240  266 273 -386  2
3834500 2624500  4  1 12  17.3 1009 119  5.1 6  6.0  54  266  293 284 -401  2
3834500 2624500  4  1 13  18.3 1008 126  6.1 6  5.1  40  237  314 291 -415  2
3834500 2624500  4  1 14  18.4 1008 155  6.0 7  4.5  34  166  312 296 -425  2
3834500 2624500  4  1 15  19.0 1008 114  5.5 5  4.5  33  137  276 299 -430  2
3834500 2624500  4  1 16  19.8 1008 155  4.7 4  4.6  33  161  221 299 -429  2
3834500 2624500  4  1 17  19.3 1007 148  4.1 5  4.6  32  147  149 301 -421  2
3834500 2624500  4  1 18  18.9 1007 155  4.3 4  4.7  34   92   77 300 -408  2
3834500 2624500  4  1 19  16.5 1005 119  3.3 4  5.1  40   14   27 294 -391  2
3834500 2624500  4  1 20  13.7 1006 120  3.1 3  5.5  51    0    0 284 -374  2
3834500 2624500  4  1 21  13.2 1006 119  2.7 4  5.5  57    0    0 278 -364  2
3834500 2624500  4  1 22  12.3 1006  91  2.1 3  5.4  59    0    0 275 -357  2
3834500 2624500  4  1 23  11.5 1006  75  1.7 3  5.5  63    0    0 271 -351  2
3834500 2624500  4  1 24  10.1 1007 134  1.8 1  5.6  68    0    0 263 -345  2
3834500 2624500  4  2  1   8.9 1007  87  1.4 3  5.7  76    0    0 260 -342  2
3834500 2624500  4  2  2   9.1 1007 119  1.4 3  5.6  78    0    0 263 -344  2
3834500 2624500  4  2  3   9.0 1007 161  2.2 2  5.5  76    0    0 261 -343  2
3834500 2624500  4  2  4   8.2 1007 207  1.8 3  5.4  77    0    0 260 -341  2
3834500 2624500  4  2  5   7.2 1007   1  0.9 2  5.3  80    0    0 257 -336  2
3834500 2624500  4  2  6   7.1 1007 169  1.6 2  5.1  81    0    0 253 -332  2
3834500 2624500  4  2  7   6.0 1007 238  1.7 2  5.0  83    0   25 251 -333  2
3834500 2624500  4  2  8   6.9 1007 255  0.9 1  5.2  86   67   97 249 -337  2
3834500 2624500  4  2  9   9.1 1007 102  0.8 2  5.6  83  182  147 252 -348  2
3834500 2624500  4  2 10  11.9 1007  99  1.3 3  6.0  76  291  182 265 -364  2
3834500 2624500  4  2 11  14.7 1008 138  1.9 3  6.1  64  393  198 277 -381  2
3834500 2624500  4  2 12  19.5 1007 146  4.3 3  5.8  47  468  201 290 -396  2
3834500 2624500  4  2 13  20.8 1008 173  5.5 3  4.7  32  478  210 297 -410  2
3834500 2624500  4  2 14  21.2 1008 170  5.0 3  3.9  25  459  205 299 -420  2
3834500 2624500  4  2 15  21.7 1008 168  4.4 1  3.9  25  416  181 296 -425  2
3834500 2624500  4  2 16  21.5 1008 178  3.5 1  4.2  26  336  150 290 -424  2
3834500 2624500  4  2 17  21.4 1008 193  3.6 2  4.3  27  223  121 293 -419  2
3834500 2624500  4  2 18  20.5 1008 194  2.9 2  4.3  28  103   85 294 -406  2
3834500 2624500  4  2 19  18.7 1008 133  1.5 2  4.3  30   16   30 291 -390  2
3834500 2624500  4  2 20  15.1 1008 108  2.4 2  4.8  40    0    0 285 -375  2
3834500 2624500  4  2 21  13.9 1009 115  2.4 2  5.3  52    0    0 280 -366  2
3834500 2624500  4  2 22  13.5 1009 178  2.2 2  5.5  56    0    0 279 -361  2
3834500 2624500  4  2 23  12.1 1010 328  1.3 2  5.8  63    0    0 277 -357  2
3834500 2624500  4  2 24  11.6 1011 144  1.6 0  6.0  70    0    0 270 -355  2
3834500 2624500  4  3  1  10.8 1011   5  1.2 2  6.2  75    0    0 269 -354  2
3834500 2624500  4  3  2  10.0 1012 305  0.5 4  6.3  80    0    0 278 -352  2
3834500 2624500  4  3  3   9.2 1012 146  1.7 4  6.2  84    0    0 282 -349  2
3834500 2624500  4  3  4   8.1 1012 138  1.1 4  6.1  87    0    0 278 -346  2
3834500 2624500  4  3  5   8.0 1012 106  1.3 3  6.1  91    0    0 274 -344  2
3834500 2624500  4  3  6   8.1 1012  64  1.7 5  6.3  93    0    0 278 -343  2
3834500 2624500  4  3  7   8.1 1013 335  1.0 4  6.3  94    0   20 282 -343  2
3834500 2624500  4  3  8   8.2 1013 115  1.6 5  6.3  94   21  106 282 -347  2
3834500 2624500  4  3  9   9.6 1013 150  1.5 5  6.4  90   70  191 288 -356  2
3834500 2624500  4  3 10  11.6 1013 130  1.6 4  6.8  86   80  260 291 -372  2
3834500 2624500  4  3 11  12.6 1013 181  1.4 4  7.3  83  152  318 294 -389  2
3834500 2624500  4  3 12  15.2 1013 151  2.1 3  7.7  78  371  278 298 -407  2
3834500 2624500  4  3 13  16.5 1012 118  1.7 5  7.9  70  239  350 309 -422  2
3834500 2624500  4  3 14  18.5 1012 152  2.1 5  7.3  58  245  334 320 -433  2
3834500 2624500  4  3 15  19.7 1011 238  2.7 4  6.8  49  145  305 321 -437  2
3834500 2624500  4  3 16  20.3 1012 256  3.9 4  6.4  44   71  243 321 -436  2
3834500 2624500  4  3 17  17.7 1011 272  4.6 7  6.4  47    0  112 327 -428  2
3834500 2624500  4  3 18  14.7 1011 297  2.8 7  7.4  64    0   46 328 -415  2
3834500 2624500  4  3 19  13.4 1012  83  2.0 7  8.4  83    0   11 323 -401  2
3834500 2624500  4  3 20  12.9 1012 216  1.7 8  8.8  93    0    0 324 -389  2
3834500 2624500  4  3 21  12.5 1012  90  2.5 8  8.8  95    0    0 327 -382  2
3834500 2624500  4  3 22  12.2 1012  91  2.4 7  8.7  97    0    0 325 -376  2
3834500 2624500  4  3 23  12.0 1012  72  1.8 7  8.6  97    0    0 323 -371  2
3834500 2624500  4  3 24  12.1 1012 159  2.6 7  8.6  98    0    0 325 -365  2
3834500 2624500  4  4  1  12.1 1012 182  2.4 8  8.6  97    0    0 331 -360  2
3834500 2624500  4  4  2  12.1 1012 212  2.1 7  8.5  96    0    0 333 -354  2
3834500 2624500  4  4  3  11.8 1012 211  1.6 6  8.4  96    0    0 326 -349  2
3834500 2624500  4  4  4  11.7 1012 218  2.4 5  8.4  97    0    0 319 -348  2
3834500 2624500  4  4  5  11.7 1012 240  1.4 7  8.4  97    0    0 323 -350  2
3834500 2624500  4  4  6  10.6 1012 256  1.5 7  8.0  97    0    0 331 -351  2
3834500 2624500  4  4  7  11.0 1013 339  0.1 7  7.8  96    0   15 331 -350  2
3834500 2624500  4  4  8  11.1 1013 191  2.3 8  7.8  95    0   35 337 -353  2
3834500 2624500  4  4  9  11.2 1013  20  1.5 8  7.8  94    0   49 344 -364  2
3834500 2624500  4  4 10  11.4 1014 295  2.8 8  7.7  92    0  104 346 -379  2
3834500 2624500  4  4 11  13.1 1014 322  3.9 7  7.9  88    7  229 346 -393  2
3834500 2624500  4  4 12  13.7 1015 338  4.5 6  7.6  79   65  331 341 -409  2
3834500 2624500  4  4 13  15.1 1015 333  4.4 4  6.8  67  168  372 329 -424  2
3834500 2624500  4  4 14  15.0 1015 305  5.4 4  6.3  59  209  354 321 -434  2
3834500 2624500  4  4 15  16.6 1015 276  4.9 2  6.1  55  287  283 315 -439  2
3834500 2624500  4  4 16  15.5 1015  56  5.3 2  6.1  54  175  253 307 -436  2
3834500 2624500  4  4 17  14.6 1015 172  3.0 3  5.9  55   83  188 306 -422  2
3834500 2624500  4  4 18  14.3 1015 310  2.7 5  5.9  58   15   98 315 -406  2
3834500 2624500  4  4 19  13.9 1016 275  2.5 6  6.3  62    0   25 325 -395  2
3834500 2624500  4  4 20  13.2 1016 292  2.3 7  6.5  68    0    0 329 -383  2
3834500 2624500  4  4 21  12.8 1017 358  1.5 7  6.7  72    0    0 331 -374  2
3834500 2624500  4  4 22  12.4 1018 349  1.3 6  6.8  76    0    0 324 -368  2
3834500 2624500  4  4 23  12.0 1018 256  1.9 6  6.9  78    0    0 317 -362  2
3834500 2624500  4  4 24  11.3 1019 310  1.3 8  6.9  81    0    0 321 -359  2
3834500 2624500  4  5  1  10.7 1019 260  1.4 4  6.9  85    0    0 310 -357  2
3834500 2624500  4  5  2  10.3 1019 241  1.2 5  7.0  89    0    0 294 -355  2
3834500 2624500  4  5  3   9.8 1019  40  1.2 3  7.0  91    0    0 288 -354  2
3834500 2624500  4  5  4   8.7 1019  43  1.2 1  6.6  91    0    0 270 -352  2
3834500 2624500  4  5  5   8.1 1019  12  2.1 7  6.3  92    0    0 281 -348  2
3834500 2624500  4  5  6   7.9 1019  92  1.4 8  6.2  93    0    0 303 -345  2
3834500 2624500  4  5  7   7.9 1020  41  1.5 7  6.0  92    0    7 302 -344  2
3834500 2624500  4  5  8   9.0 1020 178  1.3 7  6.3  92    3   82 299 -347  2
3834500 2624500  4  5  9  10.3 1020 235  1.2 7  6.9  92   13  156 304 -360  2
3834500 2624500  4  5 10  12.2 1020 313  1.5 6  7.2  87  145  228 305 -378  2
3834500 2624500  4  5 11  14.4 1020 286  2.5 5  7.6  80  264  248 306 -394  2
3834500 2624500  4  5 12  14.7 1020 325  3.6 6  7.8  76   79  302 312 -412  2
3834500 2624500  4  5 13  15.8 1020  75  2.5 7  7.6  71   65  300 323 -428  2
3834500 2624500  4  5 14  16.5 1019 249  4.2 7  7.7  67   23  250 332 -439  2
3834500 2624500  4  5 15  15.7 1019 247  4.2 7  7.8  69    0  168 335 -441  2
3834500 2624500  4  5 16  14.8 1019 242  3.6 7  8.1  75    0  109 335 -437  2
3834500 2624500  4  5 17  15.3 1019 196  4.2 7  8.3  78    0  102 334 -431  2
3834500 2624500  4  5 18  14.8 1019 241  3.3 7  8.5  80    0   59 335 -421  2
3834500 2624500  4  5 19  14.1 1019 254  2.8 7  8.8  86    0   14 332 -408  2
3834500 2624500  4  5 20  13.2 1019 172  1.7 7  9.0  93    0    0 330 -396  2
3834500 2624500  4  5 21  13.1 1019 159  2.4 5  9.1  97    0    0 326 -387  2
3834500 2624500  4  5 22  12.9 1019 180  1.8 7  9.0  96    0    0 326 -383  2
3834500 2624500  4  5 23  13.2 1019 333  2.0 7  8.9  95    0    0 331 -381  2
3834500 2624500  4  5 24  13.4 1018 122  2.3 8  8.9  94    0    0 334 -378  2
3834500 2624500  4  6  1  13.4 1018 129  2.3 7  8.9  93    0    0 334 -378  2
3834500 2624500  4  6  2  13.1 1017 140  2.5 8  8.9  94    0    0 334 -377  2
3834500 2624500  4  6  3  13.3 1017 139  2.6 8  8.8  93    0    0 337 -375  2
3834500 2624500  4  6  4  13.0 1017 166  2.6 8  8.7  92    0    0 337 -373  2
3834500 2624500  4  6  5  13.2 1016 142  2.1 8  8.7  92    0    0 338 -370  2
3834500 2624500  4  6  6  13.0 1016 156  2.0 7  8.6  92    0    0 336 -369  2
3834500 2624500  4  6  7  12.4 1016 162  1.6 5  8.5  92    8   31 324 -368  2
3834500 2624500  4  6  8  13.7 1016 167  2.1 5  8.5  91   61   91 315 -370  2
3834500 2624500  4  6  9  14.8 1015 224  2.5 4  8.6  85   96  167 312 -378  2
3834500 2624500  4  6 10  15.4 1015 239  2.4 8  8.8  82   35  226 325 -390  2
3834500 2624500  4  6 11  15.8 1015 215  2.7 8  9.0  81   38  265 344 -406  2
3834500 2624500  4  6 12  16.4 1014 219  2.6 7  9.2  80   40  280 344 -422  2
3834500 2624500  4  6 13  17.3 1013 224  4.2 8  9.3  77    3  214 350 -434  2
3834500 2624500  4  6 14  19.1 1012 215  4.5 6  9.3  71  182  301 353 -440  2
3834500 2624500  4  6 15  20.2 1012 227  6.6 6  9.2  64  267  238 353 -439  2
3834500 2624500  4  6 16  20.6 1010 230  6.7 6  9.1  60  135  218 357 -435  2
3834500 2624500  4  6 17  18.4 1009 252  5.3 6  9.1  64   30  156 355 -430  2
3834500 2624500  4  6 18  14.3 1008 280  2.7 8  9.2  79    0   40 354 -424  2
3834500 2624500  4  6 19  14.2 1009 229  1.0 7  9.4  92    0    5 353 -414  2
3834500 2624500  4  6 20  13.9 1008 301  3.0 6  9.4  93    0    0 345 -404  2
3834500 2624500  4  6 21  13.1 1009 254  2.5 4  8.9  92    0    0 326 -396  2
3834500 2624500  4  6 22  11.0 1009 234  1.8 3  8.2  93    0    0 299 -392  2
3834500 2624500  4  6 23  11.4 1009 192  1.7 3  7.8  93    0    0 283 -390  2
3834500 2624500  4  6 24  11.1 1009 236  2.3 6  7.7  92    0    0 300 -387  2
3834500 2624500  4  7  1  11.3 1008 251  2.9 8  7.6  92    0    0 335 -380  2
3834500 2624500  4  7  2  10.9 1008 209  2.4 8  7.6  92    0    0 350 -372  2
3834500 2624500  4  7  3  10.9 1007 289  2.8 8  7.6  92    0    0 348 -370  2
3834500 2624500  4  7  4  10.3 1006 277  2.9 7  7.3  91    0    0 335 -367  2
3834500 2624500  4  7  5  10.5 1006 261  2.7 7  7.1  89    0    0 320 -364  2
3834500 2624500  4  7  6  10.3 1006 211  2.6 7  7.0  88    0    0 321 -363  2
3834500 2624500  4  7  7  10.2 1006 224  2.6 7  6.8  87    0   18 322 -362  2
3834500 2624500  4  7  8  10.3 1006 229  4.2 7  6.8  86    9   86 323 -364  2
3834500 2624500  4  7  9  10.9 1006 245  4.2 8  6.7  84    0  102 333 -367  2
3834500 2624500  4  7 10  11.6 1006 264  5.3 8  6.6  79    3  169 345 -371  2
3834500 2624500  4  7 11   9.2 1006 266  3.7 7  6.6  83    7  211 336 -379  2
3834500 2624500  4  7 12  11.6 1006 288  4.7 7  6.8  85   44  260 330 -387  2
3834500 2624500  4  7 13  10.8 1006 287  3.6 7  6.7  81   10  229 332 -390  2
3834500 2624500  4  7 14  11.4 1006 278  3.2 6  6.7  81  104  260 325 -385  2
3834500 2624500  4  7 15  12.4 1005 303  6.5 7  6.7  77   15  203 328 -381  2
3834500 2624500  4  7 16   9.7 1006 306  4.2 8  6.7  81    0  126 334 -380  2
3834500 2624500  4  7 17  10.9 1006 291  3.7 7  6.9  88   36  142 332 -375  2
3834500 2624500  4  7 18   9.7 1006 322  2.2 6  6.7  86    7   77 323 -370  2
3834500 2624500  4  7 19   9.8 1006 263  1.8 7  6.7  88    0   22 320 -365  2
3834500 2624500  4  7 20   9.4 1007 252  1.3 7  6.6  88    0    0 323 -361  2
3834500 2624500  4  7 21   9.1 1007 293  2.6 6  6.5  89    0    0 318 -360  2
3834500 2624500  4  7 22   9.3 1008 301  2.8 6  6.5  90    0    0 312 -359  2
3834500 2624500  4  7 23   9.0 1008 332  2.4 6  6.5  89    0    0 313 -358  2
